ENTIDAD,NOMBRE ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE MUNICIPIO,SECCION,TIPO
23,QUINTANA ROO,1,1,BENITO JUAREZ,1,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,13,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,14,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,15,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,16,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,21,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,171,RURAL
23,QUINTANA ROO,1,1,BENITO JUAREZ,172,RURAL
23,QUINTANA ROO,1,1,BENITO JUAREZ,177,MIXTO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,178,MIXTO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,179,MIXTO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,180,MIXTO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,181,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,451,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,452,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,453,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,454,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,455,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,456,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,457,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,458,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,459,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,460,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,461,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,462,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,463,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,464,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,465,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,466,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,467,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,468,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,469,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,470,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,471,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,472,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,473,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,474,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,475,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,476,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,477,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,478,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,479,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,480,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,481,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,482,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,483,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,484,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,485,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,486,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,487,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,488,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,489,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,490,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,491,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,492,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,493,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,494,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,495,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,496,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,497,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,498,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,499,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,500,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,501,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,502,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,503,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,504,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,505,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,506,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,507,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,508,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,509,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,510,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,511,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,512,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,513,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,514,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,515,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,516,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,517,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,518,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,519,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,520,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,521,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,522,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,523,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,524,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,525,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,526,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,527,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,528,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,529,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,530,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,531,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,532,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,533,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,534,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,535,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,536,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,537,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,538,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,539,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,540,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,541,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,542,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,543,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,544,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,545,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,546,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,547,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,548,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,549,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,550,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,551,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,552,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,553,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,554,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,555,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,556,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,557,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,558,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,559,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,560,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,561,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,562,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,563,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,564,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,565,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,566,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,567,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,568,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,569,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,570,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,571,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,572,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,573,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,574,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,575,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,576,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,577,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,578,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,579,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,580,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,581,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,582,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,583,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,584,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,585,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,586,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,587,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,588,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,589,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,590,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,591,MIXTO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,592,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,593,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,594,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,595,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,596,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,597,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,598,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,599,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,600,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,601,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,602,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,603,URBANO(A)
23,QUINTANA ROO,1,1,BENITO JUAREZ,604,URBANO(A)
