"","SECCION","munn","edo","edon","disloc2013","disloc2016","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",338,2,"ags",1,2,2,1380,2367,1,"AGUASCALIENTES",1,2,"ASIENTOS","MIXTO(A)"
"2",339,2,"ags",1,2,2,1268,2166,1,"AGUASCALIENTES",1,2,"ASIENTOS","MIXTO(A)"
"3",340,2,"ags",1,2,2,1273,2307,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"4",341,2,"ags",1,2,2,1464,2621,1,"AGUASCALIENTES",1,2,"ASIENTOS","MIXTO(A)"
"5",342,2,"ags",1,2,2,1214,2138,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"6",343,2,"ags",1,2,2,2282,4042,1,"AGUASCALIENTES",1,2,"ASIENTOS","MIXTO(A)"
"7",344,2,"ags",1,2,2,1956,3482,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"8",345,2,"ags",1,2,2,1716,2857,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"9",346,2,"ags",1,2,2,1364,2373,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"10",347,2,"ags",1,2,2,1931,3421,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"11",348,2,"ags",1,2,2,1231,2110,1,"AGUASCALIENTES",1,2,"ASIENTOS","URBANO(A)"
"12",349,2,"ags",1,2,2,1729,2928,1,"AGUASCALIENTES",1,2,"ASIENTOS","MIXTO(A)"
"13",350,2,"ags",1,2,2,2070,3555,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"14",351,2,"ags",1,2,2,1161,1966,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"15",352,2,"ags",1,2,2,1788,3155,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"16",353,2,"ags",1,2,2,1183,2101,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"17",354,2,"ags",1,2,2,1136,1945,1,"AGUASCALIENTES",1,2,"ASIENTOS","RURAL"
"18",355,3,"ags",1,8,3,977,1568,1,"AGUASCALIENTES",1,3,"CALVILLO","MIXTO(A)"
"19",356,3,"ags",1,8,3,1951,3336,1,"AGUASCALIENTES",1,3,"CALVILLO","URBANO(A)"
"20",357,3,"ags",1,8,3,1070,1617,1,"AGUASCALIENTES",1,3,"CALVILLO","MIXTO(A)"
"21",358,3,"ags",1,8,3,2434,4364,1,"AGUASCALIENTES",1,3,"CALVILLO","URBANO(A)"
"22",359,3,"ags",1,8,3,740,1196,1,"AGUASCALIENTES",1,3,"CALVILLO","URBANO(A)"
"23",360,3,"ags",1,8,3,611,972,1,"AGUASCALIENTES",1,3,"CALVILLO","URBANO(A)"
"24",361,3,"ags",1,8,3,1297,2066,1,"AGUASCALIENTES",1,3,"CALVILLO","URBANO(A)"
"25",362,3,"ags",1,8,3,1612,2571,1,"AGUASCALIENTES",1,3,"CALVILLO","URBANO(A)"
"26",363,3,"ags",1,8,3,1419,2513,1,"AGUASCALIENTES",1,3,"CALVILLO","URBANO(A)"
"27",364,3,"ags",1,8,3,432,664,1,"AGUASCALIENTES",1,3,"CALVILLO","RURAL"
"28",365,3,"ags",1,8,3,246,383,1,"AGUASCALIENTES",1,3,"CALVILLO","RURAL"
"29",366,3,"ags",1,8,3,433,725,1,"AGUASCALIENTES",1,3,"CALVILLO","RURAL"
