"","SECCION","munn","edo","edon","disloc2013","disloc2015","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",1,1,23,23,7,11,6033,9704,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"2",13,1,23,23,5,9,2051,3202,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"3",14,1,23,23,5,9,3343,5245,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"4",15,1,23,23,5,12,2475,3811,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"5",16,1,23,23,4,12,6928,10929,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"6",21,1,23,23,4,11,743,1031,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"7",171,1,23,23,8,8,130,185,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","RURAL"
"8",172,1,23,23,5,15,1161,1899,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","RURAL"
"9",177,2,23,23,11,6,2322,4112,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","MIXTO(A)"
"10",178,2,23,23,11,6,1529,2627,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","MIXTO(A)"
"11",179,2,23,23,11,6,5335,8506,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","MIXTO(A)"
"12",180,2,23,23,11,6,651,917,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","MIXTO(A)"
"13",181,2,23,23,11,6,4182,6680,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"14",451,1,23,23,7,11,1440,2445,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"15",452,1,23,23,7,11,1142,1942,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"16",453,1,23,23,7,14,661,1148,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"17",454,1,23,23,7,14,784,1335,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"18",455,1,23,23,7,14,643,1078,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"19",456,1,23,23,7,14,673,1174,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"20",457,1,23,23,7,14,943,1688,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"21",458,1,23,23,7,14,716,1241,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
"22",459,1,23,23,7,14,579,978,23,"QUINTANA ROO",1,1,"BENITO JUAREZ","URBANO(A)"
