"","SECCION","munn","edo","edon","disloc2007","disloc2016","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",320,15,"ver",30,10,18,733,1057,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"2",321,15,"ver",30,10,18,1066,1587,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"3",322,15,"ver",30,10,18,1029,1491,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"4",323,15,"ver",30,10,18,806,1095,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"5",324,15,"ver",30,10,18,1200,1814,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"6",325,15,"ver",30,10,18,975,1389,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"7",326,15,"ver",30,10,18,272,408,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"8",327,15,"ver",30,10,18,535,795,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"9",328,15,"ver",30,10,18,1546,2175,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"10",329,15,"ver",30,10,18,1223,1799,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"11",330,15,"ver",30,10,18,2053,3244,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"12",331,15,"ver",30,10,18,1073,1613,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"13",332,15,"ver",30,10,18,840,1148,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","URBANO(A)"
"14",333,15,"ver",30,10,18,697,1000,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","MIXTO(A)"
"15",334,15,"ver",30,10,18,708,1085,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","MIXTO(A)"
"16",335,15,"ver",30,10,18,1212,1906,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","RURAL"
"17",336,15,"ver",30,10,18,927,1575,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","RURAL"
"18",337,15,"ver",30,10,18,425,686,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","RURAL"
"19",338,15,"ver",30,NA,18,918,1446,30,"VERACRUZ",1,15,"NARANJOS AMATLAN","RURAL"
"20",1403,62,"ver",30,10,13,896,1440,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","URBANO(A)"
"21",1404,62,"ver",30,10,13,552,862,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","URBANO(A)"
"22",1405,62,"ver",30,8,13,925,1441,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","URBANO(A)"
"23",1406,62,"ver",30,8,13,993,1570,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","URBANO(A)"
"24",1407,62,"ver",30,8,13,327,512,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","RURAL"
"25",1408,62,"ver",30,8,13,1321,2190,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","RURAL"
"26",1409,62,"ver",30,8,13,757,1262,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","RURAL"
"27",1410,62,"ver",30,8,13,555,995,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","RURAL"
"28",1411,62,"ver",30,8,13,765,1301,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","RURAL"
"29",1412,62,"ver",30,8,13,2554,3887,30,"VERACRUZ",1,62,"CHINAMPA DE GOROSTIZA","RURAL"
"30",2776,122,"ver",30,10,13,1063,1592,30,"VERACRUZ",1,122,"OZULUAMA","MIXTO(A)"
"31",2777,122,"ver",30,1,13,1727,2590,30,"VERACRUZ",1,122,"OZULUAMA","MIXTO(A)"
"32",2778,122,"ver",30,1,13,432,558,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"33",2779,122,"ver",30,10,13,423,648,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"34",2780,122,"ver",30,10,13,225,324,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"35",2781,122,"ver",30,10,13,719,1051,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"36",2782,122,"ver",30,10,13,157,246,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"37",2783,122,"ver",30,10,13,307,494,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"38",2784,122,"ver",30,10,13,347,550,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"39",2785,122,"ver",30,10,13,434,601,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"40",2786,122,"ver",30,10,13,531,796,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"41",2787,122,"ver",30,10,13,506,823,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"42",2788,122,"ver",30,10,13,860,1375,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"43",2789,122,"ver",30,10,13,290,394,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"44",2790,122,"ver",30,10,13,980,1503,30,"VERACRUZ",1,122,"OZULUAMA","MIXTO(A)"
"45",2791,122,"ver",30,10,13,321,459,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"46",2792,122,"ver",30,10,13,515,736,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"47",2793,122,"ver",30,10,13,405,585,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"48",2794,122,"ver",30,10,13,541,750,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"49",2795,122,"ver",30,10,13,560,779,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"50",2796,122,"ver",30,10,13,173,231,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"51",2797,122,"ver",30,10,13,876,1349,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"52",2798,122,"ver",30,10,13,534,803,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"53",2799,122,"ver",30,10,13,348,568,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"54",2800,122,"ver",30,10,13,312,456,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"55",2801,122,"ver",30,10,13,510,713,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"56",2802,122,"ver",30,10,13,784,1273,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"57",2803,122,"ver",30,10,13,304,489,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"58",2804,122,"ver",30,10,13,396,562,30,"VERACRUZ",1,122,"OZULUAMA","RURAL"
"59",2814,124,"ver",30,10,13,284,484,30,"VERACRUZ",1,124,"PANUCO","URBANO(A)"
"60",2815,124,"ver",30,10,13,1098,1573,30,"VERACRUZ",1,124,"PANUCO","URBANO(A)"
"61",2816,124,"ver",30,10,13,358,584,30,"VERACRUZ",1,124,"PANUCO","URBANO(A)"
"62",2817,124,"ver",30,10,13,1167,1773,30,"VERACRUZ",1,124,"PANUCO","URBANO(A)"
"63",2818,124,"ver",30,10,13,455,658,30,"VERACRUZ",1,124,"PANUCO","URBANO(A)"
