"","SECCION","munn","edo","edon","disloc2012","disloc2018","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",24,3,"jal",14,1,3,1631,2618,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","MIXTO(A)"
"2",25,3,"jal",14,1,3,795,1152,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","MIXTO(A)"
"3",26,3,"jal",14,1,3,690,984,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","URBANO(A)"
"4",27,3,"jal",14,1,3,1367,2246,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","MIXTO(A)"
"5",28,3,"jal",14,1,3,1128,1791,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","MIXTO(A)"
"6",29,3,"jal",14,1,3,1681,2556,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","URBANO(A)"
"7",30,3,"jal",14,1,3,684,996,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","URBANO(A)"
"8",31,3,"jal",14,1,3,2102,3370,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","URBANO(A)"
"9",32,3,"jal",14,1,3,281,408,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","RURAL"
"10",33,3,"jal",14,1,3,1022,1557,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","RURAL"
"11",34,3,"jal",14,1,3,1541,2353,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","RURAL"
"12",35,3,"jal",14,1,3,1054,1683,14,"JALISCO",1,3,"AHUALULCO DE MERCADO","RURAL"
"13",40,5,"jal",14,1,3,2077,3519,14,"JALISCO",1,5,"AMATITAN","MIXTO(A)"
"14",41,5,"jal",14,1,3,1256,1924,14,"JALISCO",1,5,"AMATITAN","URBANO(A)"
"15",42,5,"jal",14,1,3,1906,3152,14,"JALISCO",1,5,"AMATITAN","URBANO(A)"
"16",43,5,"jal",14,1,3,1811,2950,14,"JALISCO",1,5,"AMATITAN","URBANO(A)"
"17",44,5,"jal",14,1,3,406,629,14,"JALISCO",1,5,"AMATITAN","RURAL"
"18",45,5,"jal",14,1,3,381,621,14,"JALISCO",1,5,"AMATITAN","RURAL"
"19",46,5,"jal",14,1,3,301,509,14,"JALISCO",1,5,"AMATITAN","RURAL"
"20",47,5,"jal",14,1,3,781,1344,14,"JALISCO",1,5,"AMATITAN","RURAL"
"21",94,7,"jal",14,1,3,1487,2366,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","URBANO(A)"
"22",95,7,"jal",14,1,3,852,1389,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","URBANO(A)"
"23",96,7,"jal",14,1,3,1021,1618,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","MIXTO(A)"
"24",97,7,"jal",14,1,3,535,865,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","RURAL"
"25",98,7,"jal",14,1,3,456,772,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","RURAL"
"26",99,7,"jal",14,1,3,198,322,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","RURAL"
"27",100,7,"jal",14,1,3,453,678,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","RURAL"
"28",101,7,"jal",14,1,3,596,970,14,"JALISCO",1,7,"SAN JUANITO DE ESCOBEDO","RURAL"
"29",139,9,"jal",14,1,3,2293,3845,14,"JALISCO",1,9,"EL ARENAL","MIXTO(A)"
"30",140,9,"jal",14,1,3,1820,2957,14,"JALISCO",1,9,"EL ARENAL","URBANO(A)"
"31",141,9,"jal",14,1,3,2793,4940,14,"JALISCO",1,9,"EL ARENAL","MIXTO(A)"
"32",142,9,"jal",14,1,3,1853,2931,14,"JALISCO",1,9,"EL ARENAL","RURAL"
"33",143,9,"jal",14,1,3,1600,2540,14,"JALISCO",1,9,"EL ARENAL","RURAL"
"34",292,19,"jal",14,1,3,902,1454,14,"JALISCO",1,19,"BOLAÑOS","MIXTO(A)"
"35",293,19,"jal",14,1,3,428,666,14,"JALISCO",1,19,"BOLAÑOS","MIXTO(A)"
"36",294,19,"jal",14,1,3,1867,4062,14,"JALISCO",1,19,"BOLAÑOS","RURAL"
"37",295,19,"jal",14,1,3,408,639,14,"JALISCO",1,19,"BOLAÑOS","RURAL"
"38",411,26,"jal",14,1,3,1434,2444,14,"JALISCO",1,26,"COLOTLAN","MIXTO(A)"
"39",412,26,"jal",14,1,3,360,541,14,"JALISCO",1,26,"COLOTLAN","RURAL"
"40",413,26,"jal",14,1,3,973,1509,14,"JALISCO",1,26,"COLOTLAN","URBANO(A)"
"41",414,26,"jal",14,1,3,1230,2023,14,"JALISCO",1,26,"COLOTLAN","URBANO(A)"
"42",415,26,"jal",14,1,3,801,1173,14,"JALISCO",1,26,"COLOTLAN","URBANO(A)"
"43",416,26,"jal",14,1,3,920,1311,14,"JALISCO",1,26,"COLOTLAN","URBANO(A)"
"44",417,26,"jal",14,1,3,801,1278,14,"JALISCO",1,26,"COLOTLAN","MIXTO(A)"
"45",418,26,"jal",14,1,3,728,1106,14,"JALISCO",1,26,"COLOTLAN","URBANO(A)"
"46",419,26,"jal",14,1,3,973,1408,14,"JALISCO",1,26,"COLOTLAN","URBANO(A)"
"47",420,26,"jal",14,1,3,1676,2688,14,"JALISCO",1,26,"COLOTLAN","MIXTO(A)"
"48",421,26,"jal",14,1,3,394,680,14,"JALISCO",1,26,"COLOTLAN","RURAL"
"49",422,26,"jal",14,1,3,58,105,14,"JALISCO",1,26,"COLOTLAN","RURAL"
"50",423,26,"jal",14,1,3,175,256,14,"JALISCO",1,26,"COLOTLAN","RURAL"
"51",424,26,"jal",14,1,3,209,317,14,"JALISCO",1,26,"COLOTLAN","RURAL"
"52",425,26,"jal",14,1,3,573,840,14,"JALISCO",1,26,"COLOTLAN","RURAL"
"53",426,26,"jal",14,1,3,302,412,14,"JALISCO",1,26,"COLOTLAN","RURAL"
"54",445,30,"jal",14,1,3,1468,2416,14,"JALISCO",1,30,"CUQUIO","MIXTO(A)"
"55",446,30,"jal",14,1,3,1895,3156,14,"JALISCO",1,30,"CUQUIO","MIXTO(A)"
"56",447,30,"jal",14,1,3,893,1377,14,"JALISCO",1,30,"CUQUIO","URBANO(A)"
"57",448,30,"jal",14,1,3,962,1564,14,"JALISCO",1,30,"CUQUIO","MIXTO(A)"
"58",449,30,"jal",14,1,3,663,1009,14,"JALISCO",1,30,"CUQUIO","RURAL"
"59",450,30,"jal",14,1,3,1000,1548,14,"JALISCO",1,30,"CUQUIO","RURAL"
"60",451,30,"jal",14,1,3,669,1032,14,"JALISCO",1,30,"CUQUIO","RURAL"
"61",452,30,"jal",14,0,3,584,945,14,"JALISCO",1,30,"CUQUIO","RURAL"
"62",453,30,"jal",14,0,3,934,1491,14,"JALISCO",1,30,"CUQUIO","RURAL"
"63",454,30,"jal",14,1,3,834,1233,14,"JALISCO",1,30,"CUQUIO","RURAL"
"64",455,30,"jal",14,1,3,817,1241,14,"JALISCO",1,30,"CUQUIO","RURAL"
"65",456,30,"jal",14,1,3,648,1071,14,"JALISCO",1,30,"CUQUIO","RURAL"
"66",476,32,"jal",14,1,3,886,1482,14,"JALISCO",1,32,"CHIMALTITAN","MIXTO(A)"
"67",477,32,"jal",14,1,3,854,1610,14,"JALISCO",1,32,"CHIMALTITAN","RURAL"
"68",478,32,"jal",14,1,3,287,438,14,"JALISCO",1,32,"CHIMALTITAN","RURAL"
"69",530,37,"jal",14,1,3,1685,2702,14,"JALISCO",1,37,"ETZATLAN","MIXTO(A)"
"70",531,37,"jal",14,1,3,2060,3380,14,"JALISCO",1,37,"ETZATLAN","MIXTO(A)"
"71",532,37,"jal",14,1,3,1290,1906,14,"JALISCO",1,37,"ETZATLAN","URBANO(A)"
