"","SECCION","munn","edo","edon","disloc2013","disloc2016","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",1,1,"cua",8,1,11,476,732,8,"CHIHUAHUA",1,1,"AHUMADA","MIXTO(A)"
"2",2,1,"cua",8,1,11,376,559,8,"CHIHUAHUA",1,1,"AHUMADA","URBANO(A)"
"3",3,1,"cua",8,1,11,531,835,8,"CHIHUAHUA",1,1,"AHUMADA","URBANO(A)"
"4",4,1,"cua",8,1,11,484,728,8,"CHIHUAHUA",1,1,"AHUMADA","URBANO(A)"
"5",5,1,"cua",8,1,11,688,1094,8,"CHIHUAHUA",1,1,"AHUMADA","URBANO(A)"
"6",6,1,"cua",8,1,11,1501,2581,8,"CHIHUAHUA",1,1,"AHUMADA","MIXTO(A)"
"7",7,1,"cua",8,1,11,643,1070,8,"CHIHUAHUA",1,1,"AHUMADA","URBANO(A)"
"8",8,1,"cua",8,1,11,717,1183,8,"CHIHUAHUA",1,1,"AHUMADA","URBANO(A)"
"9",10,1,"cua",8,1,11,169,263,8,"CHIHUAHUA",1,1,"AHUMADA","RURAL"
"10",11,1,"cua",8,1,11,86,117,8,"CHIHUAHUA",1,1,"AHUMADA","RURAL"
"11",12,1,"cua",8,1,11,199,297,8,"CHIHUAHUA",1,1,"AHUMADA","RURAL"
"12",13,1,"cua",8,1,11,357,612,8,"CHIHUAHUA",1,1,"AHUMADA","RURAL"
"13",14,1,"cua",8,1,11,374,660,8,"CHIHUAHUA",1,1,"AHUMADA","RURAL"
"14",15,1,"cua",8,1,11,264,504,8,"CHIHUAHUA",1,1,"AHUMADA","RURAL"
"15",16,1,"cua",8,1,11,142,224,8,"CHIHUAHUA",1,1,"AHUMADA","RURAL"
"16",60,5,"cua",8,1,1,1332,2450,8,"CHIHUAHUA",1,5,"ASCENSION","URBANO(A)"
"17",61,5,"cua",8,1,1,992,1750,8,"CHIHUAHUA",1,5,"ASCENSION","URBANO(A)"
"18",62,5,"cua",8,1,1,578,947,8,"CHIHUAHUA",1,5,"ASCENSION","URBANO(A)"
"19",63,5,"cua",8,1,1,497,868,8,"CHIHUAHUA",1,5,"ASCENSION","URBANO(A)"
"20",64,5,"cua",8,1,1,796,1566,8,"CHIHUAHUA",1,5,"ASCENSION","MIXTO(A)"
"21",65,5,"cua",8,1,1,328,536,8,"CHIHUAHUA",1,5,"ASCENSION","URBANO(A)"
