ENTIDAD,NOMBRE ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE MUNICIPIO,SECCION,TIPO
11,GUANAJUATO,1,6,ATARJEA,331,MIXTO(A)
11,GUANAJUATO,1,6,ATARJEA,332,RURAL
11,GUANAJUATO,1,6,ATARJEA,333,RURAL
11,GUANAJUATO,1,6,ATARJEA,334,RURAL
11,GUANAJUATO,1,6,ATARJEA,335,RURAL
11,GUANAJUATO,1,22,OCAMPO,1894,URBANO(A)
11,GUANAJUATO,1,22,OCAMPO,1895,URBANO(A)
11,GUANAJUATO,1,22,OCAMPO,1896,MIXTO(A)
11,GUANAJUATO,1,22,OCAMPO,1897,URBANO(A)
11,GUANAJUATO,1,22,OCAMPO,1898,RURAL
11,GUANAJUATO,1,22,OCAMPO,1899,RURAL
11,GUANAJUATO,1,22,OCAMPO,1900,RURAL
11,GUANAJUATO,1,22,OCAMPO,1901,RURAL
11,GUANAJUATO,1,22,OCAMPO,1902,MIXTO(A)
11,GUANAJUATO,1,22,OCAMPO,1903,RURAL
11,GUANAJUATO,1,22,OCAMPO,1904,RURAL
11,GUANAJUATO,1,22,OCAMPO,1905,RURAL
11,GUANAJUATO,1,22,OCAMPO,1906,RURAL
11,GUANAJUATO,1,22,OCAMPO,1907,MIXTO(A)
11,GUANAJUATO,1,22,OCAMPO,1908,URBANO(A)
11,GUANAJUATO,1,22,OCAMPO,1909,RURAL
11,GUANAJUATO,1,22,OCAMPO,1910,MIXTO(A)
11,GUANAJUATO,1,22,OCAMPO,1911,RURAL
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2347,URBANO(A)
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2348,URBANO(A)
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2349,URBANO(A)
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2350,MIXTO(A)
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2351,RURAL
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2352,RURAL
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2353,RURAL
11,GUANAJUATO,1,29,SAN DIEGO DE LA UNION,2354,RURAL
