ENTIDAD,NOMBRE ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE MUNICIPIO,SECCION,TIPO
6,COLIMA,1,1,COLIMA,1,URBANO(A)
6,COLIMA,1,1,COLIMA,2,URBANO(A)
6,COLIMA,1,1,COLIMA,3,URBANO(A)
6,COLIMA,1,1,COLIMA,4,URBANO(A)
6,COLIMA,1,1,COLIMA,5,URBANO(A)
6,COLIMA,1,1,COLIMA,6,URBANO(A)
6,COLIMA,1,1,COLIMA,7,URBANO(A)
6,COLIMA,1,1,COLIMA,8,URBANO(A)
6,COLIMA,1,1,COLIMA,9,URBANO(A)
6,COLIMA,1,1,COLIMA,10,URBANO(A)
6,COLIMA,1,1,COLIMA,11,URBANO(A)
6,COLIMA,1,1,COLIMA,12,URBANO(A)
6,COLIMA,1,1,COLIMA,13,URBANO(A)
6,COLIMA,1,1,COLIMA,14,URBANO(A)
6,COLIMA,1,1,COLIMA,15,URBANO(A)
6,COLIMA,1,1,COLIMA,16,URBANO(A)
6,COLIMA,1,1,COLIMA,17,URBANO(A)
6,COLIMA,1,1,COLIMA,18,URBANO(A)
6,COLIMA,1,1,COLIMA,19,URBANO(A)
6,COLIMA,1,1,COLIMA,20,URBANO(A)
6,COLIMA,1,1,COLIMA,21,URBANO(A)
6,COLIMA,1,1,COLIMA,22,URBANO(A)
6,COLIMA,1,1,COLIMA,23,URBANO(A)
6,COLIMA,1,1,COLIMA,24,URBANO(A)
6,COLIMA,1,1,COLIMA,25,URBANO(A)
6,COLIMA,1,1,COLIMA,26,URBANO(A)
6,COLIMA,1,1,COLIMA,27,URBANO(A)
6,COLIMA,1,1,COLIMA,28,URBANO(A)
6,COLIMA,1,1,COLIMA,29,URBANO(A)
6,COLIMA,1,1,COLIMA,30,URBANO(A)
6,COLIMA,1,1,COLIMA,31,URBANO(A)
6,COLIMA,1,1,COLIMA,32,URBANO(A)
6,COLIMA,1,1,COLIMA,33,URBANO(A)
6,COLIMA,1,1,COLIMA,34,URBANO(A)
6,COLIMA,1,1,COLIMA,35,URBANO(A)
6,COLIMA,1,1,COLIMA,36,URBANO(A)
6,COLIMA,1,1,COLIMA,37,URBANO(A)
6,COLIMA,1,1,COLIMA,38,URBANO(A)
6,COLIMA,1,1,COLIMA,39,URBANO(A)
6,COLIMA,1,1,COLIMA,40,URBANO(A)
6,COLIMA,1,1,COLIMA,41,URBANO(A)
6,COLIMA,1,1,COLIMA,42,URBANO(A)
6,COLIMA,1,1,COLIMA,43,URBANO(A)
6,COLIMA,1,1,COLIMA,44,URBANO(A)
6,COLIMA,1,1,COLIMA,45,URBANO(A)
6,COLIMA,1,1,COLIMA,46,URBANO(A)
6,COLIMA,1,1,COLIMA,47,URBANO(A)
6,COLIMA,1,1,COLIMA,48,URBANO(A)
6,COLIMA,1,1,COLIMA,49,URBANO(A)
6,COLIMA,1,1,COLIMA,50,URBANO(A)
6,COLIMA,1,1,COLIMA,51,URBANO(A)
6,COLIMA,1,1,COLIMA,52,URBANO(A)
6,COLIMA,1,1,COLIMA,53,URBANO(A)
6,COLIMA,1,1,COLIMA,54,URBANO(A)
6,COLIMA,1,1,COLIMA,55,URBANO(A)
