ENTIDAD,NOMBRE ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE MUNICIPIO,SECCION,TIPO
8,CHIHUAHUA,1,1,AHUMADA,1,MIXTO(A)
8,CHIHUAHUA,1,1,AHUMADA,2,URBANO(A)
8,CHIHUAHUA,1,1,AHUMADA,3,URBANO(A)
8,CHIHUAHUA,1,1,AHUMADA,4,URBANO(A)
8,CHIHUAHUA,1,1,AHUMADA,5,URBANO(A)
8,CHIHUAHUA,1,1,AHUMADA,6,MIXTO(A)
8,CHIHUAHUA,1,1,AHUMADA,7,URBANO(A)
8,CHIHUAHUA,1,1,AHUMADA,8,URBANO(A)
8,CHIHUAHUA,1,1,AHUMADA,10,RURAL
8,CHIHUAHUA,1,1,AHUMADA,11,RURAL
8,CHIHUAHUA,1,1,AHUMADA,12,RURAL
8,CHIHUAHUA,1,1,AHUMADA,13,RURAL
8,CHIHUAHUA,1,1,AHUMADA,14,RURAL
8,CHIHUAHUA,1,1,AHUMADA,15,RURAL
8,CHIHUAHUA,1,1,AHUMADA,16,RURAL
8,CHIHUAHUA,1,5,ASCENSION,60,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,61,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,62,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,63,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,64,MIXTO(A)
8,CHIHUAHUA,1,5,ASCENSION,65,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,66,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,67,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,68,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,69,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,70,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,71,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,72,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,73,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,74,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,75,MIXTO(A)
8,CHIHUAHUA,1,5,ASCENSION,76,URBANO(A)
8,CHIHUAHUA,1,5,ASCENSION,78,RURAL
8,CHIHUAHUA,1,5,ASCENSION,79,RURAL
8,CHIHUAHUA,1,5,ASCENSION,80,RURAL
8,CHIHUAHUA,1,5,ASCENSION,81,RURAL
8,CHIHUAHUA,1,28,GUADALUPE,1126,URBANO(A)
8,CHIHUAHUA,1,28,GUADALUPE,1127,MIXTO(A)
8,CHIHUAHUA,1,28,GUADALUPE,1128,URBANO(A)
8,CHIHUAHUA,1,28,GUADALUPE,1129,URBANO(A)
8,CHIHUAHUA,1,28,GUADALUPE,1130,URBANO(A)
8,CHIHUAHUA,1,28,GUADALUPE,1131,RURAL
8,CHIHUAHUA,1,28,GUADALUPE,1132,RURAL
8,CHIHUAHUA,1,28,GUADALUPE,1134,RURAL
8,CHIHUAHUA,1,35,JANOS,1375,MIXTO(A)
8,CHIHUAHUA,1,35,JANOS,1376,URBANO(A)
8,CHIHUAHUA,1,35,JANOS,1377,MIXTO(A)
8,CHIHUAHUA,1,35,JANOS,1378,RURAL
8,CHIHUAHUA,1,35,JANOS,1379,RURAL
8,CHIHUAHUA,1,35,JANOS,1380,RURAL
8,CHIHUAHUA,1,35,JANOS,1381,RURAL
8,CHIHUAHUA,1,35,JANOS,1382,RURAL
8,CHIHUAHUA,1,35,JANOS,1383,RURAL
