"","SECCION","munn","edo","edon","disloc2012","disloc2018","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",331,6,"gua",11,2,2,607,1049,11,"GUANAJUATO",1,6,"ATARJEA","MIXTO(A)"
"2",332,6,"gua",11,2,2,549,896,11,"GUANAJUATO",1,6,"ATARJEA","RURAL"
"3",333,6,"gua",11,2,2,866,1448,11,"GUANAJUATO",1,6,"ATARJEA","RURAL"
"4",334,6,"gua",11,2,2,558,934,11,"GUANAJUATO",1,6,"ATARJEA","RURAL"
"5",335,6,"gua",11,2,2,823,1405,11,"GUANAJUATO",1,6,"ATARJEA","RURAL"
"6",1894,22,"gua",11,1,1,770,1203,11,"GUANAJUATO",1,22,"OCAMPO","URBANO(A)"
"7",1895,22,"gua",11,1,1,1179,1994,11,"GUANAJUATO",1,22,"OCAMPO","URBANO(A)"
"8",1896,22,"gua",11,1,1,567,948,11,"GUANAJUATO",1,22,"OCAMPO","MIXTO(A)"
"9",1897,22,"gua",11,1,1,1352,2426,11,"GUANAJUATO",1,22,"OCAMPO","URBANO(A)"
"10",1898,22,"gua",11,1,1,205,355,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"11",1899,22,"gua",11,1,1,642,1043,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"12",1900,22,"gua",11,1,1,306,544,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"13",1901,22,"gua",11,1,1,1404,2550,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"14",1902,22,"gua",11,1,1,393,773,11,"GUANAJUATO",1,22,"OCAMPO","MIXTO(A)"
"15",1903,22,"gua",11,1,1,607,1132,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"16",1904,22,"gua",11,1,1,586,969,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"17",1905,22,"gua",11,1,1,743,1306,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"18",1906,22,"gua",11,1,1,730,1352,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"19",1907,22,"gua",11,1,1,755,1397,11,"GUANAJUATO",1,22,"OCAMPO","MIXTO(A)"
"20",1908,22,"gua",11,1,1,528,956,11,"GUANAJUATO",1,22,"OCAMPO","URBANO(A)"
"21",1909,22,"gua",11,1,1,261,426,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"22",1910,22,"gua",11,1,1,1021,1908,11,"GUANAJUATO",1,22,"OCAMPO","MIXTO(A)"
"23",1911,22,"gua",11,1,1,795,1530,11,"GUANAJUATO",1,22,"OCAMPO","RURAL"
"24",2347,29,"gua",11,1,1,1097,1804,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","URBANO(A)"
"25",2348,29,"gua",11,1,1,1265,2178,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","URBANO(A)"
"26",2349,29,"gua",11,1,1,921,1435,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","URBANO(A)"
"27",2350,29,"gua",11,1,1,1088,1831,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","MIXTO(A)"
"28",2351,29,"gua",11,1,1,560,990,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"29",2352,29,"gua",11,1,1,821,1419,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"30",2353,29,"gua",11,1,1,468,858,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"31",2354,29,"gua",11,1,1,777,1311,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"32",2355,29,"gua",11,1,1,230,397,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"33",2356,29,"gua",11,1,1,1529,2869,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","MIXTO(A)"
"34",2357,29,"gua",11,1,1,272,467,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"35",2358,29,"gua",11,1,1,1342,2434,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"36",2359,29,"gua",11,1,1,830,1545,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"37",2360,29,"gua",11,1,1,778,1368,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"38",2361,29,"gua",11,1,1,550,1058,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"39",2362,29,"gua",11,1,1,190,307,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"40",2363,29,"gua",11,1,1,562,983,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"41",2364,29,"gua",11,1,1,537,1030,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"42",2365,29,"gua",11,1,1,837,1657,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"43",2366,29,"gua",11,1,1,243,418,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"44",2367,29,"gua",11,1,1,230,338,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"45",2368,29,"gua",11,1,1,932,1714,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"46",2369,29,"gua",11,1,1,788,1483,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"47",2370,29,"gua",11,1,1,334,698,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"48",2371,29,"gua",11,1,1,986,1774,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"49",2372,29,"gua",11,1,1,325,533,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"50",2373,29,"gua",11,1,1,662,1236,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"51",2374,29,"gua",11,1,1,793,1404,11,"GUANAJUATO",1,29,"SAN DIEGO DE LA UNION","RURAL"
"52",2375,30,"gua",11,1,1,1231,1998,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"53",2376,30,"gua",11,1,1,820,1345,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"54",2377,30,"gua",11,1,1,1208,2096,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"55",2378,30,"gua",11,1,1,939,1507,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"56",2379,30,"gua",11,1,1,1415,2393,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"57",2380,30,"gua",11,1,1,1015,1550,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"58",2381,30,"gua",11,1,1,763,1054,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"59",2382,30,"gua",11,1,1,1334,2288,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"60",2383,30,"gua",11,1,1,925,1409,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"61",2384,30,"gua",11,1,1,701,1047,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"62",2385,30,"gua",11,1,1,2140,3827,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"63",2386,30,"gua",11,1,1,964,1520,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"64",2387,30,"gua",11,1,1,823,1288,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"65",2388,30,"gua",11,1,1,1512,2612,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"66",2389,30,"gua",11,1,1,1337,2487,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"67",2390,30,"gua",11,1,1,1981,3667,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"68",2391,30,"gua",11,1,1,519,859,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"69",2392,30,"gua",11,1,1,1446,2755,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"70",2393,30,"gua",11,1,1,1155,1885,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"71",2394,30,"gua",11,1,1,566,922,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"72",2395,30,"gua",11,1,1,623,1063,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"73",2396,30,"gua",11,1,1,624,1220,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"74",2397,30,"gua",11,1,1,674,1301,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"75",2398,30,"gua",11,1,1,1217,2311,11,"GUANAJUATO",1,30,"SAN FELIPE","RURAL"
"76",2399,30,"gua",11,1,1,1561,2663,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"77",2400,30,"gua",11,1,1,758,1276,11,"GUANAJUATO",1,30,"SAN FELIPE","URBANO(A)"
"78",2401,30,"gua",11,1,1,986,1847,11,"GUANAJUATO",1,30,"SAN FELIPE","MIXTO(A)"
