ENTIDAD,NOMBRE ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE MUNICIPIO,SECCION,TIPO
3,BAJA CALIFORNIA SUR,1,1,COMONDU,1,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,2,MIXTO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,3,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,4,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,5,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,6,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,7,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,8,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,9,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,10,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,11,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,12,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,13,MIXTO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,14,MIXTO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,15,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,16,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,17,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,18,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,19,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,20,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,21,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,22,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,23,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,24,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,25,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,26,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,27,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,28,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,29,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,30,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,31,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,32,URBANO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,33,MIXTO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,34,MIXTO(A)
3,BAJA CALIFORNIA SUR,1,1,COMONDU,35,RURAL
3,BAJA CALIFORNIA SUR,1,1,COMONDU,36,RURAL
3,BAJA CALIFORNIA SUR,1,1,COMONDU,37,RURAL
3,BAJA CALIFORNIA SUR,1,1,COMONDU,38,RURAL
3,BAJA CALIFORNIA SUR,1,1,COMONDU,39,RURAL
