"","edon.x","disloc2012.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2012.y","escenario3","dsi_SQ_E1_pob","pob_total"
"1",7,16,5,0.325,7,18,16,24,0.346348996846381,5562
"2",7,3,1,0.6,7,3,3,16,0.605301590044936,3339
"3",7,7,19,0.455,7,20,7,23,0.434459717733728,4060
"4",7,4,19,0.455,7,20,7,23,0.434459717733728,4060
"5",7,21,19,0.455,7,20,7,23,0.434459717733728,4060
"6",7,12,23,0.169,7,11,12,11,0.176163958396182,3226
"7",7,10,23,0.169,7,11,12,11,0.176163958396182,3226
"8",7,22,23,0.169,7,11,12,11,0.176163958396182,3226
"9",7,11,23,0.169,7,11,12,11,0.176163958396182,3226
"10",7,17,9,0.527,7,17,17,18,0.502075558335979,2716
"11",7,23,9,0.527,7,17,17,18,0.502075558335979,2716
"12",7,7,19,0.455,7,20,4,23,0.434459717733728,2233
"13",7,4,19,0.455,7,20,4,23,0.434459717733728,2233
"14",7,21,19,0.455,7,20,4,23,0.434459717733728,2233
"15",7,17,9,0.527,7,23,23,7,0.502075558335979,2123
"16",7,23,9,0.527,7,23,23,7,0.502075558335979,2123
"17",7,15,11,1,7,15,15,6,1,1760
"18",7,14,10,0.278,7,2,14,9,0.38259255376228,6772
"19",7,12,23,0.169,7,11,10,11,0.176163958396182,3384
"20",7,10,23,0.169,7,11,10,11,0.176163958396182,3384
"21",7,22,23,0.169,7,11,10,11,0.176163958396182,3384
"22",7,11,23,0.169,7,11,10,11,0.176163958396182,3384
"23",7,24,12,0.538,7,24,24,19,0.453799063306235,2650
"24",7,18,12,0.538,7,24,24,19,0.453799063306235,2650
"25",7,9,20,1,7,9,9,20,1,1464
"26",7,13,4,0.655,7,12,13,12,0.601108478591978,1431
"27",7,6,6,0.466,7,6,6,8,0.50114612628578,6070
"28",7,20,6,0.466,7,6,6,8,0.50114612628578,6070
"29",7,12,23,0.169,7,21,22,10,0.176163958396182,849
"30",7,10,23,0.169,7,21,22,10,0.176163958396182,849
"31",7,22,23,0.169,7,21,22,10,0.176163958396182,849
"32",7,11,23,0.169,7,21,22,10,0.176163958396182,849
"33",7,7,19,0.455,7,20,21,23,0.434459717733728,2613
"34",7,4,19,0.455,7,20,21,23,0.434459717733728,2613
"35",7,21,19,0.455,7,20,21,23,0.434459717733728,2613
"36",7,6,6,0.466,7,10,20,17,0.50114612628578,4179
"37",7,20,6,0.466,7,10,20,17,0.50114612628578,4179
"38",7,12,23,0.169,7,11,11,11,0.176163958396182,2832
"39",7,10,23,0.169,7,11,11,11,0.176163958396182,2832
"40",7,22,23,0.169,7,11,11,11,0.176163958396182,2832
"41",7,11,23,0.169,7,11,11,11,0.176163958396182,2832
"42",7,8,22,0.537,7,8,8,4,0.561679960789927,2825
"43",7,5,24,0.823,7,5,5,1,0.829467513259666,4271
"44",7,24,12,0.538,7,19,18,14,0.453799063306235,2574
"45",7,18,12,0.538,7,19,18,14,0.453799063306235,2574
"46",7,1,15,0.211,7,1,1,13,0.29846861972601,11313
"47",7,2,15,0.211,7,1,1,13,0.29846861972601,11313
"48",7,1,15,0.211,7,1,2,13,0.29846861972601,1802
"49",7,2,15,0.211,7,1,2,13,0.29846861972601,1802
"50",7,19,2,0.338,7,19,19,14,0.338139416375654,879
