"","edon.x","disloc1996.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2018","disloc1996.y","escenario1","dsi_SQ_E3_pob","pob_total"
"1",15,13,4,0.421,15,14,13,10,0.416021641380062,1958
"2",15,14,4,0.421,15,14,13,10,0.416021641380062,1958
"3",15,39,16,0.83,15,39,39,17,0.834159946067365,2688
"4",15,8,1,0.516,15,9,8,9,0.445049055053641,1222
"5",15,9,1,0.516,15,9,8,9,0.445049055053641,1222
"6",15,34,1,0.516,15,9,8,9,0.445049055053641,1222
"7",15,45,5,0.361,15,45,45,5,0.314139431514887,2225
"8",15,5,9,0.594,15,7,5,6,0.509590898424259,2665
"9",15,7,9,0.594,15,7,5,6,0.509590898424259,2665
"10",15,10,10,0.46,15,10,10,8,0.525521157162465,2417
"11",15,11,10,0.46,15,10,10,8,0.525521157162465,2417
"12",15,8,1,0.516,15,9,9,1,0.445049055053641,2162
"13",15,9,1,0.516,15,9,9,1,0.445049055053641,2162
"14",15,34,1,0.516,15,9,9,1,0.445049055053641,2162
"15",15,28,11,0.529,15,28,28,12,0.541284803922994,1664
"16",15,20,33,0.506,15,20,20,36,0.650104773916757,2255
"17",15,23,15,0.815,15,23,23,15,0.854246005502192,3793
"18",15,6,2,0.504,15,4,6,6,0.455295391046302,2914
"19",15,4,2,0.504,15,4,6,6,0.455295391046302,2914
"20",15,16,38,0.228,15,29,16,42,0.178579022758779,1678
"21",15,29,38,0.228,15,29,16,42,0.178579022758779,1678
"22",15,38,32,0.464,15,38,38,35,0.446382292376232,4059
"23",15,8,1,0.516,15,9,34,9,0.445049055053641,3706
"24",15,9,1,0.516,15,9,34,9,0.445049055053641,3706
"25",15,34,1,0.516,15,9,34,9,0.445049055053641,3706
"26",15,27,13,0.39,15,1,27,12,0.460506307824018,2480
"27",15,36,31,0.256,15,12,36,37,0.254055404764982,6236
"28",15,19,34,0.445,15,19,19,37,0.505982461811679,852
"29",15,43,37,0.669,15,43,43,38,0.619473121670154,2229
"30",15,13,4,0.421,15,14,14,10,0.416021641380062,2660
"31",15,14,4,0.421,15,14,14,10,0.416021641380062,2660
"32",15,35,6,0.814,15,35,35,6,0.759953568615445,3441
"33",15,40,18,0.208,15,5,40,15,0.213513339496597,5551
"34",15,31,17,0.358,15,3,31,19,0.388007874326451,4673
"35",15,10,10,0.46,15,10,11,8,0.525521157162465,3835
"36",15,11,10,0.46,15,10,11,8,0.525521157162465,3835
"37",15,21,28,0.604,15,21,21,25,0.567761246203928,2378
"38",15,22,24,0.477,15,22,22,28,0.475797994090474,4157
"39",15,42,23,0.588,15,42,42,27,0.616184781718404,2471
"40",15,33,25,0.357,15,6,33,23,0.419324277196297,3882
"41",15,17,7,0.567,15,17,17,4,0.672982298479478,2586
"42",15,44,7,0.567,15,17,17,4,0.672982298479478,2586
"43",15,17,7,0.567,15,17,44,3,0.672982298479478,2967
"44",15,44,7,0.567,15,17,44,3,0.672982298479478,2967
"45",15,15,8,0.286,15,15,15,3,0.333496556855269,1659
"46",15,3,8,0.286,15,15,15,3,0.333496556855269,1659
"47",15,15,8,0.286,15,15,3,3,0.333496556855269,3322
"48",15,3,8,0.286,15,15,3,3,0.333496556855269,3322
"49",15,5,9,0.594,15,7,7,6,0.509590898424259,2311
"50",15,7,9,0.594,15,7,7,6,0.509590898424259,2311
"51",15,6,2,0.504,15,4,4,2,0.455295391046302,3157
"52",15,4,2,0.504,15,4,4,2,0.455295391046302,3157
"53",15,30,41,0.495,15,32,30,44,0.575658084339433,1832
"54",15,16,38,0.228,15,29,29,42,0.178579022758779,1436
"55",15,29,38,0.228,15,29,29,42,0.178579022758779,1436
"56",15,25,20,0.323,15,25,25,21,0.325467470497342,4958
"57",15,32,21,0.608,15,41,32,20,0.579377170228243,2438
"58",15,41,21,0.608,15,41,32,20,0.579377170228243,2438
"59",15,32,21,0.608,15,41,41,20,0.579377170228243,1695
"60",15,41,21,0.608,15,41,41,20,0.579377170228243,1695
"61",15,24,22,0.551,15,24,24,22,0.565648649243224,1647
"62",15,26,22,0.551,15,24,24,22,0.565648649243224,1647
"63",15,24,22,0.551,15,24,26,22,0.565648649243224,1975
"64",15,26,22,0.551,15,24,26,22,0.565648649243224,1975
"65",15,12,3,0.32,15,13,12,8,0.335759226520998,1681
"66",15,37,27,0.356,15,37,37,26,0.358911534910502,9693
"67",15,18,35,0.648,15,18,18,40,0.596664724581685,1688
"68",15,2,43,0.308,15,34,2,32,0.355862335806976,2997
"69",15,1,43,0.308,15,34,2,32,0.355862335806976,2997
"70",15,2,43,0.308,15,34,1,32,0.355862335806976,681
"71",15,1,43,0.308,15,34,1,32,0.355862335806976,681
