"","edon.x","disloc2011.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2017","disloc2011.y","escenario1","dsi_SQ_E3_pob","pob_total"
"1",5,13,5,0.41,5,5,13,6,0.42722530436434,760
"2",5,14,5,0.41,5,5,13,6,0.42722530436434,760
"3",5,12,5,0.41,5,5,13,6,0.42722530436434,760
"4",5,15,3,0.798,5,1,15,5,0.851018297250062,3083
"5",5,13,5,0.41,5,5,14,6,0.42722530436434,3656
"6",5,14,5,0.41,5,5,14,6,0.42722530436434,3656
"7",5,12,5,0.41,5,5,14,6,0.42722530436434,3656
"8",5,5,11,1,5,12,5,7,1,7004
"9",5,13,5,0.41,5,5,12,6,0.42722530436434,593
"10",5,14,5,0.41,5,5,12,6,0.42722530436434,593
"11",5,12,5,0.41,5,5,12,6,0.42722530436434,593
"12",5,11,4,0.443,5,4,11,2,0.493703124645957,1287
"13",5,10,8,0.618,5,7,10,3,0.457014369290419,2483
"14",5,6,8,0.618,5,7,10,3,0.457014369290419,2483
"15",5,10,8,0.618,5,7,6,3,0.457014369290419,1941
"16",5,6,8,0.618,5,7,6,3,0.457014369290419,1941
"17",5,16,16,0.784,5,2,16,8,0.835004898325909,4421
"18",5,4,13,0.7,5,14,4,16,0.713483522821261,2708
"19",5,1,13,0.7,5,14,4,16,0.713483522821261,2708
"20",5,4,13,0.7,5,14,1,16,0.713483522821261,7970
"21",5,1,13,0.7,5,14,1,16,0.713483522821261,7970
"22",5,2,14,0.199,5,15,2,14,0.34527350225792,3589
"23",5,3,14,0.199,5,15,2,14,0.34527350225792,3589
"24",5,2,14,0.199,5,15,3,13,0.34527350225792,833
"25",5,3,14,0.199,5,15,3,13,0.34527350225792,833
"26",5,9,7,0.283,5,8,9,12,0.323653866105438,4860
"27",5,8,10,0.65,5,9,8,11,0.572416156618312,1326
"28",5,7,9,0.15,5,11,7,9,0.244798379990393,2197
