"","edon.x","disloc2013.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2015","disloc2013.y","escenario1","dsi_SQ_E3_pob","pob_total"
"1",28,13,3,1,28,3,13,3,0.706462100652927,752
"2",28,18,10,1,28,10,18,10,0.666825290516644,2876
"3",28,18,10,1,28,10,19,10,0.666825290516644,6727
"4",28,17,1,1,28,1,17,1,0.647225389081846,1858
"5",28,17,1,1,28,1,16,1,0.647225389081846,928
"6",28,4,12,1,28,12,4,12,0.297280483469605,3496
"7",28,19,8,1,28,8,20,8,0.926067716373366,1701
"8",28,13,3,1,28,3,14,3,0.706462100652927,1086
"9",28,10,16,1,28,16,10,16,0.705056394327469,2053
"10",28,10,16,1,28,16,9,16,0.705056394327469,5234
"11",28,10,17,1,28,17,11,17,0.395388792837128,2216
"12",28,10,17,1,28,17,12,17,0.395388792837128,961
"13",28,1,11,1,28,11,1,11,0.20121437772245,12318
"14",28,1,13,1,28,13,3,13,0.543163019277136,648
"15",28,1,11,1,28,11,2,11,0.20121437772245,3515
"16",28,4,18,1,28,18,5,18,0.371239944769603,3814
"17",28,6,21,1,28,21,6,21,0.820522192491242,136
"18",28,7,22,1,28,22,7,22,0.71073360258863,2959
"19",28,6,21,1,28,21,8,21,0.820522192491242,10023
"20",28,21,7,1,28,7,21,7,0.954895206207141,5542
"21",28,22,6,1,28,6,22,6,0.953080416348511,3063
"22",28,15,4,1,28,4,15,4,0.684412074282118,1560
