"","edon.x","disloc2013.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2016","disloc2013.y","escenario1","dsi_SQ_E3_pob","pob_total"
"1",1,6,11,0.426,1,11,6,11,0.604616384118462,2331
"2",1,10,11,0.426,1,11,6,11,0.604616384118462,2331
"3",1,6,11,0.426,1,11,10,11,0.604616384118462,1986
"4",1,10,11,0.426,1,11,10,11,0.604616384118462,1986
"5",1,11,12,0.779,1,12,11,12,0.723280850841979,465
"6",1,5,16,0.25,1,16,5,16,0.0918891316065704,8392
"7",1,15,16,0.25,1,16,5,16,0.0918891316065704,8392
"8",1,12,7,0.522,1,7,12,7,0.797884517858437,12481
"9",1,5,16,0.25,1,16,15,16,0.0918891316065704,2771
"10",1,15,16,0.25,1,16,15,16,0.0918891316065704,2771
"11",1,13,8,0.321,1,8,13,8,0.434282863989764,2727
"12",1,16,9,0.322,1,9,16,9,0.211402852099334,967
"13",1,14,9,0.322,1,9,16,9,0.211402852099334,967
"14",1,16,9,0.322,1,9,14,9,0.211402852099334,13928
"15",1,14,9,0.322,1,9,14,9,0.211402852099334,13928
"16",1,17,10,0.671,1,10,17,10,0.674123475609756,499
"17",1,9,10,0.671,1,10,17,10,0.674123475609756,499
"18",1,17,10,0.671,1,10,9,10,0.674123475609756,959
"19",1,9,10,0.671,1,10,9,10,0.674123475609756,959
"20",1,18,6,0.594,1,6,18,6,0.727957471506965,4705
"21",1,2,2,1,1,2,2,2,1,2367
"22",1,8,3,0.8,1,3,8,3,0.865245624391723,1568
"23",1,1,4,0.765,1,4,1,4,0.883703958691911,3725
"24",1,7,18,1,1,18,7,18,1,8231
"25",1,4,17,1,1,17,4,17,1,1962
"26",1,3,1,1,1,1,3,1,1,6799
