"","edon.x","disloc2013.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2015","disloc2013.y","escenario3","dsi_SQ_E1_pob","pob_total"
"1",23,7,3,0.281,23,11,7,7,0.275406194189136,9704
"2",23,4,3,0.281,23,11,7,7,0.275406194189136,9704
"3",23,3,1,0.477,23,13,3,3,0.432302288692499,3202
"4",23,5,4,0.733,23,13,5,5,0.707384911625917,3811
"5",23,7,3,0.281,23,12,4,4,0.275406194189136,1031
"6",23,4,3,0.281,23,12,4,4,0.275406194189136,1031
"7",23,6,8,0.811,23,11,6,6,0.771346196495897,908
"8",23,8,5,0.375,23,9,8,8,0.332642463444632,804
"9",23,1,6,0.281,23,10,1,1,0.345851474638071,5649
"10",23,11,12,1,23,6,11,11,1,2264
"11",23,9,9,0.781,23,5,9,9,0.940637105078208,8776
"12",23,12,10,0.554,23,4,12,12,0.828226846917597,3061
"13",23,15,15,0.441,23,4,15,15,0.497262157769721,3243
"14",23,13,14,0.389,23,2,13,13,0.44516576678603,1512
"15",23,14,13,0.485,23,1,14,14,0.511917925524397,3352
"16",23,2,2,0.323,23,14,2,2,0.347703035274815,11481
"17",23,10,11,0.873,23,5,10,10,0.966596478849949,1211
