"","edon.x","disloc2013.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2016","disloc2013.y","escenario3","dsi_SQ_E1_pob","pob_total"
"1",2,14,7,0.324,2,15,14,7,0.201449541749591,1952
"2",2,17,7,0.324,2,15,14,7,0.201449541749591,1952
"3",2,15,6,0.396,2,16,15,6,0.560195271524248,755
"4",2,1,1,0.722,2,4,1,1,0.62805463311305,948
"5",2,2,5,0.444,2,3,2,5,0.442420805781947,389
"6",2,3,5,0.444,2,3,2,5,0.442420805781947,389
"7",2,4,5,0.444,2,3,2,5,0.442420805781947,389
"8",2,2,5,0.444,2,3,3,5,0.442420805781947,785
"9",2,3,5,0.444,2,3,3,5,0.442420805781947,785
"10",2,4,5,0.444,2,3,3,5,0.442420805781947,785
"11",2,2,5,0.444,2,3,4,5,0.442420805781947,958
"12",2,3,5,0.444,2,3,4,5,0.442420805781947,958
"13",2,4,5,0.444,2,3,4,5,0.442420805781947,958
"14",2,6,3,0.676,2,5,6,3,0.703850619195046,1785
"15",2,5,2,0.615,2,1,5,2,0.81702016689847,1043
"16",2,7,12,0.11,2,6,7,12,0.126868949632069,1939
"17",2,8,16,0.688,2,11,8,16,0.796474127454896,2750
"18",2,9,11,0.603,2,10,9,11,0.604648254185767,1146
"19",2,12,11,0.603,2,10,9,11,0.604648254185767,1146
"20",2,9,11,0.603,2,10,12,11,0.604648254185767,1063
"21",2,12,11,0.603,2,10,12,11,0.604648254185767,1063
"22",2,10,13,0.453,2,9,10,13,0.414443494745085,1603
"23",2,13,17,0.482,2,8,13,17,0.52973410377377,808
"24",2,11,17,0.482,2,8,13,17,0.52973410377377,808
"25",2,13,17,0.482,2,8,11,17,0.52973410377377,2435
"26",2,11,17,0.482,2,8,11,17,0.52973410377377,2435
"27",2,16,14,0.114,2,13,16,14,0.114884954871457,2956
"28",2,14,7,0.324,2,15,17,7,0.201449541749591,5564
"29",2,17,7,0.324,2,15,17,7,0.201449541749591,5564
