"","edon.x","disloc2015.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2018","disloc2015.y","escenario1","dsi_SQ_E3_pob","pob_total"
"1",6,1,11,0.581,6,6,1,15,0.484284030431832,5884
"2",6,6,11,0.581,6,6,1,15,0.484284030431832,5884
"3",6,2,12,0.5,6,2,2,16,0.381246950307724,1916
"4",6,5,12,0.5,6,2,2,16,0.381246950307724,1916
"5",6,2,12,0.5,6,2,5,16,0.381246950307724,295
"6",6,5,12,0.5,6,2,5,16,0.381246950307724,295
"7",6,3,9,0.308,6,1,3,16,0.297778429503629,906
"8",6,4,14,0.419,6,4,4,1,0.343164947776391,2841
"9",6,1,11,0.581,6,6,6,15,0.484284030431832,2463
"10",6,6,11,0.581,6,6,6,15,0.484284030431832,2463
"11",6,7,15,0.579,6,7,7,4,0.677612244897959,7725
"12",6,8,16,0.683,6,8,8,5,0.744193359047459,3320
"13",6,9,1,0.636,6,9,9,2,0.620295873345445,2457
"14",6,13,4,0.857,6,13,13,8,0.767192008879023,463
"15",6,14,2,0.485,6,14,14,7,0.253775632224634,572
"16",6,11,2,0.485,6,14,14,7,0.253775632224634,572
"17",6,14,2,0.485,6,14,11,7,0.253775632224634,2221
"18",6,11,2,0.485,6,14,11,7,0.253775632224634,2221
"19",6,12,3,0.176,6,12,12,8,0.24805231988668,721
"20",6,10,6,0.333,6,10,10,10,0.310306514761384,4006
"21",6,15,6,0.333,6,10,10,10,0.310306514761384,4006
"22",6,10,6,0.333,6,10,15,10,0.310306514761384,10229
"23",6,15,6,0.333,6,10,15,10,0.310306514761384,10229
"24",6,16,7,0.3,6,16,16,12,0.260863023088626,917
