"","SECCION","munn.x","edon.x","edo.x","disloc2018.x","disloc2012.x","escenario1","escenario2","escenario3","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"1",186,16,7,"cps",9,9,20,20,20,1464,1,1,0,0,0,1
"2",187,16,7,"cps",9,9,20,20,20,1961,1,1,0,0,0,0
"3",188,16,7,"cps",9,9,20,20,20,1828,1,1,0,1,0,0
"4",189,16,7,"cps",9,9,20,20,20,1091,1,1,0,1,0,0
"5",190,16,7,"cps",9,9,20,20,20,756,1,1,0,1,0,0
"6",191,16,7,"cps",9,9,20,20,20,652,1,1,0,1,0,0
"7",192,16,7,"cps",9,9,20,20,20,1578,1,1,0,1,0,0
"8",193,16,7,"cps",9,9,20,20,20,2818,1,1,0,1,0,0
"9",194,16,7,"cps",9,9,20,20,20,2262,1,1,0,1,0,0
"10",195,16,7,"cps",9,9,20,20,20,1389,1,1,0,1,0,0
"11",196,16,7,"cps",9,9,20,20,20,850,1,1,0,1,0,0
"12",456,31,7,"cps",4,7,17,17,2,3068,0.313,0.301109339438789,0.011890660561211,0,0,0
"13",457,31,7,"cps",4,7,17,17,2,2969,0.313,0.301109339438789,0.011890660561211,0,0,0
"14",458,31,7,"cps",4,7,17,17,2,3404,0.313,0.301109339438789,0.011890660561211,1,0,0
"15",459,31,7,"cps",4,7,17,17,2,3018,0.313,0.301109339438789,0.011890660561211,1,0,0
"16",460,31,7,"cps",4,7,17,17,2,1615,0.313,0.301109339438789,0.011890660561211,1,0,0
"17",461,31,7,"cps",4,7,17,17,2,4055,0.313,0.301109339438789,0.011890660561211,1,0,0
"18",462,31,7,"cps",4,7,17,17,2,4593,0.313,0.301109339438789,0.011890660561211,1,0,0
"19",463,31,7,"cps",4,7,17,17,2,3464,0.313,0.301109339438789,0.011890660561211,1,0,0
"20",464,31,7,"cps",4,7,17,17,2,3962,0.313,0.301109339438789,0.011890660561211,1,0,0
"21",465,31,7,"cps",4,7,17,17,2,3372,0.313,0.301109339438789,0.011890660561211,1,0,0
"22",466,31,7,"cps",4,7,17,17,2,2934,0.313,0.301109339438789,0.011890660561211,1,0,0
"23",467,31,7,"cps",4,7,17,17,2,2557,0.313,0.301109339438789,0.011890660561211,1,0,0
"24",468,31,7,"cps",4,7,17,17,2,1817,0.313,0.301109339438789,0.011890660561211,1,0,0
"25",469,31,7,"cps",4,7,17,17,2,2564,0.313,0.301109339438789,0.011890660561211,1,0,0
"26",470,31,7,"cps",4,7,17,17,2,2537,0.313,0.301109339438789,0.011890660561211,1,0,0
"27",471,31,7,"cps",4,7,17,17,2,4725,0.313,0.301109339438789,0.011890660561211,1,0,0
"28",472,31,7,"cps",4,7,17,17,2,2131,0.313,0.301109339438789,0.011890660561211,1,0,0
"29",473,31,7,"cps",4,7,17,17,2,4404,0.313,0.301109339438789,0.011890660561211,1,0,0
"30",474,31,7,"cps",4,7,17,17,2,1175,0.313,0.301109339438789,0.011890660561211,1,0,0
"31",475,31,7,"cps",4,7,17,17,2,2488,0.313,0.301109339438789,0.011890660561211,1,0,0
"32",476,31,7,"cps",4,7,17,17,2,3134,0.313,0.301109339438789,0.011890660561211,1,0,0
"33",477,31,7,"cps",4,7,17,17,2,4163,0.313,0.301109339438789,0.011890660561211,1,0,0
"34",478,31,7,"cps",4,7,17,17,2,5606,0.313,0.301109339438789,0.011890660561211,1,0,0
"35",479,31,7,"cps",4,7,17,17,2,2321,0.313,0.301109339438789,0.011890660561211,1,0,0
"36",480,31,7,"cps",4,7,17,17,2,2570,0.313,0.301109339438789,0.011890660561211,1,0,0
"37",481,31,7,"cps",4,7,17,17,2,5397,0.313,0.301109339438789,0.011890660561211,1,0,0
