"edon.x","escenario1","escenario3","dsiE1_E3"
28,3,3,1
28,10,10,1
28,9,9,1
28,1,1,1
28,12,12,1
28,8,8,1
28,2,2,1
28,16,16,1
28,17,17,1
28,15,15,1
28,14,14,1
28,11,11,1
28,13,13,1
28,18,18,1
28,20,20,1
28,21,21,1
28,19,19,1
28,22,22,1
28,7,7,1
28,6,6,1
28,5,5,1
28,4,4,1
