"","edon.x","esc1","esc3","dsi_E1_E3_sec","edon.y","dis_new","dis_old","esc1.y","dsi_E1_E3_pob","pob_total","dif"
"796",32,8,10,0.297,32,5,8,9,0.278799174701059,8803,0.018200825298941
"797",32,8,12,0.315,32,7,11,7,0.247482281346247,2814,0.067517718653753
"798",NA,NA,4,NA,32,8,6,6,0.653559745179063,1140,NA
"799",32,13,8,0.349,32,3,4,13,0.445625893890894,2266,0.096625893890894
"800",32,13,8,0.349,32,3,5,12,0.445625893890894,2074,0.096625893890894
"801",32,3,3,1,32,9,9,3,1,2608,0
"802",32,18,16,0.335,32,18,17,17,0.371918701892344,1039,0.036918701892344
"803",32,15,14,0.611,32,2,3,10,0.464968421052632,1352,0.146031578947368
"804",32,10,14,0.611,32,2,3,10,0.464968421052632,1352,0.146031578947368
"805",32,5,1,1,32,15,13,5,1,1482,0
"806",NA,NA,13,NA,32,1,2,11,0.849339941043278,1168,NA
