"","SECCION","munn.x","edon.x","disloc2015.x","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiSQ_E3","dsi_pob","dif","rural","urbano","mixto"
"1",1,1,23,11,7,3,3,7,9704,1,1,0,0,0,0
"2",13,1,23,13,3,1,1,3,3202,1,1,0,0,0,0
"3",14,1,23,13,3,4,4,3,5245,1,1,0,0,0,0
"4",15,1,23,13,5,4,4,5,3811,1,1,0,0,0,0
"5",16,1,23,13,5,4,4,5,10929,1,1,0,0,0,0
"6",21,1,23,12,4,3,3,4,1031,1,1,0,0,0,0
"7",171,1,23,15,6,7,7,6,185,1,1,0,1,0,0
"8",172,1,23,8,8,6,6,8,1899,1,1,0,1,0,0
"9",177,1,23,15,6,7,7,6,4112,1,1,0,0,0,1
"10",178,1,23,15,6,7,7,6,2627,1,1,0,0,0,1
"11",179,1,23,8,6,7,7,6,8506,1,1,0,0,0,1
"12",180,1,23,8,8,6,6,8,917,1,1,0,0,0,1
"13",181,1,23,15,5,4,4,5,6680,1,1,0,0,0,0
"14",451,1,23,14,7,8,8,7,2445,1,1,0,0,0,0
"15",452,1,23,14,7,8,8,7,1942,1,1,0,0,0,0
"16",453,1,23,14,7,8,8,7,1148,1,1,0,0,0,0
"17",454,1,23,14,7,8,8,7,1335,1,1,0,0,0,0
"18",455,1,23,14,7,8,8,7,1078,1,1,0,0,0,0
"19",456,1,23,11,7,8,8,7,1174,1,1,0,0,0,0
"20",457,1,23,11,7,8,8,7,1688,1,1,0,0,0,0
"21",458,1,23,11,7,3,3,7,1241,1,1,0,0,0,0
"22",459,1,23,11,7,8,8,7,978,1,1,0,0,0,0
"23",460,1,23,11,7,8,8,7,1246,1,1,0,0,0,0
"24",461,1,23,11,7,8,8,7,600,1,1,0,0,0,0
"25",462,1,23,11,7,8,8,7,730,1,1,0,0,0,0
"26",463,1,23,11,7,8,8,7,895,1,1,0,0,0,0
"27",464,1,23,11,7,8,8,7,649,1,1,0,0,0,0
"28",465,1,23,11,7,8,8,7,829,1,1,0,0,0,0
"29",466,1,23,11,7,8,8,7,802,1,1,0,0,0,0
"30",467,1,23,11,7,8,8,7,670,1,1,0,0,0,0
"31",468,1,23,11,7,8,8,7,644,1,1,0,0,0,0
"32",469,1,23,11,7,8,8,7,648,1,1,0,0,0,0
"33",470,1,23,11,7,8,8,7,851,1,1,0,0,0,0
"34",471,1,23,11,7,8,8,7,899,1,1,0,0,0,0
"35",472,1,23,14,7,8,8,7,2848,1,1,0,0,0,0
"36",473,1,23,14,7,8,8,7,1968,1,1,0,0,0,0
"37",474,1,23,14,7,8,8,7,2146,1,1,0,0,0,0
"38",475,1,23,14,7,8,8,7,1399,1,1,0,0,0,0
"39",476,1,23,14,7,8,8,7,1323,1,1,0,0,0,0
"40",477,1,23,14,7,8,8,7,1534,1,1,0,0,0,0
"41",478,1,23,14,7,8,8,7,1412,1,1,0,0,0,0
"42",479,1,23,14,7,8,8,7,1300,1,1,0,0,0,0
"43",480,1,23,14,7,8,8,7,1339,1,1,0,0,0,0
"44",481,1,23,11,7,8,8,7,1775,1,1,0,0,0,0
"45",482,1,23,11,7,8,8,7,936,1,1,0,0,0,0
"46",483,1,23,11,7,8,8,7,1135,1,1,0,0,0,0
"47",484,1,23,11,7,8,8,7,1394,1,1,0,0,0,0
"48",485,1,23,11,7,8,8,7,1178,1,1,0,0,0,0
"49",486,1,23,11,7,8,8,7,1091,1,1,0,0,0,0
"50",487,1,23,11,7,8,8,7,998,1,1,0,0,0,0
"51",488,1,23,11,7,8,8,7,957,1,1,0,0,0,0
"52",489,1,23,11,7,8,8,7,792,1,1,0,0,0,0
"53",490,1,23,11,7,8,8,7,891,1,1,0,0,0,0
"54",491,1,23,14,2,2,2,2,11481,1,1,0,0,0,0
"55",492,1,23,14,2,2,2,2,2759,1,1,0,0,0,0
"56",493,1,23,14,2,2,2,2,1034,1,1,0,0,0,0
"57",494,1,23,14,2,2,2,2,910,1,1,0,0,0,0
"58",495,1,23,14,2,2,2,2,658,1,1,0,0,0,0
"59",496,1,23,14,2,2,2,2,697,1,1,0,0,0,0
"60",497,1,23,14,2,7,7,2,2283,1,1,0,0,0,0
"61",498,1,23,14,2,7,7,2,3864,1,1,0,0,0,0
"62",499,1,23,14,2,2,2,2,858,1,1,0,0,0,0
"63",500,1,23,12,2,2,2,2,1589,1,1,0,0,0,0
"64",501,1,23,12,2,2,2,2,759,1,1,0,0,0,0
"65",502,1,23,14,2,2,2,2,1510,1,1,0,0,0,0
"66",503,1,23,14,2,2,2,2,1205,1,1,0,0,0,0
"67",504,1,23,12,2,2,2,2,1217,1,1,0,0,0,0
"68",505,1,23,12,2,2,2,2,950,1,1,0,0,0,0
"69",506,1,23,12,2,2,2,2,896,1,1,0,0,0,0
"70",507,1,23,12,2,2,2,2,752,1,1,0,0,0,0
"71",508,1,23,12,2,2,2,2,945,1,1,0,0,0,0
"72",509,1,23,12,2,2,2,2,441,1,1,0,0,0,0
"73",510,1,23,14,2,7,7,2,3051,1,1,0,0,0,0
"74",511,1,23,12,2,2,2,2,2969,1,1,0,0,0,0
"75",512,1,23,12,2,2,2,2,1412,1,1,0,0,0,0
"76",513,1,23,12,2,2,2,2,1128,1,1,0,0,0,0
"77",514,1,23,12,2,2,2,2,913,1,1,0,0,0,0
"78",515,1,23,12,2,2,2,2,763,1,1,0,0,0,0
"79",516,1,23,12,2,2,2,2,1567,1,1,0,0,0,0
"80",517,1,23,12,2,2,2,2,673,1,1,0,0,0,0
"81",518,1,23,15,2,2,2,2,1525,1,1,0,0,0,0
"82",519,1,23,12,2,2,2,2,1183,1,1,0,0,0,0
"83",520,1,23,12,2,2,2,2,1591,1,1,0,0,0,0
"84",521,1,23,12,2,3,3,2,1557,1,1,0,0,0,0
"85",522,1,23,12,2,3,3,2,2239,1,1,0,0,0,0
"86",523,1,23,12,2,3,3,2,907,1,1,0,0,0,0
"87",524,1,23,12,2,3,3,2,818,1,1,0,0,0,0
"88",525,1,23,12,2,3,3,2,1633,1,1,0,0,0,0
"89",526,1,23,14,2,3,3,2,1038,1,1,0,0,0,0
"90",527,1,23,14,2,3,3,2,1140,1,1,0,0,0,0
"91",528,1,23,14,2,3,3,2,1265,1,1,0,0,0,0
"92",529,1,23,14,2,3,3,2,695,1,1,0,0,0,0
"93",530,1,23,14,2,3,3,2,1221,1,1,0,0,0,0
"94",531,1,23,12,2,3,3,2,1428,1,1,0,0,0,0
"95",532,1,23,12,2,3,3,2,976,1,1,0,0,0,0
"96",533,1,23,12,2,3,3,2,1854,1,1,0,0,0,0
"97",534,1,23,12,2,3,3,2,1051,1,1,0,0,0,0
"98",535,1,23,12,2,3,3,2,1264,1,1,0,0,0,0
"99",536,1,23,12,2,3,3,2,2104,1,1,0,0,0,0
"100",537,1,23,12,2,4,4,2,736,1,1,0,0,0,0
"101",538,1,23,12,2,4,4,2,1172,1,1,0,0,0,0
"102",539,1,23,12,2,4,4,2,756,1,1,0,0,0,0
"103",540,1,23,12,5,4,4,5,654,1,1,0,0,0,0
"104",541,1,23,12,5,4,4,5,888,1,1,0,0,0,0
"105",542,1,23,12,5,4,4,5,927,1,1,0,0,0,0
"106",543,1,23,12,2,3,3,2,947,1,1,0,0,0,0
"107",544,1,23,12,2,3,3,2,1092,1,1,0,0,0,0
"108",545,1,23,12,2,3,3,2,936,1,1,0,0,0,0
"109",546,1,23,12,2,3,3,2,1108,1,1,0,0,0,0
"110",547,1,23,12,2,3,3,2,1251,1,1,0,0,0,0
"111",548,1,23,11,2,3,3,2,1584,1,1,0,0,0,0
"112",549,1,23,12,2,3,3,2,1006,1,1,0,0,0,0
"113",550,1,23,12,2,3,3,2,911,1,1,0,0,0,0
"114",551,1,23,12,2,3,3,2,1244,1,1,0,0,0,0
"115",552,1,23,12,2,3,3,2,955,1,1,0,0,0,0
"116",553,1,23,12,2,3,3,2,1053,1,1,0,0,0,0
"117",554,1,23,12,5,4,4,5,889,1,1,0,0,0,0
"118",555,1,23,12,5,4,4,5,618,1,1,0,0,0,0
"119",556,1,23,12,5,4,4,5,1239,1,1,0,0,0,0
"120",557,1,23,12,5,3,3,5,772,1,1,0,0,0,0
"121",558,1,23,12,5,3,3,5,1175,1,1,0,0,0,0
"122",559,1,23,12,4,3,3,4,1365,1,1,0,0,0,0
"123",560,1,23,12,4,3,3,4,848,1,1,0,0,0,0
"124",561,1,23,12,4,3,3,4,1021,1,1,0,0,0,0
"125",562,1,23,12,4,3,3,4,976,1,1,0,0,0,0
"126",563,1,23,12,4,3,3,4,1132,1,1,0,0,0,0
"127",564,1,23,11,4,3,3,4,1212,1,1,0,0,0,0
"128",565,1,23,11,4,3,3,4,1102,1,1,0,0,0,0
"129",566,1,23,11,4,3,3,4,887,1,1,0,0,0,0
"130",567,1,23,12,4,3,3,4,901,1,1,0,0,0,0
"131",568,1,23,12,4,3,3,4,1223,1,1,0,0,0,0
"132",569,1,23,12,4,3,3,4,1050,1,1,0,0,0,0
"133",570,1,23,12,4,3,3,4,1108,1,1,0,0,0,0
"134",571,1,23,12,4,3,3,4,1498,1,1,0,0,0,0
"135",572,1,23,12,5,3,3,5,726,1,1,0,0,0,0
"136",573,1,23,12,5,3,3,5,992,1,1,0,0,0,0
"137",574,1,23,12,5,4,4,5,625,1,1,0,0,0,0
"138",575,1,23,12,5,4,4,5,1059,1,1,0,0,0,0
"139",576,1,23,9,5,4,4,5,861,1,1,0,0,0,0
"140",577,1,23,9,5,4,4,5,806,1,1,0,0,0,0
"141",578,1,23,15,3,2,2,3,13136,1,1,0,0,0,0
"142",579,1,23,13,3,1,1,3,1690,1,1,0,0,0,0
"143",580,1,23,13,3,1,1,3,589,1,1,0,0,0,0
"144",581,1,23,13,3,1,1,3,388,1,1,0,0,0,0
"145",582,1,23,13,3,1,1,3,377,1,1,0,0,0,0
"146",583,1,23,13,3,1,1,3,386,1,1,0,0,0,0
"147",584,1,23,13,3,1,1,3,176,1,1,0,0,0,0
"148",585,1,23,15,1,1,1,1,2139,1,1,0,0,0,0
"149",586,1,23,15,1,1,1,1,291,1,1,0,0,0,0
"150",587,1,23,15,1,1,1,1,295,1,1,0,0,0,0
"151",588,1,23,15,1,1,1,1,295,1,1,0,0,0,0
"152",589,1,23,15,1,1,1,1,462,1,1,0,0,0,0
"153",590,1,23,15,1,1,1,1,404,1,1,0,0,0,0
"154",591,1,23,8,1,1,1,1,6765,1,1,0,0,0,1
"155",592,1,23,8,1,1,1,1,2446,1,1,0,0,0,0
"156",593,1,23,8,1,1,1,1,521,1,1,0,0,0,0
"157",594,1,23,8,1,1,1,1,527,1,1,0,0,0,0
"158",595,1,23,13,3,1,1,3,1034,1,1,0,0,0,0
"159",596,1,23,13,3,1,1,3,847,1,1,0,0,0,0
"160",597,1,23,10,1,1,1,1,441,1,1,0,0,0,0
"161",598,1,23,10,1,1,1,1,1159,1,1,0,0,0,0
"162",599,1,23,10,3,1,1,3,777,1,1,0,0,0,0
"163",600,1,23,10,1,1,1,1,438,1,1,0,0,0,0
"164",601,1,23,10,3,1,1,3,755,1,1,0,0,0,0
"165",602,1,23,10,3,1,1,3,313,1,1,0,0,0,0
"166",603,1,23,10,1,1,1,1,1605,1,1,0,0,0,0
"167",604,1,23,10,1,6,6,1,986,1,1,0,0,0,0
