"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",162,10,13,7,13,16,14,7,2734,0.349,0.327451216770549,0.0215487832294514,0,0,1
"2",163,10,13,7,13,16,14,7,1841,0.349,0.327451216770549,0.0215487832294514,1,0,0
"3",164,10,13,7,13,16,14,7,599,0.349,0.327451216770549,0.0215487832294514,1,0,0
"4",165,10,13,7,13,16,14,7,1582,0.349,0.327451216770549,0.0215487832294514,1,0,0
"5",166,10,13,7,13,16,14,7,1068,0.349,0.327451216770549,0.0215487832294514,1,0,0
"6",167,10,13,7,13,16,14,7,185,0.349,0.327451216770549,0.0215487832294514,1,0,0
"7",168,10,13,7,13,16,14,7,1031,0.349,0.327451216770549,0.0215487832294514,1,0,0
"8",169,10,13,7,13,16,14,7,748,0.349,0.327451216770549,0.0215487832294514,1,0,0
"9",170,10,13,7,13,16,14,7,1099,0.349,0.327451216770549,0.0215487832294514,1,0,0
"10",171,10,13,7,13,16,14,7,1721,0.349,0.327451216770549,0.0215487832294514,1,0,0
"11",172,10,13,7,13,16,14,7,653,0.349,0.327451216770549,0.0215487832294514,1,0,0
"12",173,10,13,7,13,16,14,7,638,0.349,0.327451216770549,0.0215487832294514,1,0,0
"13",174,10,13,7,13,16,14,7,1050,0.349,0.327451216770549,0.0215487832294514,1,0,0
"14",175,10,13,7,13,16,14,7,1296,0.349,0.327451216770549,0.0215487832294514,1,0,0
"15",176,10,13,7,13,16,14,7,1086,0.349,0.327451216770549,0.0215487832294514,1,0,0
"16",177,10,13,7,13,16,14,7,1371,0.349,0.327451216770549,0.0215487832294514,1,0,0
"17",224,13,13,8,15,1,7,8,2766,0.281,0.22763118449952,0.0533688155004803,0,0,1
"18",225,13,13,8,15,1,7,8,1612,0.281,0.22763118449952,0.0533688155004803,0,0,1
"19",226,13,13,8,15,1,7,8,686,0.281,0.22763118449952,0.0533688155004803,1,0,0
"20",227,13,13,8,15,1,7,8,640,0.281,0.22763118449952,0.0533688155004803,1,0,0
"21",228,13,13,8,15,1,7,8,1707,0.281,0.22763118449952,0.0533688155004803,1,0,0
"22",229,13,13,8,15,1,7,8,647,0.281,0.22763118449952,0.0533688155004803,1,0,0
"23",230,13,13,8,15,1,7,8,935,0.281,0.22763118449952,0.0533688155004803,1,0,0
"24",231,13,13,8,15,1,7,8,561,0.281,0.22763118449952,0.0533688155004803,1,0,0
"25",232,13,13,8,15,1,7,8,2758,0.281,0.22763118449952,0.0533688155004803,1,0,0
"26",233,13,13,8,15,1,7,8,704,0.281,0.22763118449952,0.0533688155004803,1,0,0
"27",234,13,13,8,15,1,7,8,794,0.281,0.22763118449952,0.0533688155004803,1,0,0
"28",235,13,13,8,15,1,7,8,693,0.281,0.22763118449952,0.0533688155004803,1,0,0
"29",236,13,13,8,15,1,7,8,1295,0.281,0.22763118449952,0.0533688155004803,1,0,0
"30",237,13,13,8,15,1,7,8,386,0.281,0.22763118449952,0.0533688155004803,1,0,0
"31",238,13,13,8,15,1,7,8,678,0.281,0.22763118449952,0.0533688155004803,1,0,0
