"","SECCION","munn.x","edon.x","disloc2018","disloc2015","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"64",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"65",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"66",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"67",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"68",384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"69",385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"70",386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"71",387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"72",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"73",389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"74",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"75",391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"76",392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"77",393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"78",394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"79",395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"80",396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"81",397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"82",398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"83",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"84",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"85",401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"86",402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"87",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"88",404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"89",490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"90",491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"91",492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"92",493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"93",494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"94",495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"95",496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"96",497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"97",498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"98",499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"99",500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"100",501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"101",502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"102",503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"103",504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"104",505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"105",506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"106",507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"107",508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"108",509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"109",510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"110",511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"111",512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"112",513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"113",514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"114",515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"115",516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"116",517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"117",518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"118",519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"119",520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"120",521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"121",522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"122",523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"123",524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"124",525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"125",526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"126",527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"127",528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"128",529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"129",530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"130",531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"131",532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"132",533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"133",534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"134",535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"135",536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"136",537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"137",538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"138",539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"139",540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"140",541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"141",542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"142",543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"143",544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"144",545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"145",546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"146",547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"147",548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"148",549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"149",550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"150",551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"151",552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"152",553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"153",554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"154",555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"155",556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"156",557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"157",558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"158",559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"159",560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"160",561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"161",562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"162",563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"163",564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"164",565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"165",566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"166",567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"167",568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"168",569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"169",570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"170",571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"171",572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"172",573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"173",574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"174",575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"175",576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"176",577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"177",578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"178",579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"179",580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"180",581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"181",582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"182",583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"183",584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"184",585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"185",586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"186",587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"187",588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"188",589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"189",590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"190",591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"191",592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"192",593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"193",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"194",596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"195",597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"196",598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"197",599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"198",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"199",601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"200",602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"201",603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"202",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"203",605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"204",606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"205",607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"206",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"207",609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"208",610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"209",611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"210",612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"211",613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"212",614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"213",615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"214",724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"215",725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"216",726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"217",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"218",728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"219",729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"220",730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"221",731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"222",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"223",733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"224",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"225",735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"226",736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"227",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"228",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"229",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"230",741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"231",742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"232",743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"233",744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"234",745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"235",746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"236",747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"237",1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"238",1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"239",1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"240",1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"241",1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"242",1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"243",1227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"244",1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"245",1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"246",1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"247",1231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"248",1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"249",1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"250",1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"251",1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"252",1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"253",1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"254",1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"255",1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"256",1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"257",1241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"258",1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"259",1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"260",1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"261",1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"262",1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"263",1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"264",1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"265",1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"266",1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"267",1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"268",1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"269",1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"270",1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"271",1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"272",1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"273",1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"274",1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"275",1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"276",1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"277",1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"278",1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"279",1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"280",1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"281",1543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"282",1544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"283",1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"284",1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"285",1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"286",1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"287",1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"288",1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"289",1551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"290",1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"291",1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"292",1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"293",1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"294",1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"295",1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"296",1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"297",1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"298",1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"299",1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"300",1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"301",1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"302",1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"303",1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"304",1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"305",1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"306",1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"307",1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"308",1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"309",1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"310",1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"311",1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"312",1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"313",1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
