"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",1,1,4,11,2,9,11,11,730,0,0.273391943220928,0.273391943220928,0,1,0
"2",2,1,4,11,2,9,11,11,871,0,0.273391943220928,0.273391943220928,0,1,0
"3",3,1,4,11,2,9,11,11,787,0,0.273391943220928,0.273391943220928,0,1,0
"4",4,1,4,5,2,10,5,5,14373,0,0.208190485936994,0.208190485936994,0,1,0
"5",5,1,4,11,2,9,11,11,1298,0,0.273391943220928,0.273391943220928,0,1,0
"6",6,1,4,11,2,9,11,11,1318,0,0.273391943220928,0.273391943220928,0,1,0
"7",7,1,4,11,1,9,11,11,1276,0,0.273391943220928,0.273391943220928,0,1,0
"8",8,1,4,11,2,9,11,11,1025,0,0.273391943220928,0.273391943220928,0,1,0
"9",9,1,4,7,2,9,7,7,6613,0,0.273391943220928,0.273391943220928,0,1,0
"10",10,1,4,5,1,10,5,5,1352,0,0.208190485936994,0.208190485936994,0,1,0
"11",11,1,4,11,1,9,11,11,1003,0,0.273391943220928,0.273391943220928,0,1,0
"12",12,1,4,11,1,9,11,11,1743,0,0.273391943220928,0.273391943220928,0,1,0
"13",13,1,4,5,1,10,5,5,1538,0,0.208190485936994,0.208190485936994,0,1,0
"14",14,1,4,5,1,10,5,5,1335,0,0.208190485936994,0.208190485936994,0,1,0
"15",15,1,4,5,2,10,5,5,1392,0,0.208190485936994,0.208190485936994,0,1,0
"16",16,1,4,5,2,10,5,5,1380,0,0.208190485936994,0.208190485936994,0,1,0
"17",17,1,4,7,7,7,7,7,7054,0,0.581423764497998,0.581423764497998,0,0,1
"18",18,1,4,7,2,7,7,7,852,0,0.581423764497998,0.581423764497998,0,1,0
"19",19,1,4,5,2,10,5,5,1264,0,0.208190485936994,0.208190485936994,0,1,0
"20",20,1,4,5,2,10,5,5,1527,0,0.208190485936994,0.208190485936994,0,1,0
"21",21,1,4,5,1,10,5,5,2006,0,0.208190485936994,0.208190485936994,0,1,0
"22",22,1,4,5,1,10,5,5,1196,0,0.208190485936994,0.208190485936994,0,1,0
"23",23,1,4,5,1,10,5,5,1060,0,0.208190485936994,0.208190485936994,0,1,0
"24",24,1,4,11,1,9,11,11,1225,0,0.273391943220928,0.273391943220928,0,1,0
"25",25,1,4,11,1,9,11,11,664,0,0.273391943220928,0.273391943220928,0,1,0
"26",26,1,4,11,1,9,11,11,1202,0,0.273391943220928,0.273391943220928,0,1,0
"27",27,1,4,11,1,9,11,11,1234,0,0.273391943220928,0.273391943220928,0,1,0
"28",28,1,4,9,1,9,9,9,473,0,0.273391943220928,0.273391943220928,0,1,0
"29",29,1,4,11,1,9,11,11,866,0,0.273391943220928,0.273391943220928,0,1,0
"30",30,1,4,11,1,9,11,11,834,0,0.273391943220928,0.273391943220928,0,1,0
"31",31,1,4,11,1,9,11,11,755,0,0.273391943220928,0.273391943220928,0,1,0
