"","SECCION","munn.x","edon.x","edo.x","disloc2016.x","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"1",338,2,1,"ags",2,2,2,2,2,2367,1,1,0,0,0,1
"2",339,2,1,"ags",2,2,2,2,2,2166,1,1,0,0,0,1
"3",340,2,1,"ags",2,2,2,2,2,2307,1,1,0,1,0,0
"4",341,2,1,"ags",2,2,2,2,2,2621,1,1,0,0,0,1
"5",342,2,1,"ags",2,2,2,2,2,2138,1,1,0,1,0,0
"6",343,2,1,"ags",2,2,2,2,2,4042,1,1,0,0,0,1
"7",344,2,1,"ags",2,2,2,2,2,3482,1,1,0,1,0,0
"8",345,2,1,"ags",2,2,2,2,2,2857,1,1,0,1,0,0
"9",346,2,1,"ags",2,2,2,2,2,2373,1,1,0,1,0,0
"10",347,2,1,"ags",2,2,2,2,2,3421,1,1,0,1,0,0
"11",348,2,1,"ags",2,2,2,2,2,2110,1,1,0,0,0,0
"12",349,2,1,"ags",2,2,2,2,2,2928,1,1,0,0,0,1
"13",350,2,1,"ags",2,2,2,2,2,3555,1,1,0,1,0,0
"14",351,2,1,"ags",2,2,2,2,2,1966,1,1,0,1,0,0
"15",352,2,1,"ags",2,2,2,2,2,3155,1,1,0,1,0,0
"16",353,2,1,"ags",2,2,2,2,2,2101,1,1,0,1,0,0
"17",354,2,1,"ags",2,2,2,2,2,1945,1,1,0,1,0,0
"18",355,3,1,"ags",3,8,3,3,3,1568,0.8,0.865245624391723,0.065245624391723,0,0,1
"19",356,3,1,"ags",3,8,3,3,3,3336,0.8,0.865245624391723,0.065245624391723,0,0,0
"20",357,3,1,"ags",3,8,3,3,3,1617,0.8,0.865245624391723,0.065245624391723,0,0,1
"21",358,3,1,"ags",3,8,3,3,3,4364,0.8,0.865245624391723,0.065245624391723,0,0,0
"22",359,3,1,"ags",3,8,3,3,3,1196,0.8,0.865245624391723,0.065245624391723,0,0,0
"23",360,3,1,"ags",3,8,3,3,3,972,0.8,0.865245624391723,0.065245624391723,0,0,0
"24",361,3,1,"ags",3,8,3,3,3,2066,0.8,0.865245624391723,0.065245624391723,0,0,0
