"edon.x","disloc2013","escenario1","dsiSQ_E1"
23,7,3,0.281
23,3,1,0.477
23,5,4,0.733
23,4,3,0.281
23,6,8,0.811
23,8,5,0.375
23,1,6,0.281
23,11,12,1
23,9,9,0.781
23,12,10,0.554
23,15,15,0.441
23,13,14,0.389
23,14,13,0.485
23,2,2,0.323
23,10,11,0.873
