"","SECCION","munn.x","edon.x","edo","disloc2018","disloc1996","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"121",2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"122",2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"123",2296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"124",2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"125",2298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"126",2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"127",2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"128",2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"129",2302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"130",2303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"131",2314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"132",2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"133",2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"134",2317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"135",2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"136",2319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"137",2320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"138",2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"139",2322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"140",2323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"141",2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"142",2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"143",2326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"144",2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"145",2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"146",2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"147",2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"148",2331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"149",2332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"150",2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"151",2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
