"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",1,1,23,11,7,3,3,7,9704,0.281,0.275406194189136,0.00559380581086383,0,1,0
"2",13,1,23,13,3,1,1,3,3202,0.477,0.432302288692499,0.0446977113075006,0,1,0
"3",14,1,23,13,3,4,4,3,5245,0.733,0.707384911625917,0.0256150883740832,0,1,0
"4",15,1,23,13,5,4,4,5,3811,0.733,0.707384911625917,0.0256150883740832,0,1,0
"5",16,1,23,13,5,4,4,5,10929,0.733,0.707384911625917,0.0256150883740832,0,1,0
"6",21,1,23,12,4,3,3,4,1031,0.281,0.275406194189136,0.00559380581086383,0,1,0
"7",171,1,23,15,6,7,7,6,185,0.789,0.822379764295422,0.0333797642954218,1,0,0
"8",172,1,23,8,8,6,6,8,1899,0.281,0.345851474638071,0.0648514746380713,1,0,0
"9",177,1,23,15,6,7,7,6,4112,0.789,0.822379764295422,0.0333797642954218,0,0,1
"10",178,1,23,15,6,7,7,6,2627,0.789,0.822379764295422,0.0333797642954218,0,0,1
"11",179,1,23,8,6,7,7,6,8506,0.789,0.822379764295422,0.0333797642954218,0,0,1
"12",180,1,23,8,8,6,6,8,917,0.281,0.345851474638071,0.0648514746380713,0,0,1
"13",181,1,23,15,5,4,4,5,6680,0.733,0.707384911625917,0.0256150883740832,0,1,0
"14",451,1,23,14,7,8,8,7,2445,0.811,0.771346196495897,0.039653803504103,0,1,0
"15",452,1,23,14,7,8,8,7,1942,0.811,0.771346196495897,0.039653803504103,0,1,0
"16",453,1,23,14,7,8,8,7,1148,0.811,0.771346196495897,0.039653803504103,0,1,0
"17",454,1,23,14,7,8,8,7,1335,0.811,0.771346196495897,0.039653803504103,0,1,0
"18",455,1,23,14,7,8,8,7,1078,0.811,0.771346196495897,0.039653803504103,0,1,0
"19",456,1,23,11,7,8,8,7,1174,0.811,0.771346196495897,0.039653803504103,0,1,0
"20",457,1,23,11,7,8,8,7,1688,0.811,0.771346196495897,0.039653803504103,0,1,0
"21",458,1,23,11,7,3,3,7,1241,0.281,0.275406194189136,0.00559380581086383,0,1,0
"22",459,1,23,11,7,8,8,7,978,0.811,0.771346196495897,0.039653803504103,0,1,0
"23",460,1,23,11,7,8,8,7,1246,0.811,0.771346196495897,0.039653803504103,0,1,0
"24",461,1,23,11,7,8,8,7,600,0.811,0.771346196495897,0.039653803504103,0,1,0
"25",462,1,23,11,7,8,8,7,730,0.811,0.771346196495897,0.039653803504103,0,1,0
