"edon.x","escenario1","escenario3","dsiE1_E3"
26,3,3,0.909
26,4,4,1
26,2,2,1
26,3,3,0.909
26,3,3,0.909
26,14,14,0.988
26,8,8,1
26,7,7,1
26,7,7,1
26,5,5,1
26,9,9,1
26,16,16,1
26,16,16,1
26,18,18,1
26,12,12,1
26,12,12,1
26,13,13,1
26,19,19,1
26,1,1,0.87
26,20,20,1
26,21,21,1
