"","SECCION","munn.x","edon.x","disloc2016.x","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"317",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"318",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"319",309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"320",310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"321",311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"322",312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"323",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"324",349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"325",350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"326",351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"327",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"328",353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"329",354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"330",355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"331",356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"332",357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"333",358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"334",359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"335",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"336",361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"337",362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"338",363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"339",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"340",365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"341",366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"342",367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"343",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"344",369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"345",370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"346",371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"347",378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"348",379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"349",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"350",381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"351",382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"352",383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"353",384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"354",385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"355",386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"356",387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"357",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"358",389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"359",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"360",393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"361",394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"362",397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"363",435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"364",436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"365",437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"366",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"367",439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"368",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"369",441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"370",442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"371",443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"372",444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"373",445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"374",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"375",447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"376",448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"377",449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"378",450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"379",451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"380",452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"381",453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"382",454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"383",455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"384",456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"385",457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"386",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"387",459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"388",460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"389",461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"390",462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"391",463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"392",464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"393",465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"394",466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"395",467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"396",468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"397",469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"398",508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"399",509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"400",510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"401",511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"402",512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"403",513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"404",514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"405",515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"406",516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"407",517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"408",518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"409",519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"410",391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"411",392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"412",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"413",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"414",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"415",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"416",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"417",152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"418",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"419",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"420",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"421",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"422",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"423",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"424",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"425",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"426",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"427",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"428",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"429",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"430",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"431",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"432",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"433",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"434",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"435",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"436",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"437",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"438",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"439",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"440",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"441",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"442",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"443",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"444",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"445",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"446",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"447",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"448",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"449",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"450",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"451",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"452",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"453",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"454",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"455",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"456",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"457",221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"458",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"459",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"460",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"461",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"462",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"463",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"464",228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"465",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"466",230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"467",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"468",232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"469",233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"470",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"471",235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"472",236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"473",237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"474",238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"475",239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"476",240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"477",241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"478",242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"479",243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"480",244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"481",245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"482",246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"483",247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"484",248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"485",249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"486",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"487",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"488",252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"489",253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"490",256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"491",257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"492",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"493",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"494",264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"495",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"496",266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"497",284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"498",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"499",286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"500",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"501",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"502",289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"503",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"504",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"505",292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"506",293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"507",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"508",297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"509",298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"510",299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"511",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"512",301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"513",302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"514",303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"515",304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"516",305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"517",306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"518",307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"519",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"520",318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"521",319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"522",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"523",321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"524",322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"525",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"526",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"527",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"528",326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"529",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"530",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"531",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"532",330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"533",331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"534",332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"535",333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"536",334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"537",335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"538",336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"539",337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"540",338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"541",339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"542",340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"543",341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"544",342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"545",343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"546",344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"547",345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"548",346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"549",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"550",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"551",373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"552",374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"553",375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"554",376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"555",377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"556",424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"557",425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"558",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"559",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"560",428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"561",431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"562",434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"563",547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"564",548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"565",549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"566",550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"567",553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"568",554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"569",555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"570",556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"571",557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"572",558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"573",559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"574",560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"575",561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"576",562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"577",563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"578",564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"579",565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"580",566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"581",567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"582",568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"583",569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"584",570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"585",571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"586",572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"587",573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"588",574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"589",588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"590",589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"591",590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"592",591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"593",592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"594",593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"595",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"596",595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"597",596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"598",597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"599",598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"600",599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"601",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"602",601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"603",316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"604",317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"605",313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"606",314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"607",315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"608",395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"609",396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"610",602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"611",603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"612",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"613",605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"614",429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"615",430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"616",432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"617",433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"618",551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"619",552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"620",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"621",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"622",586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"623",587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"624",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"625",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
