"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_anterior","RRI_nueva","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8"
"599",781,9,27,8,10,2543,19,8,1,0,0,0,1,0,99705,2238350,0,2.89264261935777,1.06903460446412,10,0.37,0.107,0.893,0,0,1,0,10,0.438,0
"600",809,10,27,19,11,1604,15,19,1,0,0,0,0,0,121300,2238350,0,1.26355084686442,0.878714717544066,11,0.695,0.381,0.619,0.119,0,0,1,11,0.685,0
"601",846,11,27,9,12,2435,16,9,1,0,0,0,1,0,98044,2238350,0,3.58339536856935,1.08714551872726,12,0.303,0.154,0.846,0,0,0.727,0.273,12,0.382,0
"602",872,12,27,7,13,2761,19,7,1,0,0,0,0,0,96926,2238350,0,0.698128043111243,1.09968527782118,13,0.635,0.263,0.737,0.137,0,0.485,0.515,13,0.573,0
"603",954,13,27,1,14,1232,1,1,1,0,0,0,1,0,115209,2238350,0,0.925171603243629,0.925171603243629,14,1,0.273,0.727,0.159,0,0.4,0.6,14,1,0
"604",991,14,27,20,15,2504,17,20,1,0,0,0,0,1,121305,2238350,0,1.23052522786995,0.878678498314952,15,0.714,0.378,0.622,0,0,0.5,0.5,15,0.714,0
"605",1036,15,27,8,16,2816,20,8,1,0,0,0,1,0,99705,2238350,0,2.32903081477319,1.06903460446412,10,0.37,0.091,0.909,0.182,0,0.833,0.167,10,0.438,0
"606",1063,16,27,13,17,1921,20,13,1,0,0,0,0,0,99982,2238350,0,1.99025478924648,1.06607284549314,17,0.536,0.393,0.607,0.071,0,1,0,17,0.634,0
"607",1089,17,27,6,18,807,18,6,0,1,1,0,1,0,115548,2238350,0,1.80111349022618,0.922457292537259,18,0.512,0.391,0.609,0.022,0,1,0,18,0.506,0
"608",1,1,28,3,13,752,3,3,0,1,1,0,1,0,161354,3148012,0,0.91611950948797,0.886816902868566,13,0.706,0.149,0.851,0.188,0,1,0,13,0.741,0
"609",13,2,28,10,18,2876,10,10,0,1,1,0,0,0,126767,3148012,0,0.911700889107707,1.12877526915881,18,0.667,0.355,0.645,0.145,0.077,0.897,0.026,18,0.588,0
"610",45,3,28,10,19,6727,10,10,0,1,1,0,0,0,126767,3148012,0,0.862765927124512,1.12877526915881,18,0.667,0.727,0.272,0.127,0.071,0.929,0,18,0.588,0
"611",101,4,28,1,17,1858,1,1,0,1,1,0,1,0,159163,3148012,0,1.11670676342863,0.899024613418034,16,0.647,0.509,0.491,0.143,0.146,0.854,0,16,0.728,0
"612",116,6,28,1,16,928,1,1,0,1,1,0,1,0,159163,3148012,0,0.944628988476651,0.899024613418034,16,0.647,0.089,0.911,0.185,0.062,0.938,0,16,0.728,0
"613",125,7,28,12,4,3496,12,12,0,1,1,0,1,0,150908,3148012,0,1.01460274650756,0.948203240023422,4,0.297,0.433,0.567,0.2,0.053,0.947,0,4,0.604,0
"614",169,9,28,8,20,1701,8,8,1,0,0,0,0,0,145755,3148012,0,1.06010160503082,0.981725872494628,20,0.926,1,0,0,0.25,0.75,0,20,0.947,0
"615",311,13,28,3,14,1086,3,3,0,1,1,0,1,0,161354,3148012,0,0.868157494420979,0.886816902868566,13,0.706,0.56,0.44,0.088,0,1,0,13,0.741,0
"616",498,22,28,16,10,2053,16,16,1,0,0,0,1,0,134558,3148012,0,1.197227675478,1.063418410986,9,0.705,1,0,0,0.135,0.865,0,9,0.843,0
"617",515,22,28,16,9,5234,16,16,1,0,0,0,1,0,134558,3148012,0,1.07338985316301,1.063418410986,9,0.705,0.398,0.603,0.133,0.125,0.875,0,9,0.843,0
"618",521,22,28,17,11,2216,17,17,1,0,0,0,0,0,137940,3148012,0,1.10073736534551,1.03734561798938,10,0.395,0.915,0.086,0.043,0.071,0.929,0,10,0.661,0
"619",612,22,28,17,12,961,17,17,1,0,0,0,0,0,137940,3148012,0,1.00357306353856,1.03734561798938,10,0.395,0.745,0.255,0.064,0.188,0.812,0,10,0.661,0
"620",749,27,28,11,1,12318,11,11,1,0,0,0,1,0,126749,3148012,0,1.35768122042483,1.12893556987002,2,0.201,1,0,0,0.125,0.875,0,2,0.475,0
"621",773,27,28,13,3,648,13,13,1,0,0,0,0,0,149664,3148012,0,1.21399747637573,0.956084659941299,3,0.543,1,0,0,0.607,0.393,0,3,0.653,0
"622",813,27,28,11,2,3515,11,11,1,0,0,0,0,0,126749,3148012,0,1.04325238989388,1.12893556987002,2,0.201,0.964,0.036,0.018,0.167,0.833,0,2,0.475,0
"623",936,32,28,18,5,3814,18,18,1,0,0,0,1,0,115823,3148012,0,1.10517520541155,1.23543212095572,5,0.371,0.96,0.04,0.02,0.296,0.704,0,5,0.339,0
"624",994,32,28,21,6,136,21,21,0,1,1,0,1,0,145004,3148012,0,0.707917946596025,0.986810395199129,8,0.821,0.77,0.229,0.081,0.158,0.842,0,8,0.8,0
"625",1084,32,28,22,7,2959,22,22,1,0,0,0,0,0,132749,3148012,0,0.911561497735004,1.07790984900417,7,0.711,0.846,0.154,0.077,0.833,0.167,0,7,0.788,0
"626",1139,33,28,21,8,10023,21,21,0,1,1,0,0,0,145004,3148012,0,1.20266143223136,0.986810395199129,8,0.821,0.494,0.505,0.172,0,1,0,8,0.8,0
"627",1304,38,28,7,21,5542,7,7,1,0,0,1,0,0,148300,3148012,0,0.921357680341615,0.964878317905964,21,0.955,1,0,0,0.8,0.2,0,21,0.958,0
"628",1358,38,28,6,22,3063,6,6,0,1,1,0,0,0,149298,3148012,0,1.00561134100381,0.958428475568692,22,0.953,0.983,0.016,0.008,0.78,0.22,0,22,0.976,0
"629",1589,41,28,4,15,1560,4,4,1,0,0,0,0,0,160873,3148012,0,0.908015601194607,0.889468428794481,15,0.684,0.976,0.024,0.012,0,1,0,15,0.602,0
"630",1,1,29,8,3,1538,10,8,0,1,1,0,0,1,76223,1169936,0,0.99176283195143,1.02325719708399,3,0.815,0.71,0.291,0.097,0,0,1,3,0.8,1
"631",5,2,29,8,2,3165,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,3,0.815,1,0,0,0,1,0,3,0.8,1
"632",12,3,29,4,15,1335,8,4,1,0,0,0,1,0,78035,1169936,0,0.984988625705737,0.999496806988317,15,0.276,0.743,0.257,0.114,0,1,0,15,0.396,1
"633",13,3,29,4,16,2516,8,4,1,0,0,0,0,0,78035,1169936,0,0.841667859694206,0.999496806988317,15,0.276,0.743,0.257,0.057,0,0.889,0.111,15,0.396,1
"634",49,4,29,2,12,889,4,2,0,1,1,0,0,0,74289,1169936,0,1.02602024439911,1.04989612638928,14,0.894,0.157,0.843,0.2,0,0.75,0.25,14,0.767,1
"635",58,34,29,2,14,270,4,2,0,1,0,0,0,0,74289,1169936,0,0.92752465011777,1.04989612638928,14,0.894,0.271,0.728,0.22,0,0.857,0.143,14,0.767,1
"636",59,5,29,11,17,1327,14,11,0,1,1,0,0,0,72759,1169936,0,0.936012448846522,1.07197368481333,19,0.496,0.206,0.793,0.206,0,0.667,0.333,19,0.41,1
"637",78,6,29,1,13,5522,9,1,0,1,1,0,0,0,75680,1169936,0,1.00202728917948,1.03059901338971,13,0.812,0.188,0.812,0.333,0.167,0.833,0,13,0.821,1
"638",100,7,29,11,19,4229,14,11,1,0,0,0,0,0,72759,1169936,0,0.888510850298237,1.07197368481333,19,0.496,0.362,0.638,0.191,0.143,0.571,0.286,19,0.41,1
"639",122,10,29,9,4,2001,7,9,1,0,0,1,0,0,83744,1169936,0,1.09409344256163,0.931359062539804,4,0.672,1,0,0,1,0,0,4,0.722,1
"640",145,10,29,9,5,2471,7,9,1,0,0,0,0,0,83744,1169936,0,1.03930290052439,0.931359062539804,4,0.672,0.87,0.13,0.043,0.667,0.167,0.167,4,0.722,1
"641",178,13,29,10,18,4978,15,10,0,1,1,1,0,0,72211,1169936,0,1.0306398685642,1.08010875536045,18,0.61,0.487,0.512,0.179,0.778,0.222,0,18,0.622,1
"642",232,15,29,6,11,2481,3,6,0,1,1,0,0,0,81445,1169936,0,1.00067570688349,0.957649129269241,11,0.756,0.46,0.54,0.18,0.2,0.8,0,11,0.774,1
"643",254,58,29,14,10,3562,10,14,1,0,0,0,0,0,81423,1169936,0,1.0489698462951,0.957907880246777,10,0.721,0.6,0.4,0.2,1,0,0,10,0.718,1
"644",263,17,29,12,7,2550,11,12,1,0,0,0,0,1,83320,1169936,0,1.08293315067479,0.936098575772123,7,0.343,1,0,0,0,0.167,0.833,7,0.356,1
"645",309,22,29,12,9,1627,11,12,1,0,0,1,0,0,83320,1169936,0,1.06452948407531,0.936098575772123,7,0.343,0.788,0.213,0.061,0.222,0.222,0.556,7,0.356,1
"646",350,25,29,15,6,6141,12,15,1,0,0,0,0,0,81461,1169936,0,1.01887282116933,0.957461034523678,6,0.742,0.875,0.124,0.062,1,0,0,6,0.652,1
"647",442,33,29,7,1,1097,13,7,1,0,0,0,0,0,88323,1169936,0,0.99665888037565,0.88307386901864,1,0.7,1,0,0,0,1,0,1,0.657,1
"648",570,42,29,13,8,3126,11,13,1,0,0,0,0,0,75640,1169936,0,1.09522213630551,1.03114401551207,8,0.743,0.909,0.09,0.045,0,0,1,8,0.656,1
"649",1,1,30,1,10,2034,20,1,0,1,1,0,1,0,243899,7622854,0,0.0429083727090723,1.04180473611345,10,0.035,0.484,0.515,0.085,0.341,0.622,0.037,10,0.028,0
"650",8,3,30,3,20,2056,13,3,1,0,0,0,0,0,251820,7622854,0,4.94687282600795,1.00903476027851,10,0.027,0.87,0.13,0.043,0.125,0.25,0.625,10,0.025,0
"651",9,3,30,3,NA,3599,13,3,1,0,0,0,0,0,251820,7622854,0,Inf,1.00903476027851,10,0.027,0,0,0,0,0,0,10,0.025,0
"652",15,3,30,3,8,1839,13,3,1,0,0,0,1,0,251820,7622854,0,0.831210541822696,1.00903476027851,10,0.027,0.391,0.609,0.06,0.212,0.753,0.035,10,0.025,0
"653",16,3,30,3,12,1137,13,3,1,0,0,0,0,0,251820,7622854,0,1.63882086912702,1.00903476027851,10,0.027,0.458,0.542,0.092,0.372,0.535,0.093,10,0.025,0
"654",38,3,30,3,28,2779,13,3,0,1,0,0,1,0,251820,7622854,0,1.11093421840572,1.00903476027851,10,0.027,0.17,0.829,0.137,0.386,0.561,0.053,10,0.025,0
"655",100,6,30,6,13,1272,15,6,0,1,0,0,0,0,247274,7622854,0,28.8062503542749,1.02758532370299,10,0.037,0.889,0.111,0,1,0,0,10,0.028,0
"656",207,10,30,2,1,1091,23,2,0,1,0,0,1,0,250943,7622854,0,4.29842089355636,1.01256115266548,10,0.035,0.636,0.364,0.091,0.2,0.733,0.067,10,0.047,0
"657",225,11,30,10,2,1016,24,10,0,1,0,0,0,0,256090,7622854,0,19.8817815961545,0.992210290653026,10,0.04,0.25,0.75,0.167,1,0,0,10,0.032,0
"658",350,16,30,5,14,1389,22,5,0,1,0,0,1,0,264000,7622854,0,4.62271876618407,0.962481565656566,10,0.036,0.161,0.839,0.129,0.286,0.571,0.143,10,0.039,0
"659",375,17,30,4,27,3234,8,4,1,0,0,1,0,0,238173,7622854,0,2.54827422402845,1.06685112642211,10,0.031,0.253,0.746,0.093,0.138,0.862,0,10,0.034,0
"660",428,24,30,10,23,3100,24,10,0,1,1,0,0,0,256090,7622854,0,9.0803176206563,0.992210290653026,10,0.04,0.879,0.121,0.03,0.917,0.083,0,10,0.032,0
"661",481,27,30,1,25,3192,20,1,1,0,0,0,0,0,243899,7622854,0,26.2489549113999,1.04180473611345,10,0.035,1,0,0,NA,NA,NA,10,0.028,0
"662",547,29,30,11,24,637,7,11,1,0,0,1,0,0,249811,7622854,0,76.9713131721109,1.01714949835409,10,0.038,1,0,0,1,0,0,10,0.045,0
"663",1902,89,30,29,19,1360,30,29,1,0,0,0,0,0,227429,7622854,0,6.27733281947649,1.11725036531548,10,0.036,1,0,0,0,1,0,10,0.035,0
"664",2675,119,30,15,29,1626,4,15,1,0,0,0,0,0,260293,7622854,0,161.658692793824,0.976188884577508,10,0.029,1,0,0,NA,NA,NA,10,0.033,0
"665",3383,142,30,17,6,1574,11,17,1,0,0,0,0,0,247632,7622854,0,30.554113039958,1.02609975016691,10,0.033,0.167,0.834,0.167,0,1,0,10,0.029,0
"666",3581,153,30,13,7,1064,21,13,0,1,0,0,0,0,280458,7622854,0,247.046085040187,0.906000660823843,10,0.032,0,1,0,NA,NA,NA,10,0.047,0
"667",3899,173,30,23,3,2148,18,23,0,1,1,1,0,0,259613,7622854,0,52.4037150085244,0.978745799837964,10,0.027,0.667,0.334,0.167,1,0,0,10,0.032,0
"668",4238,192,30,27,5,1403,28,27,1,0,0,1,0,0,275858,7622854,0,187.353552731831,0.921108444682892,10,0.038,1,0,0,1,0,0,10,0.036,0
"669",1,1,31,1,8,1645,8,1,1,0,0,0,1,0,121828,1908167,0,1.06560729553216,1.04418633921047,8,0.98,0.458,0.542,0.181,0.074,0.926,0,8,0.967,1
"670",7,2,31,2,14,2691,8,2,1,0,0,0,1,0,127951,1908167,0,1.00424028082585,0.994217578083277,14,0.169,0.373,0.627,0.225,0.105,0.895,0,14,0.212,1
"671",14,3,31,3,12,1925,7,3,1,0,0,0,1,0,130472,1908167,0,0.926323888860571,0.975007153514419,12,0.95,0.4,0.6,0.2,0.147,0.853,0,12,0.961,1
"672",20,4,31,4,9,1807,3,4,1,0,0,0,1,0,128179,1908167,0,0.928311258680872,0.99244910112681,9,0.935,0.552,0.447,0.152,0.067,0.933,0,9,0.933,1
"673",27,6,31,5,10,2149,6,5,1,0,0,1,0,0,125533,1908167,0,0.94730082608523,1.0133680652365,15,0.211,0.393,0.607,0.238,0.233,0.767,0,15,0.237,1
"674",37,8,31,6,11,1489,4,6,1,0,0,0,1,0,124035,1908167,0,0.943800790388715,1.02560675078271,10,0.531,0.366,0.635,0.22,0.065,0.935,0,10,0.478,1
"675",47,10,31,7,15,1711,9,7,0,1,1,0,1,0,123265,1908167,0,0.933961303711535,1.03201341283684,15,0.299,0.29,0.711,0.225,0.138,0.862,0,15,0.315,1
"676",76,18,31,9,13,1498,8,9,1,0,0,0,0,0,124649,1908167,0,1.05645680560515,1.02055478450155,13,0.928,0.407,0.593,0.21,0,1,0,13,0.899,1
"677",204,41,31,2,6,1037,2,2,1,0,0,0,0,0,127951,1908167,0,0.798032278166025,0.994217578083277,14,0.169,0.776,0.224,0.052,0.087,0.913,0,14,0.212,1
"678",254,50,31,15,4,15859,13,15,1,0,0,1,0,0,136083,1908167,0,0.9858806145198,0.934805474110163,4,0.948,0.794,0.206,0.059,0.704,0.296,0,4,0.928,1
"679",261,50,31,14,5,4200,11,14,1,0,0,1,0,0,136471,1908167,0,1.138955988695,0.932147733462299,5,0.755,0.962,0.038,0.019,1,0,0,5,0.681,1
"680",308,50,31,13,3,10600,14,13,1,0,0,1,0,0,88535,1908167,0,1.09914921315177,1.43684569191092,3,0.481,0.983,0.017,0,0.4,0.6,0,3,0.295,1
"681",314,50,31,10,2,1331,12,10,1,0,0,1,0,0,136503,1908167,0,1.12390233271783,0.931929212788974,2,0.35,1,0,0,0.921,0.079,0,2,0.405,1
"682",362,50,31,14,1,1503,11,14,1,0,0,1,0,0,136471,1908167,0,1.15396808118193,0.932147733462299,5,0.755,1,0,0,0.708,0.292,0,5,0.681,1
"683",465,50,31,10,7,1331,12,10,1,0,0,0,0,0,136503,1908167,0,1.03620817924615,0.931929212788974,2,0.35,0.907,0.094,0.047,0.231,0.769,0,2,0.405,1
"684",1,1,32,14,14,409,1,7,0,1,1,0,0,0,80357,1461366,0,1.38814417125466,1.01032890725139,15,0.56,0.153,0.847,0.16,0.095,0.762,0.143,15,0.507,1
"685",22,3,32,14,15,714,1,7,0,1,1,0,0,0,80357,1461366,0,1.13032885027706,1.01032890725139,15,0.56,0.131,0.869,0.187,0.102,0.816,0.082,15,0.507,1
"686",40,5,32,2,3,5243,15,14,0,1,1,0,0,0,95078,1461366,0,0.975031825715178,0.853898904057721,3,0.405,0.21,0.791,0.272,0.364,0,0.636,3,0.278,1
"687",61,6,32,16,12,1158,16,17,0,1,1,0,0,0,78474,1461366,0,0.878846924084478,1.03457196013966,12,0.849,0.403,0.596,0.185,0.032,0.774,0.194,12,0.881,1
"688",73,7,32,12,18,904,18,15,1,0,0,0,0,0,86435,1461366,0,1.16155662064525,0.939283854919882,18,0.809,0.079,0.921,0.116,0,0.764,0.236,18,0.912,1
"689",103,8,32,11,6,1140,2,6,1,0,0,0,0,1,76859,1461366,0,0.81134262729226,1.05631090698552,10,0.241,0.209,0.791,0.187,0,0.556,0.444,10,0.279,1
"690",114,9,32,17,16,697,14,18,0,1,1,0,0,0,76339,1461366,0,1.06350620259631,1.06350620259631,16,1,0.235,0.765,0.154,0.184,0.579,0.237,16,1,1
"691",135,10,32,7,11,3622,8,12,1,0,0,0,0,1,84299,1461366,0,0.717802042350029,0.963083785098281,7,0.235,0.393,0.607,0.111,0,0.119,0.881,7,0.305,1
"692",138,10,32,5,8,871,8,10,1,0,0,0,0,0,83863,1461366,0,0.811853762924742,0.96809081478125,11,0.313,0.379,0.62,0.06,0,0.22,0.78,11,0.367,1
"693",386,14,32,18,17,1289,18,16,1,0,0,0,0,0,78585,1461366,0,1.25521026592455,1.03311064452504,17,0.823,0.337,0.663,0.122,0,0.75,0.25,17,0.878,1
"694",428,15,32,13,10,584,4,2,0,1,1,0,1,0,77778,1461366,0,1.09185416302433,1.04382987477179,10,0.42,0.173,0.828,0.149,0.4,0.457,0.143,10,0.426,1
"695",460,17,32,3,4,2266,13,8,1,0,0,0,0,0,80982,1461366,0,1.25884979765246,1.00253142673681,5,0.85,0.558,0.442,0.14,0,0.077,0.923,5,0.768,1
"696",471,17,32,3,5,3198,13,8,1,0,0,0,0,0,80982,1461366,0,1.1801122158265,1.00253142673681,5,0.85,0.717,0.282,0.065,0,0.75,0.25,5,0.768,1
"697",606,20,32,10,7,3573,15,5,0,1,1,0,0,0,74594,1461366,0,0.894395910678285,1.08838512480897,7,0.532,0.33,0.67,0.103,0.175,0.5,0.325,7,0.427,1
"698",763,24,32,9,9,2608,3,3,1,0,0,0,0,1,82306,1461366,0,0.756036690413,0.986404393361359,9,0.766,0.185,0.815,0.176,0,0.433,0.567,9,0.708,1
"699",1094,38,32,15,13,1482,5,1,0,1,1,0,1,0,88180,1461366,0,0.920696303016557,0.920696303016557,13,1,0.068,0.932,0.09,0,0.929,0.071,13,1,1
"700",1772,56,32,2,1,876,10,14,1,0,0,0,0,1,95078,1461366,0,1.32638990998056,0.853898904057721,3,0.405,0.845,0.155,0.017,0,0,1,3,0.278,1
"701",1773,56,32,2,2,1497,10,14,1,0,0,0,0,0,95078,1461366,0,1.06642585051885,0.853898904057721,3,0.405,0.825,0.176,0.053,0,0,1,3,0.278,1
"702",1,2,9,22,5,905,22,22,1,0,0,0,0,1,206894,8851017,0,1.13980181317125,1.06951107813663,5,0.759,1,0,0,0.148,0,0.852,5,0.76,0
"703",89,2,9,22,3,701,22,22,1,0,0,0,0,1,206894,8851017,0,1.00317090254606,1.06951107813663,5,0.759,1,0,0,0.145,0,0.855,5,0.76,0
"704",345,3,9,37,26,1668,37,37,1,0,0,0,0,1,206546,8851017,0,1.06953175600561,1.0713130489092,26,0.825,1,0,0,0.534,0,0.466,26,0.829,0
"705",359,3,9,36,32,1497,36,36,1,0,0,0,0,0,208875,8851017,0,1.02724819642907,1.05936768402154,32,0.894,1,0,0,0.062,0,0.938,32,0.882,0
"706",550,3,9,37,30,1002,37,37,1,0,0,1,0,0,206546,8851017,0,1.1168757571169,1.0713130489092,26,0.825,1,0,0,0.361,0,0.639,26,0.829,0
"707",747,4,9,33,20,4007,33,33,1,0,0,0,0,1,230476,8851017,0,0.902071468464759,0.960080116801749,20,0.629,0.963,0.036,0.018,0.253,0,0.747,20,0.605,0
"708",821,5,9,12,1,3366,12,12,1,0,0,0,0,1,234901,8851017,0,0.905752865329513,0.941994393382744,1,0.909,1,0,0,0,0,1,1,0.893,0
"709",910,5,9,12,2,2844,12,12,1,0,0,0,0,1,234901,8851017,0,0.929580256093565,0.941994393382744,1,0.909,1,0,0,0.263,0,0.737,1,0.893,0
"710",1079,5,9,13,7,856,13,13,1,0,0,0,0,0,237310,8851017,0,0.981949406016606,0.932431945556445,7,0.913,1,0,0,0.289,0,0.711,7,0.913,0
"711",1219,5,9,15,4,1003,15,15,1,0,0,0,0,1,238889,8851017,0,0.903205552086012,0.926268790107539,4,0.964,1,0,0,0,0,1,4,0.967,0
"712",1358,5,9,15,6,1328,15,15,1,0,0,0,0,1,238889,8851017,0,0.949264377826016,0.926268790107539,4,0.964,1,0,0,0.006,0.006,0.987,4,0.967,0
"713",1672,6,9,26,15,1025,26,26,1,0,0,0,0,1,191829,8851017,0,1.17215866953426,1.15350351093943,15,0.984,1,0,0,0.165,0,0.835,15,0.987,0
"714",1673,6,9,27,14,1051,27,27,1,0,0,0,0,1,192448,8851017,0,1.13183781668636,1.14979332079315,14,0.984,1,0,0,0,0,1,14,0.987,0
"715",1971,7,9,6,24,1322,6,6,1,0,0,0,0,1,228851,8851017,0,1.15067225339442,0.966897348056159,24,0.84,1,0,0,0.128,0,0.872,24,0.807,0
"716",1972,7,9,6,21,890,6,6,1,0,0,0,0,1,228851,8851017,0,1.02899658203125,0.966897348056159,24,0.84,1,0,0,0.065,0,0.935,24,0.807,0
"717",2065,7,9,9,19,1670,9,9,1,0,0,0,0,1,225180,8851017,0,1.10930013084478,0.982660205169198,19,0.598,1,0,0,0,0,1,19,0.587,0
"718",2106,7,9,9,22,1359,9,9,1,0,0,0,0,1,225180,8851017,0,0.982708210277614,0.982660205169198,19,0.598,1,0,0,0,0,1,19,0.587,0
"719",2341,7,9,4,28,1591,4,4,1,0,0,0,0,1,229921,8851017,0,0.883486686337375,0.962397627880881,28,0.918,1,0,0,0.044,0.007,0.949,28,0.886,0
"720",2521,7,9,8,29,1187,8,8,1,0,0,0,0,1,226966,8851017,0,0.902446726075165,0.974927632332596,21,0.514,1,0,0,0,0,1,21,0.53,0
"721",2565,7,9,11,27,2283,11,11,1,0,0,0,0,1,227163,8851017,0,0.906138614064112,0.974082156865335,22,0.607,1,0,0,0,0,1,22,0.629,0
"722",2633,7,9,8,31,1926,8,8,1,0,0,0,0,1,226966,8851017,0,0.898916244850868,0.974927632332596,21,0.514,1,0,0,0,0,1,21,0.53,0
"723",2972,8,9,3,33,1166,3,3,1,0,0,0,0,1,240763,8851017,0,0.91905909545902,0.91905909545902,33,1,0.973,0.026,0.013,0.162,0,0.838,33,1,0
"724",3119,9,9,1,34,2025,1,1,1,0,0,0,0,1,235925,8851017,0,0.953489802601812,0.937905796333581,34,0.781,0.615,0.386,0.193,0,0,1,34,0.76,0
"725",3163,10,9,32,18,1770,32,32,1,0,0,0,0,1,225439,8851017,0,0.933163344916584,0.981531256792303,18,0.54,1,0,0,0.022,0,0.978,18,0.505,0
"726",3217,10,9,35,23,1141,35,35,1,0,0,0,0,1,231111,8851017,0,1.06039825659408,0.957442203097213,23,0.379,1,0,0,0.517,0,0.483,23,0.403,0
"727",3355,10,9,34,25,500,34,34,1,0,0,0,0,1,225859,8851017,0,0.997670903368922,0.979706033410225,18,0.193,1,0,0,0.148,0,0.852,18,0.185,0
"728",3609,11,9,2,35,3458,2,2,1,0,0,0,0,1,243193,8851017,0,0.895674238713777,0.909875798234324,35,0.79,0.898,0.102,0.051,0,0.011,0.989,35,0.771,0
"729",3742,12,9,19,38,1105,19,19,1,0,0,0,0,1,216566,8851017,0,1.10751786840446,1.02174591117719,38,0.87,1,0,0,0.455,0,0.545,38,0.875,0
"730",3769,12,9,18,37,1330,18,18,1,0,0,1,0,0,217270,8851017,0,1.01068081228847,1.01843524186496,37,0.843,1,0,0,0.136,0,0.864,37,0.843,0
"731",3829,12,9,18,40,2682,18,18,1,0,0,0,0,1,217270,8851017,0,0.958371086288964,1.01843524186496,37,0.843,0.851,0.148,0.069,0.045,0,0.955,37,0.843,0
"732",4095,13,9,39,39,1570,39,39,1,0,0,0,0,1,208719,8851017,0,1.10391539367211,1.06015947278398,39,0.524,0.88,0.12,0.06,0.151,0,0.849,39,0.57,0
"733",4107,13,9,40,36,1996,40,40,1,0,0,0,0,1,215656,8851017,0,0.988149926985786,1.02605735523241,36,0.55,0.75,0.25,0.125,0,0,1,36,0.538,0
"734",4269,14,9,24,16,1860,24,24,1,0,0,1,0,0,193839,8851017,0,1.15489423167256,1.14154233668147,16,0.988,1,0,0,0.848,0,0.152,16,0.984,0
"735",4274,14,9,25,17,1496,25,25,1,0,0,1,0,0,191600,8851017,0,1.14153055855056,1.15488217640919,17,0.988,1,0,0,1,0,0,17,0.984,0
"736",4523,15,9,29,13,1429,29,29,1,0,0,0,0,0,226032,8851017,0,1.02948968767592,0.978956187619452,12,0.755,1,0,0,0.788,0,0.212,12,0.736,0
"737",4586,15,9,31,9,2871,31,31,1,0,0,0,0,1,225585,8851017,0,0.962380885071219,0.980896003723652,9,0.981,1,0,0,0,0.021,0.979,9,0.98,0
"738",4704,15,9,29,12,1528,29,29,1,0,0,0,0,1,226032,8851017,0,0.955948991670699,0.978956187619452,12,0.755,1,0,0,0.083,0,0.917,12,0.736,0
"739",4981,16,9,28,8,280,28,28,1,0,0,1,0,0,226830,8851017,0,0.96905267099351,0.975512167702685,8,0.949,1,0,0,0.273,0,0.727,8,0.934,0
"740",5183,17,9,21,10,1442,21,21,1,0,0,0,0,1,217776,8851017,0,1.01606891944016,1.01606891944016,10,1,1,0,0,0.101,0,0.899,10,1,0
"741",5274,17,9,20,11,878,20,20,1,0,0,0,0,1,213202,8851017,0,1.03786749186218,1.03786749186218,11,1,1,0,0,0,0,1,11,1,0
"742",1,1,29,11,3,1538,11,11,0,1,1,0,0,1,64364,1169936,0,0.99176283195143,0.956677318801945,3,0.544,0.71,0.291,0.097,0,0,1,3,0.525,0
"743",5,2,29,11,2,3165,11,11,1,0,0,0,0,0,64364,1169936,0,1.01629991000476,0.956677318801945,3,0.544,1,0,0,0,1,0,3,0.525,0
"744",12,3,29,17,15,1335,17,17,1,0,0,0,1,0,54758,1169936,0,0.984988625705737,1.12450379757055,16,0.548,0.743,0.257,0.114,0,1,0,16,0.39,0
"745",13,3,29,17,16,2516,17,17,1,0,0,0,0,0,54758,1169936,0,0.841667859694206,1.12450379757055,16,0.548,0.743,0.257,0.057,0,0.889,0.111,16,0.39,0
"746",49,4,29,10,12,889,10,10,0,1,1,0,0,0,60413,1169936,0,1.02602024439911,1.01924385392827,14,0.431,0.157,0.843,0.2,0,0.75,0.25,14,0.431,0
"747",58,34,29,10,14,270,10,10,0,1,0,0,0,0,60413,1169936,0,0.92752465011777,1.01924385392827,14,0.431,0.271,0.728,0.22,0,0.857,0.143,14,0.431,0
"748",59,5,29,2,17,1327,2,2,0,1,1,0,0,0,57907,1169936,0,0.936012448846522,1.06335294433088,17,0.316,0.206,0.793,0.206,0,0.667,0.333,17,0.415,0
"749",78,6,29,8,13,5522,8,8,0,1,1,0,0,0,61451,1169936,0,1.00202728917948,1.00202728917948,13,1,0.188,0.812,0.333,0.167,0.833,0,13,1,0
"750",100,7,29,19,19,4229,19,19,1,0,0,0,0,0,64739,1169936,0,0.888510850298237,0.951135775148958,19,0.541,0.362,0.638,0.191,0.143,0.571,0.286,19,0.568,0
"751",122,10,29,12,4,2001,12,12,1,0,0,1,0,0,64910,1169936,0,1.09409344256163,0.948630087003057,4,0.867,1,0,0,1,0,0,4,0.867,0
