"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8","dist2015","dist2017","elec_cong_2016","elec_cong_2017","elec_cong_2018","elec_cong_2019","PANgob_antes","PRIgob_antes","PRDgob_antes","PVEMgob_antes","MCgob_antes","Indgob_antes","PANgob_despues","PRIgob_despues","PRDgob_despues","Morenagob_despues","MCgob_despues","Indgob_despues","PESgob_despues","PANcong_antes","PRIcong_antes","PRDcong_antes","PVEMcong_antes","MCcong_antes","PANcong_despues","PRIcong_despues","MCcong_despues","PENDIENTEcong_despues","Morenacong_despues","PANgober_2antes","PRIgober_2antes","PRDgober_2antes"
"211",4269,14,9,24,16,1860,24,24,1,0,0,1,0,0,24,0.949,1,0,0,0.848,0,0.152,24,0.966,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"212",4523,15,9,29,13,1429,14,14,1,0,0,0,0,0,14,1,1,0,0,0.788,0,0.212,14,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"213",4586,15,9,31,9,2871,13,13,1,0,0,0,0,1,13,1,1,0,0,0,0.021,0.979,13,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"214",4913,16,9,28,13,1411,17,17,1,0,0,1,0,0,17,1,1,0,0,0.788,0,0.212,17,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"215",5183,17,9,21,10,1442,20,20,1,0,0,0,0,1,20,0.773,1,0,0,0.101,0,0.899,20,0.785,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"216",1,1,10,3,16,513,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"217",42,2,10,1,8,760,2,1,0,0,1,0,1,0,2,1,0.08,0.84,0.08,0.135,0.865,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"218",57,3,10,4,16,750,7,4,1,0,0,0,1,0,7,1,0.179,0.772,0.049,0.009,0.991,0,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"219",66,4,10,6,15,2572,1,6,1,0,0,0,1,0,1,0.997,0.202,0.636,0.162,0.036,0.964,0,1,0.992,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"220",108,5,10,11,2,9095,12,11,1,0,0,1,0,0,12,0.72,0.851,0.134,0.015,0.111,0.889,0,12,0.661,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"221",111,5,10,12,2,11583,8,12,1,0,0,0,1,0,8,0.687,0.851,0.134,0.015,0.111,0.889,0,8,0.74,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"222",136,5,10,11,1,2214,11,11,1,0,0,0,1,0,12,0.72,0.769,0.215,0.015,0.105,0.895,0,12,0.661,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"223",174,5,10,12,2,886,9,12,1,0,0,0,0,0,8,0.687,0.851,0.134,0.015,0.111,0.889,0,8,0.74,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"224",265,5,10,9,5,663,10,9,1,0,0,1,0,0,9,0.405,0.931,0.042,0.028,0.366,0.634,0,9,0.476,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"225",436,7,10,15,11,1328,13,15,1,0,0,0,1,0,13,1,0.523,0.409,0.068,0,1,0,13,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"226",446,7,10,14,11,12098,14,14,1,0,0,0,1,0,14,1,0.523,0.409,0.068,0,1,0,14,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"227",448,7,10,13,11,7872,15,13,1,0,0,0,1,0,15,1,0.523,0.409,0.068,0,1,0,15,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"228",664,10,10,5,8,646,4,5,0,0,1,0,1,0,4,0.997,0.08,0.84,0.08,0.135,0.865,0,4,0.991,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"229",689,12,10,7,9,8932,6,7,1,0,0,0,1,0,6,1,0.469,0.438,0.094,0.143,0.857,0,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"230",796,14,10,2,4,1088,5,2,0,0,1,0,1,0,5,1,0.395,0.566,0.039,0.063,0.937,0,5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"231",1,1,11,18,13,1916,4,1,0,0,1,1,0,0,4,1,0.444,0.492,0.065,0.877,0.114,0.009,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"232",51,2,11,22,22,4518,8,2,0,0,1,0,0,0,8,0.874,0.333,0.577,0.089,0.535,0.228,0.236,8,0.862,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"233",141,3,11,9,9,6511,6,3,0,0,1,1,0,0,6,1,0.362,0.596,0.043,0.932,0.068,0,6,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"234",331,6,11,2,2,1049,10,4,0,0,1,0,1,0,10,1,0.203,0.684,0.114,0.819,0.172,0.009,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"235",336,7,11,16,16,21909,21,22,1,0,0,1,0,0,21,0.922,0.801,0.14,0.059,0.954,0.046,0,21,0.826,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"236",367,7,11,15,15,1079,22,21,1,0,0,1,0,0,22,0.801,0.727,0.157,0.116,0.955,0.045,0,22,0.733,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"237",567,8,11,10,18,1590,7,5,0,0,1,1,0,0,7,1,0.275,0.64,0.084,0.757,0.236,0.007,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"238",609,9,11,17,17,3003,2,6,1,0,0,1,0,0,2,1,0.39,0.512,0.098,0.771,0.229,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"239",662,11,11,19,21,1725,5,7,1,0,0,1,0,0,5,1,0.626,0.302,0.072,0.912,0.08,0.009,5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"240",752,14,11,1,1,2342,3,8,0,0,1,1,0,0,3,0.952,0.213,0.7,0.087,0.752,0.248,0,3,0.974,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"241",760,14,11,1,9,7136,9,8,1,0,0,1,0,0,3,0.952,0.362,0.596,0.043,0.932,0.068,0,3,0.974,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"242",884,15,11,8,8,235,1,9,0,1,0,0,1,0,9,0.928,0.574,0.348,0.078,0.473,0.527,0,9,0.946,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"243",929,17,11,11,11,5611,13,13,1,0,0,1,0,0,13,1,0.78,0.13,0.089,0.89,0.11,0,13,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"244",966,17,11,12,12,12453,14,14,1,0,0,0,1,0,14,1,0.81,0.095,0.095,0.895,0.105,0,14,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"245",1261,20,11,3,4,5543,17,16,0,0,1,1,0,0,17,0.955,0.82,0.139,0.041,0.896,0.104,0,17,0.894,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"246",1275,20,11,4,4,1833,16,20,1,0,0,1,0,0,16,0.985,0.82,0.139,0.041,0.896,0.104,0,16,0.962,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"247",1316,20,11,3,4,1410,19,16,1,0,0,1,0,0,17,0.955,0.82,0.139,0.041,0.896,0.104,0,17,0.894,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"248",1436,20,11,21,7,1398,15,15,1,0,0,0,0,0,15,1,0.915,0.068,0.017,0.973,0.027,0,15,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"249",1464,20,11,5,5,868,18,17,1,0,0,0,0,0,20,0.823,0.959,0.014,0.027,0.992,0.008,0,20,0.72,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"250",1483,20,11,5,5,5176,20,17,1,0,0,1,0,0,20,0.823,0.959,0.014,0.027,0.992,0.008,0,20,0.72,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"251",1859,21,11,20,20,2667,11,10,1,0,0,0,0,0,11,1,0.578,0.383,0.039,0.49,0.51,0,11,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"252",2109,27,11,14,14,2742,12,12,0,0,1,1,0,0,12,1,0.645,0.315,0.04,0.981,0.01,0.01,12,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"253",1,1,12,8,8,1622,24,4,1,0,0,0,0,1,3,0.433,0.39,0.537,0.073,0,0.422,0.578,3,0.39,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"254",20,1,12,4,4,1541,18,9,1,0,0,0,0,0,18,0.505,1,0,0,0,0.079,0.921,18,0.491,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"255",111,1,12,5,5,3694,22,5,1,0,0,0,0,1,22,0.385,0.845,0.121,0.034,0,0.059,0.941,22,0.325,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"256",112,1,12,9,9,6223,20,6,1,0,0,0,0,1,20,0.47,0.387,0.516,0.097,0,0.619,0.381,20,0.413,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"257",137,1,12,9,9,1468,21,6,1,0,0,0,1,0,20,0.47,0.387,0.516,0.097,0,0.619,0.381,20,0.413,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"258",195,1,12,5,5,1824,19,5,1,0,0,0,0,1,22,0.385,0.845,0.121,0.034,0,0.059,0.941,22,0.325,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"259",294,1,12,7,7,5766,23,3,1,0,0,0,0,0,23,0.706,0.564,0.359,0.077,0,0.545,0.455,23,0.558,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"260",384,2,12,26,26,3881,12,1,0,0,1,0,1,0,16,0.468,0,0.933,0.067,0,0.592,0.408,16,0.486,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"261",411,3,12,17,17,1519,5,20,0,0,1,0,1,0,5,0.366,0.085,0.835,0.079,0,0.53,0.47,5,0.341,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"262",456,4,12,28,28,2557,15,14,1,0,0,0,0,1,15,0.336,0.019,0.904,0.077,0,0.134,0.866,15,0.391,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"263",479,6,12,20,20,728,11,22,0,0,1,0,0,1,4,0.438,0.186,0.762,0.052,0,0.368,0.632,4,0.484,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"264",500,7,12,18,18,1844,4,21,0,0,1,0,0,0,5,0.286,0.245,0.704,0.05,0,0.393,0.607,5,0.348,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"265",564,9,12,28,28,1010,16,14,1,0,0,0,0,0,15,0.336,0.019,0.904,0.077,0,0.134,0.866,15,0.391,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"266",568,9,12,28,28,286,14,14,0,1,0,0,0,0,15,0.336,0.019,0.904,0.077,0,0.134,0.866,15,0.391,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"267",596,11,12,10,10,1007,3,26,1,0,0,0,0,0,3,0.318,0.302,0.563,0.135,0,0.322,0.678,3,0.392,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"268",671,12,12,14,14,4404,6,13,1,0,0,0,0,1,6,0.376,0.11,0.83,0.06,0,0.439,0.561,6,0.39,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"269",732,80,12,15,15,1263,2,16,0,1,0,0,0,0,6,0.309,0.162,0.714,0.124,0,0.453,0.547,6,0.256,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"270",763,14,12,10,10,1511,9,26,1,0,0,0,0,1,3,0.318,0.302,0.563,0.135,0,0.322,0.678,3,0.392,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"271",778,15,12,23,23,2130,1,23,0,0,1,0,0,0,1,0.661,0.25,0.643,0.107,0.011,0.805,0.184,1,0.59,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"272",789,16,12,12,12,675,10,27,1,0,0,0,1,0,10,0.189,0.343,0.598,0.059,0,0.253,0.747,10,0.312,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"273",1001,23,12,15,15,1556,8,16,1,0,0,0,0,1,6,0.309,0.162,0.714,0.124,0,0.453,0.547,6,0.256,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"274",1112,28,12,25,25,7040,27,12,1,0,0,0,0,0,27,1,0.153,0.788,0.059,0,0.689,0.311,27,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"275",1204,29,12,1,1,10726,25,11,1,0,0,0,1,0,25,0.475,0.723,0.213,0.064,0,0.933,0.067,25,0.382,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"276",1234,29,12,1,1,2460,26,11,1,0,0,0,1,0,25,0.475,0.723,0.213,0.064,0,0.933,0.067,25,0.382,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"277",1480,36,12,22,22,6477,7,24,0,0,1,0,0,1,7,0.979,0.873,0.113,0.014,0,0.18,0.82,7,0.958,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"278",1589,39,12,12,12,2784,28,27,1,0,0,0,0,1,10,0.189,0.343,0.598,0.059,0,0.253,0.747,10,0.312,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"279",1654,40,12,13,13,2105,13,18,0,0,1,0,0,1,13,0.42,0.177,0.761,0.062,0,0.708,0.292,13,0.364,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"280",2134,56,12,21,21,894,17,2,1,0,0,1,0,0,17,0.808,0.284,0.672,0.045,0.262,0.738,0,17,0.664,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"281",1,1,13,1,18,1422,8,1,0,0,1,0,1,0,8,0.647,0.049,0.878,0.073,0.015,0.985,0,8,0.697,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"282",34,3,13,2,14,5385,2,2,1,0,0,0,1,0,2,0.53,0.286,0.621,0.093,0,0.919,0.081,2,0.543,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"283",92,6,13,4,16,2564,6,4,0,0,1,0,1,0,6,1,0.157,0.817,0.026,0,0.902,0.098,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"284",114,7,13,10,11,2261,5,10,0,0,1,0,1,0,5,0.616,0.402,0.424,0.174,0.031,0.969,0,5,0.686,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"285",152,9,13,6,5,2696,3,6,1,0,0,0,1,0,3,0.789,0.516,0.319,0.165,0,0.923,0.077,3,0.762,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"286",162,10,13,7,13,2734,16,7,0,0,1,0,1,0,16,1,0.113,0.78,0.107,0,0.921,0.079,16,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"287",178,11,13,8,18,2786,1,8,1,0,0,0,0,0,1,0.897,0.049,0.878,0.073,0.015,0.985,0,1,0.881,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"288",240,14,13,18,16,1298,18,18,0,0,1,0,1,0,18,1,0.157,0.817,0.026,0,0.902,0.098,18,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"289",291,17,13,9,17,2668,11,9,0,0,1,0,1,0,11,0.942,0,0.923,0.077,0.056,0.819,0.125,11,0.962,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"290",358,22,13,12,2,1723,7,12,0,0,1,0,0,0,15,0.869,0.771,0.125,0.104,0.016,0.984,0,15,0.718,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"291",369,23,13,2,14,3077,9,2,0,0,1,0,0,1,2,0.53,0.286,0.621,0.093,0,0.919,0.081,2,0.543,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"292",405,25,13,11,13,1969,17,11,1,0,0,0,0,0,17,1,0.113,0.78,0.107,0,0.921,0.079,17,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"293",726,40,13,12,2,3167,15,12,0,0,1,0,0,0,15,0.869,0.771,0.125,0.104,0.016,0.984,0,15,0.718,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"294",742,47,13,16,2,1153,13,16,1,0,0,0,1,0,13,1,0.771,0.125,0.104,0.016,0.984,0,13,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"295",852,47,13,15,1,14321,12,15,0,0,1,0,1,0,12,1,0.725,0.147,0.127,0.026,0.974,0,12,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"296",1350,68,13,13,12,1715,10,13,1,0,0,0,1,0,10,1,0.356,0.339,0.305,0,1,0,10,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"297",1369,69,13,3,4,1398,4,3,1,0,0,0,1,0,9,0.291,0.505,0.344,0.151,0.041,0.767,0.192,9,0.286,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"298",1502,76,13,17,3,11799,14,17,0,0,1,0,1,0,14,1,0.47,0.35,0.18,0,1,0,14,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"299",1,1,14,2,3,1998,3,2,0,0,1,0,0,0,3,0.133,0.341,0.42,0.239,0.861,0.139,0,3,0.211,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"300",13,2,14,4,17,2431,8,4,0,0,1,0,1,0,8,0.429,0.386,0.357,0.256,0.386,0.598,0.016,8,0.455,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"301",36,4,14,5,19,1127,4,5,1,0,0,0,0,0,9,0.343,0.47,0.356,0.174,0.231,0.763,0.006,9,0.327,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"302",40,5,14,3,1,3519,2,3,0,0,1,0,1,0,2,0.562,0.286,0.432,0.282,0.338,0.656,0.006,2,0.584,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"303",102,8,14,1,3,3523,7,1,0,0,1,1,0,0,7,0.219,0.341,0.42,0.239,0.861,0.139,0,7,0.205,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"304",149,11,14,4,5,983,6,4,0,0,1,1,0,0,8,0.429,0.374,0.416,0.211,0.273,0.655,0.073,8,0.455,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"305",188,14,14,7,17,2019,9,7,1,0,0,1,0,0,9,0.316,0.386,0.357,0.256,0.386,0.598,0.016,9,0.429,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"306",457,31,14,7,17,4544,1,7,0,0,1,0,1,0,9,0.316,0.386,0.357,0.256,0.386,0.598,0.016,9,0.429,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"307",501,36,14,9,2,5485,5,9,0,0,1,0,0,0,5,0.778,0.362,0.434,0.204,0.69,0.302,0.008,5,0.757,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"308",570,41,14,13,12,693,14,13,1,0,0,1,0,0,14,1,1,0,0,0.962,0.038,0,14,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"309",633,41,14,12,9,1303,12,12,1,0,0,0,0,0,12,1,1,0,0,0.227,0.773,0,12,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"310",653,41,14,11,11,2574,13,11,1,0,0,0,0,0,13,1,1,0,0,0.195,0.805,0,13,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"311",773,41,14,10,12,1204,11,10,1,0,0,0,0,0,11,1,1,0,0,0.962,0.038,0,11,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"312",2438,98,14,20,7,3025,10,20,1,0,0,1,0,0,10,1,0.701,0.093,0.206,0.536,0.464,0,10,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"313",2473,99,14,14,16,1791,20,14,1,0,0,0,0,0,20,0.512,0.993,0,0.007,0.452,0.548,0,20,0.657,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"314",2550,99,14,14,16,2493,18,14,1,0,0,0,0,0,20,0.512,0.993,0,0.007,0.452,0.548,0,20,0.657,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
