"edon.x","escenario1","escenario3","dsiE1_E3"
31,8,1,0.361
31,8,2,0.596
31,7,3,0.436
31,3,4,0.953
31,6,5,0.748
31,4,6,1
31,9,7,0.349
31,8,9,0.353
31,2,2,0.596
31,13,15,0.838
31,11,14,0.756
31,14,13,0.863
31,12,10,0.867
31,11,14,0.756
31,12,10,0.867
