"","SECCION","munn.x","edon.x","disloc2018","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"59",766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"60",767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"61",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"62",769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"63",779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"64",780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"65",781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"66",782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"67",783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"68",784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"69",785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"70",792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"71",793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"72",794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"73",795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"74",796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"75",830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"76",831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"77",832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"78",833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"79",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"80",883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"81",884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"82",885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"83",886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"84",887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"85",888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"86",889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"87",890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"88",891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"89",892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"90",893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"91",894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"92",895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"93",896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"94",912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"95",913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"96",914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"97",915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"98",916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"99",917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"100",918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"101",919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"102",920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"103",921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"104",2209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"105",2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"106",2211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"107",2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"108",2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"109",2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"110",2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"111",2216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"112",2217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"113",2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"114",2253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"115",2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"116",2255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"117",2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"118",2257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"119",2258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"120",2259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"121",2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"122",2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"123",2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"124",2296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"125",2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"126",2298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"127",2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"128",2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"129",2335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"130",2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"131",2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"132",2338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"133",2339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"134",2340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"135",2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"136",2342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"137",2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"138",2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"139",2345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"140",2346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"141",2347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"142",2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"143",2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"144",2363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"145",2364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"146",2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"147",2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"148",2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"149",2368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"150",2369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"151",2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"152",2371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"153",2372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"154",2373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"155",2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"156",2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"157",2376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"158",2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"159",2378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"160",2379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"161",2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"162",2381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"163",2382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"164",2383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"165",2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"166",2385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"167",2386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"168",2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"169",2388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"170",2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"171",2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"172",2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"173",2521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"174",2522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"175",2523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"176",2524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"177",2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"178",2526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"179",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"180",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"181",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"182",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"183",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"184",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"185",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"186",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"187",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"188",461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"189",462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"190",463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"191",464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"192",465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"193",466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"194",467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"195",468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"196",469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"197",470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"198",471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"199",472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"200",473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"201",474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"202",475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"203",476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"204",477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"205",478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"206",479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"207",480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"208",481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"209",482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"210",483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"211",484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"212",485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"213",486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"214",487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"215",488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"216",712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"217",713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"218",714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"219",715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"220",716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"221",717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"222",718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"223",719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"224",720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"225",721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"226",722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"227",723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"228",724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"229",725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"230",726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"231",809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"232",810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"233",811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"234",812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"235",813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"236",814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"237",815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"238",816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"239",817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"240",818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"241",819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"242",821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"243",822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"244",846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"245",847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"246",848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"247",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"248",851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"249",852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"250",853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"251",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"252",855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"253",856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"254",875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"255",876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"256",877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"257",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"258",879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"259",880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"260",881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"261",882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"262",1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"263",1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"264",1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"265",1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"266",1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"267",1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"268",1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"269",1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"270",1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"271",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"272",1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"273",1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"274",1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"275",1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"276",1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"277",1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"278",1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"279",1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"280",1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"281",1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"282",1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"283",1852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"284",1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"285",1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"286",1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"287",1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"288",1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"289",1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"290",1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"291",1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"292",1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"293",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"294",1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"295",2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"296",2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"297",2119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"298",2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"299",2121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"300",2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"301",2123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"302",2124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"303",2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"304",2126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"305",2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"306",2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"307",2129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"308",2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"309",2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"310",2460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"311",2461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
