"","SECCION","munn.x","edon.x","disloc2018","disloc2010","escenario1","escenario2","escenario3_tribunal","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"305",986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"306",987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"307",988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"308",989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"309",990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"310",991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"311",992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"312",993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"313",994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"314",995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"315",996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"316",997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"317",998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"318",1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"319",1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"320",1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"321",1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"322",1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"323",1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"324",1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"325",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"326",1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"327",1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"328",1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"329",1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"330",1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"331",1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"332",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"333",1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"334",1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"335",1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"336",1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"337",1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"338",1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"339",1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"340",1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"341",1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"342",1231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"343",1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"344",1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"345",1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"346",1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"347",1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"348",1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"349",1259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"350",1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"351",1261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"352",1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"353",1263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"354",1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"355",1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"356",1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"357",1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"358",1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"359",1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"360",1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"361",1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"362",1316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"363",1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"364",1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"365",1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"366",1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"367",1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"368",1476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"369",1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"370",1478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"371",1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"372",1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"373",1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"374",1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"375",1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"376",1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"377",1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"378",1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"379",1543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"380",1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"381",1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"382",1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"383",1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"384",1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"385",1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"386",1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"387",1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"388",1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"389",1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"390",1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"391",1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"392",1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"393",1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"394",1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"395",1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"396",1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"397",1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"398",1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"399",1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"400",1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"401",1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"402",1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"403",1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"404",1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"405",1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"406",1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"407",1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"408",1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"409",1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"410",1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"411",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"412",2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"413",2132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"414",2272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"415",2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"416",2326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"417",2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"418",2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"419",2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"420",2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"421",2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"422",2406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"423",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"424",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"425",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"426",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"427",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"428",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"429",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"430",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"431",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"432",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"433",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"434",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"435",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"436",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"437",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"438",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"439",202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"440",203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"441",204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"442",205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"443",206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"444",207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"445",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"446",209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"447",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"448",211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"449",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"450",213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"451",214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"452",215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"453",216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"454",217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"455",218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"456",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"457",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"458",221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"459",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"460",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"461",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"462",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"463",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"464",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"465",228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"466",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"467",230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"468",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"469",926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"470",1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"471",2451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"472",365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"473",366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"474",367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"475",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"476",369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"477",370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"478",371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"479",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"480",387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"481",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"482",459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"483",460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"484",666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"485",667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"486",719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"487",720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"488",741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"489",742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"490",743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"491",749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"492",750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"493",751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"494",752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"495",756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"496",764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"497",765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"498",776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"499",801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"500",802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"501",810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"502",837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"503",862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"504",863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"505",864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"506",865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"507",876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"508",891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"509",892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"510",896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"511",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"512",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"513",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"514",903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"515",904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"516",905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"517",906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"518",924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"519",925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"520",927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"521",928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"522",929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"523",930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"524",941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"525",942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"526",978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"527",982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"528",983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"529",984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"530",985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"531",999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"532",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"533",1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"534",1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"535",1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"536",1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"537",1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"538",1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"539",1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"540",1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"541",1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"542",1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"543",1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"544",1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"545",1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"546",1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"547",1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"548",1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"549",1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"550",1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"551",1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"552",1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"553",1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"554",1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"555",1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"556",1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"557",1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"558",1319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"559",1324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"560",1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"561",1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"562",1327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"563",1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"564",1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"565",1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"566",1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"567",1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"568",1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"569",1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"570",1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"571",1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"572",1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"573",1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"574",1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"575",1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"576",1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"577",1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"578",1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"579",1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"580",1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"581",1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"582",1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"583",1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"584",1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"585",1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"586",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"587",1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"588",1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"589",1483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"590",1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"591",1497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"592",1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"593",1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"594",1558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"595",1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"596",1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"597",1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"598",1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"599",1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"600",1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"601",1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"602",1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"603",1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"604",1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"605",1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"606",1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"607",1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"608",1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"609",1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"610",1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"611",1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"612",1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"613",1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"614",1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"615",1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
