"","SECCION","munn.x","edon.x","disloc2018","disloc2010","escenario1","escenario2","escenario3_tribunal","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"616",1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"617",1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"618",1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"619",1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"620",1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"621",1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"622",1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"623",1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"624",1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"625",1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"626",1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"627",1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"628",1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"629",1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"630",1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"631",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"632",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"633",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"634",1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"635",1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"636",1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"637",1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"638",1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"639",1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"640",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"641",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"642",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"643",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"644",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"645",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"646",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"647",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"648",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"649",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"650",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"651",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"652",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"653",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"654",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"655",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"656",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"657",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"658",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"659",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"660",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"661",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"662",2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"663",2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"664",2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"665",2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"666",2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"667",2076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"668",2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"669",2113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"670",2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"671",2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"672",2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"673",2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"674",2126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"675",2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"676",2135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"677",2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"678",2137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"679",2138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"680",2139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"681",2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"682",2141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"683",2142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"684",2143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"685",2156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"686",2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"687",2186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"688",2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"689",2188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"690",2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"691",2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"692",2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"693",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"694",2248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"695",2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"696",2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"697",2302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"698",2303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"699",2305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"700",2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"701",2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"702",2308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"703",2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"704",2310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"705",2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"706",2322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"707",2323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"708",2335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"709",2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"710",2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"711",2338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"712",2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"713",2393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"714",2408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"715",2409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"716",2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"717",2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"718",2422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"719",2435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"720",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"721",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"722",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"723",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"724",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"725",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"726",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"727",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"728",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"729",277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"730",278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"731",279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"732",280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"733",281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"734",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"735",378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"736",379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"737",454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"738",455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"739",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"740",469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"741",617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"742",618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"743",619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"744",620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"745",621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"746",622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"747",623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"748",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"749",625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"750",626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"751",627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"752",628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"753",629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"754",630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"755",631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"756",668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"757",736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"758",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"759",747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"760",748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"761",757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"762",758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"763",762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"764",766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"765",767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"766",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"767",769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"768",792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"769",793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"770",795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"771",796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"772",797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"773",809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"774",811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"775",836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"776",841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"777",842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"778",843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"779",844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"780",845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"781",846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"782",874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"783",893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"784",914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"785",915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"786",916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"787",931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"788",934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"789",935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"790",936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"791",937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"792",979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"793",980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"794",1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"795",1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"796",1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"797",1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"798",1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"799",1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"800",1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"801",1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"802",1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"803",1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"804",1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"805",1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"806",1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"807",1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"808",1213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"809",1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"810",1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"811",1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"812",1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"813",1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"814",1227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"815",1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"816",1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"817",1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"818",1241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"819",1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"820",1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"821",1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"822",1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"823",1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"824",1318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"825",1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"826",1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"827",1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"828",1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"829",1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"830",1352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"831",1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"832",1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"833",1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"834",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"835",1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"836",1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"837",1407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"838",1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"839",1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"840",1437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"841",1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"842",1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"843",1442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"844",1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"845",1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"846",1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"847",1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"848",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"849",1448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"850",1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"851",1453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"852",1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"853",1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"854",1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"855",1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"856",1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"857",1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"858",1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"859",1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"860",1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"861",1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"862",1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"863",1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"864",1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"865",1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"866",1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"867",1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"868",1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"869",1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"870",1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"871",1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"872",1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"873",1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"874",1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"875",1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"876",1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"877",1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"878",1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"879",1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"880",1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"881",1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"882",1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"883",1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"884",1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"885",1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"886",1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"887",1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"888",1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"889",1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"890",1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"891",1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"892",1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"893",1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"894",1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"895",1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"896",1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"897",1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"898",1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"899",1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"900",1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"901",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"902",1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"903",1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"904",1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"905",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"906",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"907",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"908",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"909",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"910",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"911",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"912",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"913",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"914",2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"915",2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"916",2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"917",2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"918",2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"919",2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"920",2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"921",2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"922",2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"923",2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"924",2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"925",2168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
