"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",821,14,10,2,4,5,2,2,1613,0.392,0.380636327604223,0.0113636723957771,0,1,0
"2",822,14,10,2,4,5,2,2,2363,0.392,0.380636327604223,0.0113636723957771,0,1,0
"3",823,14,10,2,4,5,2,2,1231,0.392,0.380636327604223,0.0113636723957771,0,1,0
"4",824,14,10,2,4,5,2,2,1273,0.392,0.380636327604223,0.0113636723957771,0,1,0
"5",825,14,10,2,4,5,2,2,1806,0.392,0.380636327604223,0.0113636723957771,0,1,0
"6",826,14,10,2,4,5,2,2,1666,0.392,0.380636327604223,0.0113636723957771,0,1,0
"7",827,14,10,2,4,5,2,2,1470,0.392,0.380636327604223,0.0113636723957771,0,1,0
"8",828,15,10,5,15,4,5,5,929,0.295,0.286475108417235,0.00852489158276482,0,1,0
"9",829,15,10,5,15,4,5,5,983,0.295,0.286475108417235,0.00852489158276482,0,1,0
"10",830,15,10,5,15,4,5,5,1473,0.295,0.286475108417235,0.00852489158276482,0,1,0
"11",831,15,10,5,15,4,5,5,727,0.295,0.286475108417235,0.00852489158276482,0,1,0
"12",832,15,10,5,15,4,5,5,310,0.295,0.286475108417235,0.00852489158276482,0,1,0
"13",833,15,10,5,15,4,5,5,817,0.295,0.286475108417235,0.00852489158276482,0,1,0
"14",834,15,10,5,15,4,5,5,777,0.295,0.286475108417235,0.00852489158276482,0,1,0
"15",835,15,10,5,15,4,5,5,559,0.295,0.286475108417235,0.00852489158276482,0,1,0
"16",836,15,10,5,15,4,5,5,688,0.295,0.286475108417235,0.00852489158276482,0,1,0
"17",837,15,10,5,15,4,5,5,894,0.295,0.286475108417235,0.00852489158276482,0,1,0
"18",838,15,10,5,15,4,5,5,609,0.295,0.286475108417235,0.00852489158276482,0,1,0
"19",839,15,10,5,15,4,5,5,1370,0.295,0.286475108417235,0.00852489158276482,0,1,0
"20",840,15,10,5,15,4,5,5,856,0.295,0.286475108417235,0.00852489158276482,0,1,0
"21",841,15,10,5,15,4,5,5,288,0.295,0.286475108417235,0.00852489158276482,0,1,0
"22",842,15,10,5,15,4,5,5,454,0.295,0.286475108417235,0.00852489158276482,0,1,0
"23",843,15,10,5,15,4,5,5,154,0.295,0.286475108417235,0.00852489158276482,0,1,0
"24",844,15,10,5,15,4,5,5,523,0.295,0.286475108417235,0.00852489158276482,0,1,0
"25",845,16,10,2,3,5,2,2,1112,0.392,0.380636327604223,0.0113636723957771,0,1,0
"26",846,16,10,2,3,5,2,2,2840,0.392,0.380636327604223,0.0113636723957771,0,1,0
"27",847,16,10,2,3,5,2,2,1358,0.392,0.380636327604223,0.0113636723957771,0,1,0
