"","SECCION","munn.x","edon.x","disloc2017","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"71",1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"72",1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"73",1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"74",1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"75",1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"76",1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"77",1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"78",1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"79",1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"80",1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"81",1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"82",1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"83",1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"84",1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"85",1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"86",1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"87",1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"88",1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"89",1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"90",1752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"91",1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"92",1754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"93",1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"94",1756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"95",1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"96",1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"97",1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"98",1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"99",1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"100",1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"101",1763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"102",1764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"103",1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"104",1766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"105",1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"106",1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"107",1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"108",1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"109",1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"110",1772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"111",1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"112",1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"113",1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"114",1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"115",1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"116",1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"117",1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"118",1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"119",1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"120",1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"121",1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"122",1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"123",1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"124",1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"125",1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"126",1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"127",1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"128",1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"129",1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"130",1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"131",1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"132",1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"133",1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"134",1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"135",1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"136",1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"137",1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"138",1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"139",1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"140",1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"141",1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"142",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"143",1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"144",1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"145",1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"146",1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"147",1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"148",1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"149",1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"150",1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"151",1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"152",1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"153",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"154",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"155",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"156",1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"157",1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"158",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"159",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"160",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"161",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"162",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"163",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"164",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"165",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"166",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"167",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"168",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"169",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"170",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"171",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"172",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"173",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"174",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"175",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"176",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"177",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"178",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"179",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"180",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"181",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"182",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"183",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"184",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"185",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"186",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"187",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"188",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"189",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"190",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"191",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"192",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"193",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"194",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"195",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"196",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"197",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"198",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"199",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"200",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"201",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"202",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"203",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"204",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"205",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"206",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"207",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"208",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"209",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"210",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"211",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"212",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"213",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"214",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"215",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"216",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"217",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"218",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"219",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"220",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"221",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"222",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"223",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"224",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"225",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"226",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"227",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"228",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"229",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"230",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"231",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"232",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"233",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"234",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"235",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"236",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"237",2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"238",2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"239",2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"240",2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"241",2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"242",2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"243",2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"244",2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"245",2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"246",2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"247",2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"248",2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"249",2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"250",2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"251",2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"252",2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"253",2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"254",2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"255",2043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"256",2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"257",2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"258",2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"259",2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"260",2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"261",2049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"262",2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"263",2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"264",2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"265",2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"266",2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"267",2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"268",2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"269",2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"270",2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"271",2059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"272",2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"273",2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"274",2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"275",2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"276",2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"277",2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"278",2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"279",2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"280",2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"281",2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"282",2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"283",2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"284",2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"285",2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"286",2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"287",2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"288",2076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"289",2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"290",2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"291",2079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"292",2080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"293",2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"294",2082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"295",2083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"296",2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"297",2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"298",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"299",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"300",2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"301",2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"302",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"303",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"304",2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"305",2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"306",2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"307",2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
