"","SECCION","munn.x","edon.x","edo.x","disloc2018.x","disloc2012.x","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"285",1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"286",1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"287",1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"288",1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"289",1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"290",1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"291",1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"292",1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"293",1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"294",1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"295",1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"296",1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"297",1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"298",1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"299",1407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"300",1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"301",1409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"302",1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"303",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"304",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"305",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"306",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"307",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"308",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"309",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"310",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"311",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"312",375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"313",376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"314",377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"315",378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"316",379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"317",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"318",718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"319",719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"320",720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"321",721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"322",722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"323",723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"324",724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"325",725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"326",726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"327",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"328",728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"329",729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"330",730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"331",731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"332",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"333",733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"334",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"335",735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"336",736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"337",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"338",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"339",739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"340",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"341",741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"342",742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"343",743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"344",744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"345",745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"346",746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"347",747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"348",748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"349",749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"350",750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"351",751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"352",752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"353",753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"354",754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"355",755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"356",756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"357",757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"358",758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"359",759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"360",815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"361",816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"362",817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"363",818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"364",819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"365",820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"366",821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"367",822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"368",823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"369",824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"370",825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"371",826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"372",827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"373",828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"374",829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"375",830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"376",831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"377",832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"378",833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"379",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"380",835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"381",836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"382",837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"383",838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"384",839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"385",840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"386",841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"387",842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"388",843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"389",844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"390",845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"391",846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"392",847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"393",848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"394",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"395",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"396",851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"397",852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"398",853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"399",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"400",855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"401",856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"402",857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"403",858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"404",859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"405",860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"406",861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"407",862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"408",863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"409",864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"410",865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"411",866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"412",867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"413",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"414",869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"415",870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"416",871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"417",872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"418",873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"419",874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"420",875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"421",876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"422",877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"423",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"424",879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"425",880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"426",881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"427",925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"428",926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"429",927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"430",928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"431",929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"432",930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"433",931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"434",932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"435",933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"436",934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"437",935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"438",936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"439",937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"440",938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"441",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"442",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"443",941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"444",942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"445",943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"446",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"447",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"448",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"449",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"450",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"451",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"452",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"453",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"454",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"455",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"456",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"457",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"458",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"459",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"460",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"461",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"462",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"463",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"464",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"465",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"466",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"467",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"468",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"469",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"470",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"471",235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"472",236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"473",237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"474",238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"475",317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"476",318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"477",319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"478",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"479",321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"480",322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"481",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"482",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"483",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"484",326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"485",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"486",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"487",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"488",330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"489",621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"490",622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"491",623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"492",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"493",625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"494",626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"495",636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"496",637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"497",669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"498",670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"499",671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"500",672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"501",673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"502",674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"503",675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"504",676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"505",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"506",678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"507",679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"508",680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"509",681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"510",885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"511",886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"512",887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"513",888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"514",889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"515",890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"516",891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"517",892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"518",893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"519",894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"520",895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"521",896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"522",897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"523",898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"524",899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"525",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"526",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"527",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"528",903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"529",904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"530",905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"531",906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"532",907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"533",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"534",909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"535",910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"536",911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"537",912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"538",913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"539",914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"540",915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"541",916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"542",917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"543",918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"544",919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"545",920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"546",921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"547",922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"548",990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"549",991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"550",992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"551",993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"552",994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"553",995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"554",996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"555",997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"556",998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"557",999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"558",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"559",1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"560",1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"561",1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"562",1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"563",1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"564",1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"565",1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"566",1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"567",1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"568",1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"569",1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"570",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"571",1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"572",1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"573",1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"574",1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"575",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"576",1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"577",1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"578",1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"579",1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
