"","SECCION","munn.x","edon.x","edo.x","disloc2018","disloc2011","escenario1","escenario2","escenario3","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"66",68,1,2,"bc",4,12,6,6,6,488,0.396,0.271406105959547,0.124593894040453,1,0,0
"67",69,1,2,"bc",4,12,6,6,6,660,0.396,0.271406105959547,0.124593894040453,1,0,0
"68",70,1,2,"bc",4,12,6,6,6,510,0.396,0.271406105959547,0.124593894040453,1,0,0
"69",71,1,2,"bc",4,12,6,6,6,165,0.396,0.271406105959547,0.124593894040453,1,0,0
"70",72,1,2,"bc",4,12,6,6,6,517,0.396,0.271406105959547,0.124593894040453,1,0,0
"71",73,1,2,"bc",4,12,6,6,6,766,0.396,0.271406105959547,0.124593894040453,1,0,0
"72",74,1,2,"bc",4,12,6,6,6,147,0.396,0.261352319199881,0.134647680800119,1,0,0
"73",75,1,2,"bc",1,13,6,6,6,1123,0.396,0.793301512822587,0.397301512822587,0,0,1
"74",76,1,2,"bc",1,13,6,6,6,1722,0.396,0.793301512822587,0.397301512822587,0,0,0
"75",77,1,2,"bc",1,13,6,6,6,844,0.396,0.793301512822587,0.397301512822587,0,0,0
"76",78,1,2,"bc",1,13,6,6,6,1343,0.396,0.793301512822587,0.397301512822587,0,0,0
"77",79,1,2,"bc",1,13,6,6,6,615,0.396,0.271406105959547,0.124593894040453,0,0,0
"78",80,1,2,"bc",1,13,6,6,6,1236,0.396,0.271406105959547,0.124593894040453,0,0,0
"79",81,1,2,"bc",1,13,6,6,6,920,0.396,0.793301512822587,0.397301512822587,0,0,0
"80",82,1,2,"bc",1,13,6,6,6,938,0.396,0.793301512822587,0.397301512822587,0,0,0
"81",83,1,2,"bc",1,13,6,6,6,3274,0.396,0.271406105959547,0.124593894040453,0,0,1
"82",84,1,2,"bc",1,13,6,6,6,394,0.396,0.271406105959547,0.124593894040453,1,0,0
"83",85,1,2,"bc",1,13,6,6,6,1711,0.396,0.271406105959547,0.124593894040453,1,0,0
"84",86,1,2,"bc",1,13,6,6,6,159,0.396,0.271406105959547,0.124593894040453,1,0,0
"85",87,1,2,"bc",1,13,7,7,7,398,0.324,0.271406105959547,0.052593894040453,1,0,0
"86",88,1,2,"bc",1,13,6,6,6,1850,0.396,0.271406105959547,0.124593894040453,0,0,1
"87",89,1,2,"bc",1,13,6,6,6,988,0.396,0.271406105959547,0.124593894040453,0,0,0
"88",90,1,2,"bc",1,13,6,6,6,682,0.396,0.271406105959547,0.124593894040453,0,0,0
"89",91,1,2,"bc",1,13,6,6,6,837,0.396,0.271406105959547,0.124593894040453,0,0,1
"90",92,1,2,"bc",3,14,6,6,6,1871,0.396,0.793301512822587,0.397301512822587,0,0,1
"91",93,1,2,"bc",3,14,6,6,6,636,0.396,0.793301512822587,0.397301512822587,0,0,0
"92",94,1,2,"bc",3,14,6,6,6,4038,0.396,0.793301512822587,0.397301512822587,0,0,0
"93",95,1,2,"bc",3,14,6,6,6,943,0.396,0.793301512822587,0.397301512822587,0,0,0
"94",96,1,2,"bc",3,14,6,6,6,1489,0.396,0.793301512822587,0.397301512822587,0,0,0
"95",97,1,2,"bc",3,14,6,6,6,1110,0.396,0.793301512822587,0.397301512822587,0,0,0
"96",98,1,2,"bc",3,14,6,6,6,2982,0.396,0.793301512822587,0.397301512822587,0,0,0
"97",99,1,2,"bc",3,14,6,6,6,957,0.396,0.793301512822587,0.397301512822587,1,0,0
"98",101,1,2,"bc",3,14,6,6,6,1016,0.396,0.793301512822587,0.397301512822587,1,0,0
"99",102,1,2,"bc",3,14,6,6,6,3100,0.396,0.793301512822587,0.397301512822587,1,0,0
"100",103,1,2,"bc",3,14,6,6,6,2318,0.396,0.793301512822587,0.397301512822587,0,0,0
"101",104,1,2,"bc",3,14,6,6,6,8958,0.396,0.793301512822587,0.397301512822587,0,0,1
"102",105,1,2,"bc",3,15,6,6,6,302,0.396,0.271406105959547,0.124593894040453,1,0,0
"103",107,1,2,"bc",3,15,6,6,6,498,0.396,0.271406105959547,0.124593894040453,0,0,0
"104",108,1,2,"bc",3,15,6,6,6,1379,0.396,0.271406105959547,0.124593894040453,0,0,1
"105",109,1,2,"bc",3,15,6,6,6,831,0.396,0.271406105959547,0.124593894040453,0,0,1
"106",110,1,2,"bc",3,15,6,6,6,309,0.396,0.793301512822587,0.397301512822587,1,0,0
"107",111,1,2,"bc",1,15,7,7,7,466,0.324,0.793301512822587,0.469301512822587,1,0,0
"108",112,1,2,"bc",3,15,7,7,7,667,0.324,0.271406105959547,0.052593894040453,0,0,0
"109",113,1,2,"bc",3,15,7,7,7,1114,0.324,0.271406105959547,0.052593894040453,1,0,0
"110",114,1,2,"bc",3,15,6,6,6,967,0.396,0.271406105959547,0.124593894040453,1,0,0
"111",115,1,2,"bc",3,15,6,6,6,256,0.396,0.271406105959547,0.124593894040453,1,0,0
"112",116,1,2,"bc",3,15,7,7,7,1487,0.324,0.271406105959547,0.052593894040453,0,0,1
"113",117,1,2,"bc",1,15,7,7,7,750,0.324,0.271406105959547,0.052593894040453,1,0,0
"114",118,1,2,"bc",1,15,6,6,6,551,0.396,0.271406105959547,0.124593894040453,1,0,0
"115",119,1,2,"bc",1,15,6,6,6,408,0.396,0.271406105959547,0.124593894040453,1,0,0
"116",120,1,2,"bc",3,15,6,6,6,800,0.396,0.271406105959547,0.124593894040453,1,0,0
"117",184,1,2,"bc",15,3,8,8,8,295,0.586,0.549163710086163,0.0368362899138369,0,0,0
"118",185,1,2,"bc",15,3,8,8,8,821,0.586,0.549163710086163,0.0368362899138369,0,0,0
"119",186,1,2,"bc",13,3,8,8,8,1024,0.586,0.266992142802655,0.319007857197345,0,0,0
"120",187,1,2,"bc",15,3,8,8,8,944,0.586,0.549163710086163,0.0368362899138369,0,0,0
"121",190,1,2,"bc",13,3,8,8,8,1363,0.586,0.266992142802655,0.319007857197345,0,0,0
"122",191,1,2,"bc",13,3,8,8,8,1121,0.586,0.266992142802655,0.319007857197345,0,0,0
"123",207,1,2,"bc",15,5,7,7,7,704,0.324,0.549163710086163,0.225163710086163,0,0,0
"124",208,1,2,"bc",15,5,6,6,6,848,0.396,0.549163710086163,0.153163710086163,0,0,0
"125",209,1,2,"bc",15,5,7,7,7,2143,0.324,0.549163710086163,0.225163710086163,0,0,0
"126",210,1,2,"bc",15,5,8,8,8,5261,0.586,0.549163710086163,0.0368362899138369,0,0,0
"127",211,2,2,"bc",13,5,1,1,1,1538,0.722,0.266992142802655,0.455007857197345,0,0,0
"128",212,2,2,"bc",13,5,1,1,1,1152,0.722,0.266992142802655,0.455007857197345,0,0,0
"129",213,2,2,"bc",13,5,1,1,1,1492,0.722,0.266992142802655,0.455007857197345,0,0,0
"130",214,2,2,"bc",13,5,1,1,1,1073,0.722,0.266992142802655,0.455007857197345,0,0,0
"131",215,2,2,"bc",13,5,1,1,1,969,0.722,0.266992142802655,0.455007857197345,0,0,0
"132",216,2,2,"bc",13,5,1,1,1,605,0.722,0.266992142802655,0.455007857197345,0,0,0
"133",217,2,2,"bc",13,5,5,5,5,5115,0.444,0.266992142802655,0.177007857197345,0,0,0
"134",218,2,2,"bc",15,5,5,5,5,3567,0.444,0.549163710086163,0.105163710086163,0,0,1
"135",219,2,2,"bc",13,5,5,5,5,1424,0.444,0.266992142802655,0.177007857197345,0,0,0
"136",220,2,2,"bc",13,5,5,5,5,1260,0.444,0.266992142802655,0.177007857197345,0,0,0
"137",221,2,2,"bc",13,5,5,5,5,1037,0.444,0.266992142802655,0.177007857197345,0,0,0
"138",222,2,2,"bc",13,5,5,5,5,1097,0.444,0.266992142802655,0.177007857197345,0,0,0
"139",223,2,2,"bc",13,5,5,5,5,1295,0.444,0.266992142802655,0.177007857197345,0,0,0
"140",224,2,2,"bc",13,5,5,5,5,572,0.444,0.266992142802655,0.177007857197345,0,0,0
"141",225,2,2,"bc",13,5,5,5,5,659,0.444,0.266992142802655,0.177007857197345,0,0,0
"142",226,2,2,"bc",13,4,5,5,5,1407,0.444,0.266992142802655,0.177007857197345,0,0,0
"143",227,2,2,"bc",13,4,5,5,5,1814,0.444,0.266992142802655,0.177007857197345,0,0,0
"144",228,2,2,"bc",13,4,1,1,1,2230,0.722,0.266992142802655,0.455007857197345,0,0,0
"145",229,2,2,"bc",13,4,1,1,1,855,0.722,0.266992142802655,0.455007857197345,0,0,0
"146",230,2,2,"bc",13,4,1,1,1,853,0.722,0.266992142802655,0.455007857197345,0,0,0
"147",231,2,2,"bc",13,4,1,1,1,603,0.722,0.266992142802655,0.455007857197345,0,0,0
"148",232,2,2,"bc",16,4,1,1,1,1367,0.722,0.414056498167212,0.307943501832788,0,0,0
"149",233,2,2,"bc",16,4,1,1,1,470,0.722,0.414056498167212,0.307943501832788,0,0,0
"150",234,2,2,"bc",16,4,1,1,1,940,0.722,0.414056498167212,0.307943501832788,0,0,0
"151",235,2,2,"bc",16,4,1,1,1,1231,0.722,0.414056498167212,0.307943501832788,0,0,0
"152",236,2,2,"bc",16,4,1,1,1,525,0.722,0.414056498167212,0.307943501832788,0,0,0
"153",237,2,2,"bc",16,4,1,1,1,1252,0.722,0.414056498167212,0.307943501832788,0,0,0
"154",238,2,2,"bc",16,4,1,1,1,964,0.722,0.414056498167212,0.307943501832788,0,0,0
"155",239,2,2,"bc",16,4,1,1,1,1378,0.722,0.414056498167212,0.307943501832788,0,0,0
"156",240,2,2,"bc",16,4,5,5,5,644,0.444,0.414056498167212,0.029943501832788,0,0,0
"157",241,2,2,"bc",16,4,5,5,5,734,0.444,0.414056498167212,0.029943501832788,0,0,0
"158",242,2,2,"bc",16,4,5,5,5,978,0.444,0.414056498167212,0.029943501832788,0,0,0
"159",243,2,2,"bc",16,4,5,5,5,789,0.444,0.414056498167212,0.029943501832788,0,0,0
"160",244,2,2,"bc",16,4,5,5,5,835,0.444,0.414056498167212,0.029943501832788,0,0,0
"161",245,2,2,"bc",16,4,5,5,5,710,0.444,0.414056498167212,0.029943501832788,0,0,0
"162",246,2,2,"bc",16,4,5,5,5,1119,0.444,0.414056498167212,0.029943501832788,0,0,0
"163",247,2,2,"bc",16,4,5,5,5,1101,0.444,0.414056498167212,0.029943501832788,0,0,0
"164",255,2,2,"bc",12,4,1,1,1,2476,0.722,0.511591926116348,0.210408073883652,1,0,0
"165",256,2,2,"bc",15,5,1,1,1,2679,0.722,0.549163710086163,0.172836289913837,0,0,1
"166",257,2,2,"bc",15,5,1,1,1,1351,0.722,0.549163710086163,0.172836289913837,0,0,0
"167",258,2,2,"bc",15,5,1,1,1,410,0.722,0.549163710086163,0.172836289913837,1,0,0
"168",259,2,2,"bc",15,5,1,1,1,207,0.722,0.549163710086163,0.172836289913837,1,0,0
"169",260,2,2,"bc",15,5,1,1,1,417,0.722,0.549163710086163,0.172836289913837,1,0,0
"170",261,2,2,"bc",15,5,1,1,1,804,0.722,0.549163710086163,0.172836289913837,1,0,0
"171",262,2,2,"bc",15,5,1,1,1,241,0.722,0.549163710086163,0.172836289913837,1,0,0
"172",263,2,2,"bc",15,5,5,5,5,249,0.444,0.549163710086163,0.105163710086163,1,0,0
"173",264,2,2,"bc",15,5,5,5,5,197,0.444,0.549163710086163,0.105163710086163,1,0,0
"174",265,2,2,"bc",15,5,5,5,5,568,0.444,0.549163710086163,0.105163710086163,1,0,0
"175",266,2,2,"bc",15,5,5,5,5,703,0.444,0.549163710086163,0.105163710086163,1,0,0
"176",267,2,2,"bc",12,6,5,5,5,2090,0.444,0.511591926116348,0.067591926116348,1,0,0
"177",274,2,2,"bc",12,6,5,5,5,2168,0.444,0.511591926116348,0.067591926116348,1,0,0
"178",288,2,2,"bc",15,5,1,1,1,1231,0.722,0.549163710086163,0.172836289913837,0,0,1
"179",289,2,2,"bc",15,5,1,1,1,2140,0.722,0.549163710086163,0.172836289913837,0,0,0
"180",348,2,2,"bc",15,5,1,1,1,797,0.722,0.549163710086163,0.172836289913837,0,0,0
"181",349,2,2,"bc",15,5,1,1,1,824,0.722,0.549163710086163,0.172836289913837,0,0,0
"182",350,2,2,"bc",15,5,1,1,1,663,0.722,0.549163710086163,0.172836289913837,0,0,0
"183",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"184",441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"185",442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"186",443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"187",444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"188",445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"189",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"190",447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"191",448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"192",449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"193",450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"194",451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"195",452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"196",453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"197",454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"198",455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"199",456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"200",457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"201",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"202",459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"203",460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"204",461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"205",462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"206",463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"207",464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"208",465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"209",466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"210",467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"211",468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"212",469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"213",470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"214",471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"215",472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"216",473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"217",474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"218",475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"219",476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"220",477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"221",478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"222",479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"223",480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"224",481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"225",482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"226",483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"227",484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"228",485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"229",486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"230",487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"231",488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"232",489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"233",490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"234",491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"235",492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"236",493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"237",494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"238",495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"239",337,2,2,"bc",1,11,5,5,5,72,0.444,0.261352319199881,0.182647680800119,1,0,0
"240",338,2,2,"bc",1,12,5,5,5,4096,0.444,0.261352319199881,0.182647680800119,0,0,1
"241",339,2,2,"bc",1,12,5,5,5,4873,0.444,0.261352319199881,0.182647680800119,0,0,0
"242",340,2,2,"bc",1,12,5,5,5,1310,0.444,0.261352319199881,0.182647680800119,0,0,0
"243",341,2,2,"bc",1,12,5,5,5,981,0.444,0.261352319199881,0.182647680800119,0,0,0
"244",342,2,2,"bc",1,12,5,5,5,1115,0.444,0.261352319199881,0.182647680800119,0,0,0
"245",343,2,2,"bc",1,12,5,5,5,890,0.444,0.261352319199881,0.182647680800119,0,0,0
"246",344,2,2,"bc",1,12,5,5,5,1756,0.444,0.261352319199881,0.182647680800119,0,0,0
"247",345,2,2,"bc",1,12,5,5,5,435,0.444,0.261352319199881,0.182647680800119,1,0,0
"248",346,2,2,"bc",1,12,1,1,1,792,0.722,0.261352319199881,0.460647680800119,1,0,0
"249",347,2,2,"bc",1,12,1,1,1,344,0.722,0.261352319199881,0.460647680800119,1,0,0
"250",121,1,2,"bc",12,1,6,6,6,1400,0.396,0.511591926116348,0.115591926116348,0,0,1
"251",122,1,2,"bc",11,1,7,7,7,949,0.324,0.428935756111475,0.104935756111475,0,0,0
"252",123,NA,NA,NA,11,1,NA,NA,NA,902,NA,0.428935756111475,NA,0,0,0
"253",124,1,2,"bc",11,1,7,7,7,1265,0.324,0.428935756111475,0.104935756111475,0,0,0
"254",125,1,2,"bc",11,1,7,7,7,606,0.324,0.428935756111475,0.104935756111475,0,0,0
"255",126,1,2,"bc",11,1,8,8,8,861,0.586,0.428935756111475,0.157064243888525,0,0,0
"256",127,1,2,"bc",11,1,7,7,7,870,0.324,0.428935756111475,0.104935756111475,0,0,0
"257",128,1,2,"bc",11,1,7,7,7,825,0.324,0.428935756111475,0.104935756111475,0,0,0
"258",129,1,2,"bc",11,1,7,7,7,1251,0.324,0.428935756111475,0.104935756111475,0,0,0
"259",130,1,2,"bc",12,1,7,7,7,557,0.324,0.511591926116348,0.187591926116348,0,0,0
"260",131,1,2,"bc",12,1,7,7,7,764,0.324,0.511591926116348,0.187591926116348,0,0,0
"261",132,1,2,"bc",12,1,7,7,7,557,0.324,0.511591926116348,0.187591926116348,0,0,0
"262",133,1,2,"bc",12,1,7,7,7,550,0.324,0.511591926116348,0.187591926116348,0,0,0
"263",134,1,2,"bc",12,1,8,8,8,553,0.586,0.511591926116348,0.074408073883652,0,0,0
"264",135,1,2,"bc",11,1,8,8,8,1211,0.586,0.428935756111475,0.157064243888525,0,0,0
"265",136,1,2,"bc",11,1,8,8,8,998,0.586,0.428935756111475,0.157064243888525,0,0,0
"266",137,1,2,"bc",11,1,8,8,8,950,0.586,0.428935756111475,0.157064243888525,0,0,0
"267",138,1,2,"bc",11,1,8,8,8,745,0.586,0.428935756111475,0.157064243888525,0,0,0
"268",139,1,2,"bc",11,1,8,8,8,743,0.586,0.428935756111475,0.157064243888525,0,0,0
"269",140,1,2,"bc",11,1,8,8,8,632,0.586,0.428935756111475,0.157064243888525,0,0,0
"270",141,1,2,"bc",11,1,8,8,8,1028,0.586,0.428935756111475,0.157064243888525,0,0,0
"271",142,1,2,"bc",11,1,8,8,8,1481,0.586,0.428935756111475,0.157064243888525,0,0,0
"272",143,1,2,"bc",11,1,8,8,8,2516,0.586,0.428935756111475,0.157064243888525,0,0,0
"273",144,1,2,"bc",11,1,8,8,8,2037,0.586,0.428935756111475,0.157064243888525,0,0,0
