"","SECCION","munn.x","edon.x","edo.x","disloc2018","disloc2011","escenario1","escenario2","escenario3","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"274",145,1,2,"bc",11,1,8,8,8,978,0.586,0.428935756111475,0.157064243888525,0,0,0
"275",146,1,2,"bc",11,1,8,8,8,772,0.586,0.428935756111475,0.157064243888525,0,0,0
"276",147,1,2,"bc",11,1,8,8,8,965,0.586,0.428935756111475,0.157064243888525,0,0,0
"277",148,1,2,"bc",11,1,8,8,8,659,0.586,0.428935756111475,0.157064243888525,0,0,0
"278",149,1,2,"bc",11,1,8,8,8,741,0.586,0.428935756111475,0.157064243888525,0,0,0
"279",150,1,2,"bc",11,1,8,8,8,697,0.586,0.428935756111475,0.157064243888525,0,0,0
"280",151,1,2,"bc",11,1,8,8,8,883,0.586,0.428935756111475,0.157064243888525,0,0,0
"281",152,1,2,"bc",12,1,8,8,8,1193,0.586,0.511591926116348,0.074408073883652,0,0,0
"282",153,1,2,"bc",12,1,8,8,8,2131,0.586,0.511591926116348,0.074408073883652,0,0,0
"283",154,1,2,"bc",12,1,8,8,8,1479,0.586,0.511591926116348,0.074408073883652,0,0,0
"284",155,1,2,"bc",12,1,8,8,8,1272,0.586,0.511591926116348,0.074408073883652,0,0,0
"285",156,1,2,"bc",12,1,8,8,8,4863,0.586,0.511591926116348,0.074408073883652,0,0,1
"286",157,1,2,"bc",12,1,8,8,8,1403,0.586,0.511591926116348,0.074408073883652,0,0,0
"287",158,1,2,"bc",12,1,8,8,8,891,0.586,0.511591926116348,0.074408073883652,0,0,0
"288",159,1,2,"bc",11,2,8,8,8,505,0.586,0.428935756111475,0.157064243888525,0,0,0
"289",160,1,2,"bc",11,2,8,8,8,472,0.586,0.428935756111475,0.157064243888525,0,0,0
"290",161,1,2,"bc",11,2,8,8,8,683,0.586,0.428935756111475,0.157064243888525,0,0,0
"291",162,1,2,"bc",11,2,8,8,8,915,0.586,0.428935756111475,0.157064243888525,0,0,0
"292",163,1,2,"bc",11,2,8,8,8,793,0.586,0.428935756111475,0.157064243888525,0,0,0
"293",164,1,2,"bc",11,2,8,8,8,1049,0.586,0.428935756111475,0.157064243888525,0,0,0
"294",165,1,2,"bc",11,2,8,8,8,1017,0.586,0.428935756111475,0.157064243888525,0,0,0
"295",166,1,2,"bc",11,2,7,7,7,725,0.324,0.428935756111475,0.104935756111475,0,0,0
"296",167,1,2,"bc",11,2,7,7,7,1222,0.324,0.428935756111475,0.104935756111475,0,0,0
"297",168,1,2,"bc",11,2,7,7,7,1161,0.324,0.428935756111475,0.104935756111475,0,0,0
"298",169,1,2,"bc",11,2,7,7,7,785,0.324,0.428935756111475,0.104935756111475,0,0,0
"299",170,1,2,"bc",11,2,7,7,7,639,0.324,0.428935756111475,0.104935756111475,0,0,0
"300",171,1,2,"bc",11,2,7,7,7,674,0.324,0.428935756111475,0.104935756111475,0,0,0
"301",172,1,2,"bc",11,2,6,6,6,759,0.396,0.428935756111475,0.032935756111475,0,0,0
"302",173,1,2,"bc",11,2,7,7,7,1179,0.324,0.428935756111475,0.104935756111475,0,0,0
"303",174,1,2,"bc",11,2,7,7,7,1127,0.324,0.428935756111475,0.104935756111475,0,0,0
"304",175,1,2,"bc",16,2,7,7,7,1638,0.324,0.414056498167212,0.090056498167212,0,0,0
"305",176,1,2,"bc",11,2,8,8,8,694,0.586,0.428935756111475,0.157064243888525,0,0,0
"306",177,1,2,"bc",11,2,8,8,8,666,0.586,0.428935756111475,0.157064243888525,0,0,0
"307",178,1,2,"bc",11,2,8,8,8,584,0.586,0.428935756111475,0.157064243888525,0,0,0
"308",179,1,2,"bc",16,2,8,8,8,1191,0.586,0.414056498167212,0.171943501832788,0,0,0
"309",180,1,2,"bc",16,2,8,8,8,1120,0.586,0.414056498167212,0.171943501832788,0,0,0
"310",181,1,2,"bc",16,2,8,8,8,1482,0.586,0.414056498167212,0.171943501832788,0,0,0
"311",182,1,2,"bc",16,2,8,8,8,1154,0.586,0.414056498167212,0.171943501832788,0,0,0
"312",183,1,2,"bc",16,2,8,8,8,890,0.586,0.414056498167212,0.171943501832788,0,0,0
"313",188,1,2,"bc",11,3,8,8,8,774,0.586,0.428935756111475,0.157064243888525,0,0,0
"314",189,1,2,"bc",13,3,8,8,8,1092,0.586,0.266992142802655,0.319007857197345,0,0,0
"315",192,1,2,"bc",13,3,8,8,8,920,0.586,0.266992142802655,0.319007857197345,0,0,0
"316",193,1,2,"bc",13,3,8,8,8,1066,0.586,0.266992142802655,0.319007857197345,0,0,0
"317",194,1,2,"bc",13,3,8,8,8,730,0.586,0.266992142802655,0.319007857197345,0,0,0
"318",195,1,2,"bc",13,3,8,8,8,676,0.586,0.266992142802655,0.319007857197345,0,0,0
"319",196,1,2,"bc",13,3,8,8,8,1031,0.586,0.266992142802655,0.319007857197345,0,0,0
"320",197,1,2,"bc",13,3,8,8,8,2043,0.586,0.266992142802655,0.319007857197345,0,0,0
"321",198,1,2,"bc",13,3,8,8,8,781,0.586,0.266992142802655,0.319007857197345,0,0,0
"322",199,1,2,"bc",13,3,8,8,8,698,0.586,0.266992142802655,0.319007857197345,0,0,0
"323",200,1,2,"bc",13,3,8,8,8,760,0.586,0.266992142802655,0.319007857197345,0,0,0
"324",201,1,2,"bc",13,3,8,8,8,695,0.586,0.266992142802655,0.319007857197345,0,0,0
"325",202,1,2,"bc",16,3,8,8,8,1781,0.586,0.414056498167212,0.171943501832788,0,0,0
"326",203,1,2,"bc",16,3,8,8,8,1030,0.586,0.414056498167212,0.171943501832788,0,0,0
"327",204,1,2,"bc",16,3,8,8,8,1075,0.586,0.414056498167212,0.171943501832788,0,0,0
"328",205,NA,NA,NA,16,3,NA,NA,NA,876,NA,0.414056498167212,NA,0,0,0
"329",206,1,2,"bc",16,3,7,7,7,3790,0.324,0.414056498167212,0.090056498167212,0,0,1
"330",248,2,2,"bc",16,4,5,5,5,912,0.444,0.414056498167212,0.029943501832788,0,0,0
"331",249,2,2,"bc",16,4,1,1,1,1013,0.722,0.414056498167212,0.307943501832788,0,0,0
"332",250,2,2,"bc",16,4,1,1,1,1272,0.722,0.414056498167212,0.307943501832788,0,0,0
"333",251,2,2,"bc",16,4,1,1,1,630,0.722,0.414056498167212,0.307943501832788,0,0,0
"334",254,2,2,"bc",12,4,1,1,1,430,0.722,0.511591926116348,0.210408073883652,1,0,0
"335",268,2,2,"bc",12,6,5,5,5,392,0.444,0.511591926116348,0.067591926116348,1,0,0
"336",269,2,2,"bc",12,6,5,5,5,1213,0.444,0.511591926116348,0.067591926116348,1,0,0
"337",270,2,2,"bc",12,6,5,5,5,2798,0.444,0.511591926116348,0.067591926116348,1,0,0
"338",271,2,2,"bc",12,6,5,5,5,615,0.444,0.511591926116348,0.067591926116348,1,0,0
"339",272,2,2,"bc",12,6,5,5,5,380,0.444,0.511591926116348,0.067591926116348,1,0,0
"340",273,2,2,"bc",12,6,5,5,5,201,0.444,0.511591926116348,0.067591926116348,1,0,0
"341",276,2,2,"bc",12,6,5,5,5,531,0.444,0.511591926116348,0.067591926116348,1,0,0
"342",277,2,2,"bc",12,6,1,1,1,649,0.722,0.511591926116348,0.210408073883652,1,0,0
"343",278,2,2,"bc",12,6,1,1,1,1369,0.722,0.511591926116348,0.210408073883652,1,0,0
"344",279,2,2,"bc",12,6,1,1,1,131,0.722,0.511591926116348,0.210408073883652,1,0,0
"345",280,2,2,"bc",12,6,1,1,1,1773,0.722,0.511591926116348,0.210408073883652,0,0,1
"346",281,2,2,"bc",12,6,1,1,1,1827,0.722,0.511591926116348,0.210408073883652,0,0,1
"347",282,2,2,"bc",12,6,1,1,1,1894,0.722,0.511591926116348,0.210408073883652,0,0,1
"348",283,2,2,"bc",12,6,1,1,1,2830,0.722,0.511591926116348,0.210408073883652,1,0,0
"349",284,2,2,"bc",12,6,1,1,1,66,0.722,0.511591926116348,0.210408073883652,1,0,0
"350",285,2,2,"bc",12,6,1,1,1,77,0.722,0.511591926116348,0.210408073883652,1,0,0
"351",286,2,2,"bc",12,6,1,1,1,282,0.722,0.511591926116348,0.210408073883652,1,0,0
"352",287,2,2,"bc",12,6,1,1,1,207,0.722,0.511591926116348,0.210408073883652,1,0,0
"353",290,2,2,"bc",9,16,5,5,5,1536,0.444,0.0623352908219377,0.381664709178062,0,0,1
"354",291,2,2,"bc",8,16,5,5,5,2167,0.444,0.356519782793214,0.087480217206786,0,0,0
"355",292,2,2,"bc",8,16,5,5,5,516,0.444,0.356519782793214,0.087480217206786,0,0,0
"356",293,2,2,"bc",8,16,5,5,5,1133,0.444,0.356519782793214,0.087480217206786,0,0,0
"357",294,2,2,"bc",9,16,5,5,5,2493,0.444,0.0623352908219377,0.381664709178062,0,0,1
"358",295,2,2,"bc",9,16,5,5,5,2805,0.444,0.0623352908219377,0.381664709178062,0,0,1
"359",296,2,2,"bc",9,16,5,5,5,1661,0.444,0.0623352908219377,0.381664709178062,0,0,1
"360",297,2,2,"bc",8,16,5,5,5,1131,0.444,0.356519782793214,0.087480217206786,0,0,0
"361",298,2,2,"bc",9,7,5,5,5,18276,0.444,0.0623352908219377,0.381664709178062,0,0,1
"362",299,2,2,"bc",10,7,1,1,1,1467,0.722,0.427628177509694,0.294371822490306,0,0,0
"363",300,2,2,"bc",10,7,1,1,1,5137,0.722,0.427628177509694,0.294371822490306,0,0,0
"364",302,2,2,"bc",10,7,1,1,1,763,0.722,0.427628177509694,0.294371822490306,0,0,0
"365",303,2,2,"bc",8,7,1,1,1,728,0.722,0.356519782793214,0.365480217206786,1,0,0
"366",304,2,2,"bc",8,7,1,1,1,2254,0.722,0.356519782793214,0.365480217206786,0,0,1
"367",305,2,2,"bc",8,7,1,1,1,1030,0.722,0.356519782793214,0.365480217206786,1,0,0
"368",306,2,2,"bc",8,7,1,1,1,1839,0.722,0.356519782793214,0.365480217206786,1,0,0
"369",307,2,2,"bc",8,7,1,1,1,304,0.722,0.356519782793214,0.365480217206786,1,0,0
"370",308,2,2,"bc",8,7,1,1,1,2099,0.722,0.356519782793214,0.365480217206786,1,0,0
"371",309,2,2,"bc",8,7,1,1,1,635,0.722,0.356519782793214,0.365480217206786,1,0,0
"372",310,2,2,"bc",8,7,1,1,1,3950,0.722,0.356519782793214,0.365480217206786,1,0,0
"373",311,2,2,"bc",8,7,1,1,1,849,0.722,0.356519782793214,0.365480217206786,1,0,0
"374",312,2,2,"bc",8,7,1,1,1,10393,0.722,0.356519782793214,0.365480217206786,0,0,1
"375",313,2,2,"bc",8,7,1,1,1,1993,0.722,0.356519782793214,0.365480217206786,1,0,0
"376",314,2,2,"bc",8,7,1,1,1,7874,0.722,0.356519782793214,0.365480217206786,0,0,1
"377",315,2,2,"bc",8,7,5,5,5,915,0.444,0.356519782793214,0.087480217206786,1,0,0
"378",316,2,2,"bc",9,16,5,5,5,3734,0.444,0.0623352908219377,0.381664709178062,0,0,1
"379",317,2,2,"bc",5,16,5,5,5,1785,0.444,0.197824953097145,0.246175046902855,0,0,0
"380",318,2,2,"bc",5,16,5,5,5,1027,0.444,0.197824953097145,0.246175046902855,0,0,0
"381",319,2,2,"bc",5,16,5,5,5,527,0.444,0.197824953097145,0.246175046902855,0,0,0
"382",320,2,2,"bc",5,16,5,5,5,1243,0.444,0.197824953097145,0.246175046902855,0,0,0
"383",321,2,2,"bc",5,16,5,5,5,1473,0.444,0.197824953097145,0.246175046902855,0,0,0
"384",322,2,2,"bc",5,16,5,5,5,1533,0.444,0.197824953097145,0.246175046902855,0,0,0
"385",323,2,2,"bc",5,16,5,5,5,1145,0.444,0.197824953097145,0.246175046902855,0,0,0
"386",324,2,2,"bc",5,16,1,1,1,1833,0.722,0.197824953097145,0.524175046902855,0,0,0
"387",325,2,2,"bc",5,16,1,1,1,1692,0.722,0.197824953097145,0.524175046902855,0,0,0
"388",326,2,2,"bc",5,16,1,1,1,953,0.722,0.197824953097145,0.524175046902855,0,0,0
"389",327,2,2,"bc",5,16,1,1,1,1178,0.722,0.197824953097145,0.524175046902855,0,0,0
"390",328,2,2,"bc",5,8,1,1,1,2635,0.722,0.197824953097145,0.524175046902855,0,0,0
"391",329,2,2,"bc",5,8,1,1,1,973,0.722,0.197824953097145,0.524175046902855,0,0,0
"392",331,2,2,"bc",5,8,1,1,1,4269,0.722,0.197824953097145,0.524175046902855,0,0,0
"393",332,2,2,"bc",6,8,1,1,1,11664,0.722,0.350720622786408,0.371279377213592,0,0,0
"394",333,2,2,"bc",5,8,1,1,1,3687,0.722,0.197824953097145,0.524175046902855,0,0,0
"395",334,2,2,"bc",9,8,1,1,1,241,0.722,0.0623352908219377,0.659664709178062,1,0,0
"396",335,2,2,"bc",6,8,1,1,1,424,0.722,0.350720622786408,0.371279377213592,0,0,0
"397",336,2,2,"bc",6,8,5,5,5,607,0.444,0.350720622786408,0.093279377213592,0,0,0
"398",351,2,2,"bc",6,8,1,1,1,328,0.722,0.350720622786408,0.371279377213592,0,0,0
"399",352,2,2,"bc",6,8,1,1,1,434,0.722,0.350720622786408,0.371279377213592,0,0,0
"400",353,2,2,"bc",9,8,1,1,1,3517,0.722,0.0623352908219377,0.659664709178062,0,0,1
"401",354,2,2,"bc",9,8,1,1,1,2585,0.722,0.0623352908219377,0.659664709178062,0,0,0
"402",355,2,2,"bc",7,8,1,1,1,1833,0.722,0.347494476978644,0.374505523021356,0,0,0
"403",356,2,2,"bc",9,8,5,5,5,1678,0.444,0.0623352908219377,0.381664709178062,0,0,0
"404",357,2,2,"bc",6,8,5,5,5,623,0.444,0.350720622786408,0.093279377213592,0,0,0
"405",358,2,2,"bc",6,8,5,5,5,2428,0.444,0.350720622786408,0.093279377213592,0,0,0
"406",359,2,2,"bc",6,8,5,5,5,2852,0.444,0.350720622786408,0.093279377213592,0,0,0
"407",360,2,2,"bc",6,8,5,5,5,1276,0.444,0.350720622786408,0.093279377213592,0,0,0
"408",361,2,2,"bc",6,8,5,5,5,1300,0.444,0.350720622786408,0.093279377213592,0,0,1
"409",362,2,2,"bc",6,8,5,5,5,3081,0.444,0.350720622786408,0.093279377213592,0,0,1
"410",363,2,2,"bc",6,8,5,5,5,1862,0.444,0.350720622786408,0.093279377213592,0,0,0
"411",364,2,2,"bc",6,8,5,5,5,321,0.444,0.350720622786408,0.093279377213592,0,0,0
"412",365,2,2,"bc",7,8,5,5,5,1272,0.444,0.347494476978644,0.096505523021356,0,0,0
"413",366,2,2,"bc",7,8,5,5,5,1180,0.444,0.347494476978644,0.096505523021356,0,0,0
"414",367,2,2,"bc",7,8,5,5,5,1177,0.444,0.347494476978644,0.096505523021356,0,0,0
"415",368,2,2,"bc",7,8,5,5,5,1172,0.444,0.347494476978644,0.096505523021356,0,0,0
"416",369,2,2,"bc",7,8,5,5,5,2139,0.444,0.347494476978644,0.096505523021356,0,0,0
"417",370,2,2,"bc",7,8,5,5,5,934,0.444,0.347494476978644,0.096505523021356,0,0,0
"418",371,2,2,"bc",7,8,5,5,5,796,0.444,0.347494476978644,0.096505523021356,0,0,0
"419",372,2,2,"bc",7,8,5,5,5,1394,0.444,0.347494476978644,0.096505523021356,0,0,0
"420",373,2,2,"bc",7,8,5,5,5,1448,0.444,0.347494476978644,0.096505523021356,0,0,0
"421",374,2,2,"bc",7,8,5,5,5,1625,0.444,0.347494476978644,0.096505523021356,0,0,0
"422",375,2,2,"bc",7,8,4,4,4,2935,0.621,0.347494476978644,0.273505523021356,0,0,0
"423",376,2,2,"bc",7,8,4,4,4,1610,0.621,0.347494476978644,0.273505523021356,0,0,0
"424",377,2,2,"bc",7,8,4,4,4,3217,0.621,0.347494476978644,0.273505523021356,0,0,0
"425",378,2,2,"bc",7,8,4,4,4,610,0.621,0.347494476978644,0.273505523021356,0,0,0
"426",379,2,2,"bc",7,8,4,4,4,333,0.621,0.347494476978644,0.273505523021356,0,0,0
"427",380,2,2,"bc",7,8,4,4,4,2624,0.621,0.347494476978644,0.273505523021356,0,0,0
"428",381,2,2,"bc",7,8,4,4,4,968,0.621,0.347494476978644,0.273505523021356,0,0,0
"429",382,2,2,"bc",7,8,4,4,4,1121,0.621,0.347494476978644,0.273505523021356,0,0,0
"430",383,2,2,"bc",7,8,4,4,4,1330,0.621,0.347494476978644,0.273505523021356,0,0,0
"431",384,2,2,"bc",7,8,4,4,4,971,0.621,0.347494476978644,0.273505523021356,0,0,0
"432",385,2,2,"bc",7,8,4,4,4,1471,0.621,0.347494476978644,0.273505523021356,0,0,0
"433",386,2,2,"bc",7,8,4,4,4,1211,0.621,0.347494476978644,0.273505523021356,0,0,0
"434",387,2,2,"bc",7,8,4,4,4,986,0.621,0.347494476978644,0.273505523021356,0,0,0
"435",388,2,2,"bc",7,8,5,5,5,1647,0.444,0.347494476978644,0.096505523021356,0,0,0
"436",389,2,2,"bc",7,8,5,5,5,947,0.444,0.347494476978644,0.096505523021356,0,0,0
"437",390,2,2,"bc",7,8,5,5,5,974,0.444,0.347494476978644,0.096505523021356,0,0,0
"438",391,2,2,"bc",7,8,5,5,5,521,0.444,0.347494476978644,0.096505523021356,0,0,0
"439",392,2,2,"bc",7,8,5,5,5,438,0.444,0.347494476978644,0.096505523021356,0,0,0
"440",393,2,2,"bc",7,8,5,5,5,754,0.444,0.347494476978644,0.096505523021356,0,0,0
"441",394,2,2,"bc",9,8,5,5,5,991,0.444,0.0623352908219377,0.381664709178062,0,0,0
"442",395,2,2,"bc",5,8,5,5,5,482,0.444,0.197824953097145,0.246175046902855,0,0,0
"443",396,2,2,"bc",5,8,4,4,4,4828,0.621,0.197824953097145,0.423175046902855,0,0,0
"444",397,2,2,"bc",5,8,4,4,4,2561,0.621,0.197824953097145,0.423175046902855,0,0,0
"445",398,2,2,"bc",5,8,4,4,4,963,0.621,0.197824953097145,0.423175046902855,0,0,0
"446",399,2,2,"bc",5,8,5,5,5,735,0.444,0.197824953097145,0.246175046902855,0,0,0
"447",400,2,2,"bc",5,8,5,5,5,506,0.444,0.197824953097145,0.246175046902855,0,0,0
"448",401,2,2,"bc",5,8,5,5,5,2057,0.444,0.197824953097145,0.246175046902855,0,0,0
"449",402,2,2,"bc",5,8,5,5,5,1716,0.444,0.197824953097145,0.246175046902855,0,0,0
"450",403,2,2,"bc",6,8,5,5,5,634,0.444,0.350720622786408,0.093279377213592,0,0,0
"451",404,2,2,"bc",6,8,5,5,5,1508,0.444,0.350720622786408,0.093279377213592,0,0,0
"452",405,2,2,"bc",6,8,5,5,5,1909,0.444,0.350720622786408,0.093279377213592,0,0,0
"453",406,2,2,"bc",6,8,5,5,5,1538,0.444,0.350720622786408,0.093279377213592,0,0,0
"454",407,2,2,"bc",6,8,5,5,5,1597,0.444,0.350720622786408,0.093279377213592,0,0,0
"455",408,2,2,"bc",6,8,5,5,5,1053,0.444,0.350720622786408,0.093279377213592,0,0,0
"456",409,2,2,"bc",6,8,5,5,5,774,0.444,0.350720622786408,0.093279377213592,0,0,0
"457",410,2,2,"bc",6,8,5,5,5,1279,0.444,0.350720622786408,0.093279377213592,0,0,0
"458",411,2,2,"bc",6,8,5,5,5,2514,0.444,0.350720622786408,0.093279377213592,0,0,1
"459",412,2,2,"bc",10,7,5,5,5,2845,0.444,0.427628177509694,0.016371822490306,0,0,1
"460",413,2,2,"bc",10,7,5,5,5,1498,0.444,0.427628177509694,0.016371822490306,0,0,0
"461",414,2,2,"bc",10,7,5,5,5,1628,0.444,0.427628177509694,0.016371822490306,0,0,0
"462",415,2,2,"bc",10,7,5,5,5,1287,0.444,0.427628177509694,0.016371822490306,0,0,0
"463",416,2,2,"bc",10,7,5,5,5,1165,0.444,0.427628177509694,0.016371822490306,0,0,0
"464",417,2,2,"bc",10,7,5,5,5,1060,0.444,0.427628177509694,0.016371822490306,0,0,0
"465",418,2,2,"bc",10,7,4,4,4,952,0.621,0.427628177509694,0.193371822490306,0,0,0
"466",419,2,2,"bc",10,7,5,5,5,1140,0.444,0.427628177509694,0.016371822490306,0,0,0
"467",420,2,2,"bc",10,7,5,5,5,1148,0.444,0.427628177509694,0.016371822490306,0,0,0
"468",421,2,2,"bc",10,7,5,5,5,1009,0.444,0.427628177509694,0.016371822490306,0,0,0
"469",422,2,2,"bc",10,7,5,5,5,1136,0.444,0.427628177509694,0.016371822490306,0,0,0
"470",423,2,2,"bc",10,7,5,5,5,1103,0.444,0.427628177509694,0.016371822490306,0,0,0
"471",424,2,2,"bc",10,7,5,5,5,1084,0.444,0.427628177509694,0.016371822490306,0,0,0
"472",425,2,2,"bc",10,7,5,5,5,1157,0.444,0.427628177509694,0.016371822490306,0,0,0
"473",426,2,2,"bc",10,7,5,5,5,938,0.444,0.427628177509694,0.016371822490306,0,0,0
"474",427,2,2,"bc",10,7,5,5,5,917,0.444,0.427628177509694,0.016371822490306,0,0,0
"475",428,2,2,"bc",10,7,4,4,4,1016,0.621,0.427628177509694,0.193371822490306,0,0,0
"476",429,2,2,"bc",10,7,5,5,5,1194,0.444,0.427628177509694,0.016371822490306,0,0,0
"477",430,2,2,"bc",10,7,5,5,5,876,0.444,0.427628177509694,0.016371822490306,0,0,0
"478",431,2,2,"bc",10,7,5,5,5,1016,0.444,0.427628177509694,0.016371822490306,0,0,0
"479",432,2,2,"bc",10,7,5,5,5,1297,0.444,0.427628177509694,0.016371822490306,0,0,0
"480",433,2,2,"bc",10,7,5,5,5,1149,0.444,0.427628177509694,0.016371822490306,0,0,0
"481",434,2,2,"bc",10,7,4,4,4,1162,0.621,0.427628177509694,0.193371822490306,0,0,0
"482",435,2,2,"bc",10,7,5,5,5,1317,0.444,0.427628177509694,0.016371822490306,0,0,0
"483",436,2,2,"bc",10,7,5,5,5,1049,0.444,0.427628177509694,0.016371822490306,0,0,0
"484",437,2,2,"bc",10,7,5,5,5,728,0.444,0.427628177509694,0.016371822490306,0,0,0
"485",438,2,2,"bc",10,7,5,5,5,949,0.444,0.427628177509694,0.016371822490306,0,0,0
"486",439,2,2,"bc",10,7,5,5,5,514,0.444,0.427628177509694,0.016371822490306,0,0,0
