"edon.x","disloc2013","escenario1","dsiSQ_E1"
28,13,3,1
28,18,10,1
28,19,9,1
28,17,1,1
28,4,12,1
28,19,8,1
28,18,2,1
28,10,16,1
28,10,17,1
28,10,15,1
28,11,14,1
28,1,11,1
28,1,13,1
28,4,18,1
28,5,20,1
28,6,21,1
28,6,19,1
28,7,22,1
28,21,7,1
28,22,6,1
28,14,5,1
28,15,4,1
