"","SECCION","munn.x","edon.x","edo.x","disloc2018.x","disloc2012.x","escenario1","escenario2","escenario3","pobtot","dsiSQ_E3","dsi_pob","dif","rural","urbano","mixto"
"1",149,9,16,"mic",14,19,6,6,14,239,0.845,0.885712448835266,0.040712448835266,0,0,0
"2",150,9,16,"mic",14,19,6,6,14,1038,0.845,0.885712448835266,0.040712448835266,0,0,1
"3",151,9,16,"mic",14,19,6,6,14,2337,0.845,0.885712448835266,0.040712448835266,0,0,0
"4",152,9,16,"mic",14,19,6,6,14,407,0.845,0.885712448835266,0.040712448835266,0,0,0
"5",153,9,16,"mic",14,19,6,6,14,4914,0.845,0.885712448835266,0.040712448835266,0,0,1
"6",154,9,16,"mic",14,19,6,6,14,2924,0.845,0.885712448835266,0.040712448835266,0,0,0
"7",155,9,16,"mic",14,19,6,6,14,1258,0.845,0.885712448835266,0.040712448835266,0,0,1
"8",156,9,16,"mic",14,19,6,6,14,3660,0.845,0.885712448835266,0.040712448835266,0,0,0
"9",157,9,16,"mic",14,19,6,6,14,2154,0.845,0.885712448835266,0.040712448835266,1,0,0
"10",158,9,16,"mic",14,19,6,6,14,1550,0.845,0.885712448835266,0.040712448835266,1,0,0
"11",159,9,16,"mic",14,19,6,6,14,2818,0.845,0.885712448835266,0.040712448835266,1,0,0
"12",160,9,16,"mic",14,19,6,6,14,2265,0.845,0.885712448835266,0.040712448835266,1,0,0
"13",161,9,16,"mic",14,19,6,6,14,2468,0.845,0.885712448835266,0.040712448835266,1,0,0
"14",162,9,16,"mic",14,19,6,6,14,553,0.845,0.885712448835266,0.040712448835266,1,0,0
"15",163,9,16,"mic",14,19,6,6,14,1438,0.845,0.885712448835266,0.040712448835266,1,0,0
"16",164,9,16,"mic",14,19,6,6,14,889,0.845,0.885712448835266,0.040712448835266,1,0,0
"17",165,9,16,"mic",14,19,6,6,14,1041,0.845,0.885712448835266,0.040712448835266,1,0,0
"18",166,9,16,"mic",14,19,6,6,14,1862,0.845,0.885712448835266,0.040712448835266,1,0,0
"19",167,9,16,"mic",14,19,6,6,14,421,0.845,0.885712448835266,0.040712448835266,1,0,0
"20",168,9,16,"mic",14,19,6,6,14,635,0.845,0.885712448835266,0.040712448835266,1,0,0
"21",169,9,16,"mic",14,19,6,6,14,529,0.845,0.885712448835266,0.040712448835266,1,0,0
"22",170,10,16,"mic",16,22,3,3,16,2906,0.872,0.858683201212736,0.013316798787264,0,0,1
"23",171,10,16,"mic",16,22,3,3,16,1229,0.872,0.858683201212736,0.013316798787264,0,0,0
"24",172,10,16,"mic",16,22,3,3,16,1923,0.872,0.858683201212736,0.013316798787264,0,0,1
"25",173,10,16,"mic",16,22,3,3,16,1814,0.872,0.858683201212736,0.013316798787264,0,0,1
"26",174,10,16,"mic",16,22,3,3,16,3011,0.872,0.858683201212736,0.013316798787264,0,0,1
"27",175,10,16,"mic",16,22,3,3,16,780,0.872,0.858683201212736,0.013316798787264,1,0,0
"28",176,10,16,"mic",16,22,3,3,16,2381,0.872,0.858683201212736,0.013316798787264,1,0,0
"29",177,10,16,"mic",16,22,3,3,16,988,0.872,0.858683201212736,0.013316798787264,1,0,0
"30",178,10,16,"mic",16,22,3,3,16,993,0.872,0.858683201212736,0.013316798787264,1,0,0
"31",179,10,16,"mic",16,22,3,3,16,876,0.872,0.858683201212736,0.013316798787264,1,0,0
"32",180,10,16,"mic",16,22,3,3,16,1076,0.872,0.858683201212736,0.013316798787264,1,0,0
"33",181,10,16,"mic",16,22,3,3,16,2546,0.872,0.858683201212736,0.013316798787264,1,0,0
"34",182,10,16,"mic",16,22,3,3,16,577,0.872,0.858683201212736,0.013316798787264,1,0,0
"35",183,10,16,"mic",16,22,3,3,16,426,0.872,0.858683201212736,0.013316798787264,1,0,0
"36",420,29,16,"mic",16,22,6,6,16,847,0.872,0.858683201212736,0.013316798787264,0,0,1
"37",421,29,16,"mic",16,22,6,6,16,1978,0.872,0.858683201212736,0.013316798787264,0,0,1
"38",422,29,16,"mic",16,22,6,6,16,2139,0.872,0.858683201212736,0.013316798787264,0,0,1
"39",423,29,16,"mic",16,22,6,6,16,1448,0.872,0.858683201212736,0.013316798787264,0,0,1
"40",424,29,16,"mic",16,22,6,6,16,939,0.872,0.858683201212736,0.013316798787264,1,0,0
"41",425,29,16,"mic",16,22,6,6,16,606,0.872,0.858683201212736,0.013316798787264,1,0,0
"42",426,29,16,"mic",16,22,6,6,16,1296,0.872,0.858683201212736,0.013316798787264,1,0,0
"43",427,29,16,"mic",16,22,6,6,16,607,0.872,0.858683201212736,0.013316798787264,1,0,0
"44",428,29,16,"mic",16,22,6,6,16,1002,0.872,0.858683201212736,0.013316798787264,1,0,0
"45",429,29,16,"mic",16,22,6,6,16,1142,0.872,0.858683201212736,0.013316798787264,1,0,0
"46",430,29,16,"mic",16,22,6,6,16,859,0.872,0.858683201212736,0.013316798787264,1,0,0
"47",431,29,16,"mic",16,22,6,6,16,467,0.872,0.858683201212736,0.013316798787264,1,0,0
"48",432,29,16,"mic",16,22,6,6,16,1309,0.872,0.858683201212736,0.013316798787264,1,0,0
"49",557,35,16,"mic",16,22,6,6,16,1323,0.872,0.858683201212736,0.013316798787264,0,0,1
"50",558,35,16,"mic",16,22,6,6,16,1838,0.872,0.858683201212736,0.013316798787264,0,0,0
"51",559,35,16,"mic",16,22,6,6,16,2444,0.872,0.858683201212736,0.013316798787264,0,0,0
"52",560,35,16,"mic",16,22,6,6,16,1311,0.872,0.858683201212736,0.013316798787264,0,0,0
"53",561,35,16,"mic",16,22,6,6,16,1177,0.872,0.858683201212736,0.013316798787264,0,0,0
"54",562,35,16,"mic",16,22,6,6,16,1574,0.872,0.858683201212736,0.013316798787264,0,0,0
"55",563,35,16,"mic",16,22,6,6,16,245,0.872,0.858683201212736,0.013316798787264,1,0,0
"56",564,35,16,"mic",16,22,6,6,16,1089,0.872,0.858683201212736,0.013316798787264,1,0,0
"57",565,35,16,"mic",16,22,6,6,16,681,0.872,0.858683201212736,0.013316798787264,1,0,0
"58",566,35,16,"mic",16,22,6,6,16,1124,0.872,0.858683201212736,0.013316798787264,1,0,0
"59",567,35,16,"mic",16,22,6,6,16,563,0.872,0.858683201212736,0.013316798787264,1,0,0
"60",568,35,16,"mic",16,22,6,6,16,1143,0.872,0.858683201212736,0.013316798787264,1,0,0
"61",569,35,16,"mic",16,22,6,6,16,726,0.872,0.858683201212736,0.013316798787264,1,0,0
"62",570,35,16,"mic",16,22,6,6,16,1016,0.872,0.858683201212736,0.013316798787264,1,0,0
"63",571,35,16,"mic",16,22,6,6,16,1108,0.872,0.858683201212736,0.013316798787264,1,0,0
"64",572,35,16,"mic",16,22,6,6,16,2743,0.872,0.858683201212736,0.013316798787264,1,0,0
"65",573,35,16,"mic",16,22,6,6,16,1819,0.872,0.858683201212736,0.013316798787264,0,0,1
"66",574,35,16,"mic",16,22,6,6,16,1601,0.872,0.858683201212736,0.013316798787264,0,0,0
"67",575,35,16,"mic",16,22,6,6,16,822,0.872,0.858683201212736,0.013316798787264,1,0,0
"68",576,35,16,"mic",16,22,6,6,16,589,0.872,0.858683201212736,0.013316798787264,1,0,0
"69",577,35,16,"mic",16,22,6,6,16,1180,0.872,0.858683201212736,0.013316798787264,1,0,0
"70",578,35,16,"mic",16,22,6,6,16,1485,0.872,0.858683201212736,0.013316798787264,1,0,0
"71",579,35,16,"mic",16,22,6,6,16,1555,0.872,0.858683201212736,0.013316798787264,1,0,0
"72",2666,35,16,"mic",16,22,6,6,16,294,0.872,0.858683201212736,0.013316798787264,1,0,0
"73",2667,35,16,"mic",16,22,6,6,16,332,0.872,0.858683201212736,0.013316798787264,1,0,0
"74",2668,35,16,"mic",16,22,6,6,16,868,0.872,0.858683201212736,0.013316798787264,1,0,0
"75",2669,35,16,"mic",16,22,6,6,16,1395,0.872,0.858683201212736,0.013316798787264,1,0,0
"76",2670,35,16,"mic",16,22,6,6,16,568,0.872,0.858683201212736,0.013316798787264,1,0,0
"77",806,50,16,"mic",18,24,18,18,18,10135,1,1,0,0,0,0
"78",807,50,16,"mic",18,24,18,18,18,8433,1,1,0,0,0,0
"79",808,50,16,"mic",18,24,18,18,18,2104,1,1,0,0,0,0
"80",809,50,16,"mic",18,24,18,18,18,416,1,1,0,0,0,0
"81",810,50,16,"mic",18,24,18,18,18,2754,1,1,0,0,0,0
"82",811,50,16,"mic",18,24,18,18,18,2959,1,1,0,0,0,0
"83",812,50,16,"mic",18,24,18,18,18,4077,1,1,0,0,0,0
"84",813,50,16,"mic",18,24,18,18,18,7737,1,1,0,0,0,0
"85",814,50,16,"mic",18,24,18,18,18,1070,1,1,0,0,0,0
"86",815,50,16,"mic",18,24,18,18,18,2496,1,1,0,0,0,0
"87",816,50,16,"mic",18,24,18,18,18,3851,1,1,0,0,0,0
"88",817,50,16,"mic",18,24,18,18,18,1137,1,1,0,0,0,0
"89",818,50,16,"mic",18,24,18,18,18,971,1,1,0,0,0,0
"90",819,50,16,"mic",18,24,18,18,18,1261,1,1,0,0,0,0
"91",820,50,16,"mic",18,24,18,18,18,3444,1,1,0,0,0,0
"92",821,50,16,"mic",18,24,18,18,18,992,1,1,0,0,0,0
"93",822,50,16,"mic",18,24,18,18,18,1215,1,1,0,0,0,0
"94",823,50,16,"mic",18,24,18,18,18,1220,1,1,0,0,0,0
"95",824,50,16,"mic",18,24,18,18,18,805,1,1,0,0,0,0
"96",825,50,16,"mic",18,24,18,18,18,1023,1,1,0,0,0,1
"97",826,50,16,"mic",18,24,18,18,18,948,1,1,0,0,0,0
"98",827,50,16,"mic",18,24,18,18,18,343,1,1,0,0,0,0
"99",828,50,16,"mic",18,24,18,18,18,238,1,1,0,0,0,0
"100",829,50,16,"mic",18,24,18,18,18,2,1,1,0,0,0,0
"101",830,50,16,"mic",18,24,18,18,18,874,1,1,0,1,0,0
"102",831,50,16,"mic",18,24,18,18,18,644,1,1,0,1,0,0
"103",832,50,16,"mic",18,24,18,18,18,3164,1,1,0,0,0,1
"104",833,50,16,"mic",18,24,18,18,18,491,1,1,0,0,0,0
"105",834,50,16,"mic",18,24,18,18,18,2165,1,1,0,1,0,0
"106",835,50,16,"mic",18,24,18,18,18,1776,1,1,0,0,0,0
"107",836,50,16,"mic",18,24,18,18,18,3416,1,1,0,0,0,0
"108",837,50,16,"mic",18,24,18,18,18,2294,1,1,0,0,0,0
"109",838,50,16,"mic",18,24,18,18,18,1239,1,1,0,0,0,0
