"","SECCION","munn.x","edon.x","edo","disloc2016.x","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"576",1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"577",1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"578",1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"579",1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"580",1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"581",1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"582",1558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"583",1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"584",1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"585",1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"586",1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"587",1564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"588",1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"589",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"590",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"591",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"592",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"593",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"594",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"595",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"596",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"597",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"598",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"599",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"600",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"601",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"602",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"603",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"604",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"605",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"606",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"607",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"608",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"609",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"610",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"611",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"612",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"613",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"614",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"615",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"616",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"617",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"618",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"619",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"620",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"621",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"622",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"623",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"624",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"625",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"626",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"627",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"628",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"629",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"630",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"631",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"632",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"633",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"634",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"635",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"636",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"637",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"638",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"639",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"640",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"641",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"642",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"643",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"644",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"645",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"646",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"647",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"648",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"649",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"650",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"651",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"652",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"653",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"654",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"655",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"656",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"657",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"658",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"659",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"660",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"661",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"662",2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"663",2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"664",2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"665",2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"666",2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"667",2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"668",2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"669",2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"670",2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"671",2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"672",2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"673",2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"674",2043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"675",2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"676",2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"677",2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"678",2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"679",2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"680",2049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"681",2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"682",2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"683",2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"684",2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"685",2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"686",2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"687",2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"688",2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"689",2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"690",2059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"691",2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"692",2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"693",2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"694",2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"695",2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"696",2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"697",2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"698",2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"699",2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"700",2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"701",2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"702",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"703",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"704",2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"705",2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"706",2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"707",2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"708",2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"709",2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"710",2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"711",1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"712",1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"713",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"714",1448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"715",1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"716",1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"717",1451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"718",1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"719",1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"720",1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"721",1497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"722",1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"723",1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"724",1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"725",1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"726",1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"727",1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"728",1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"729",1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"730",1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"731",1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"732",1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"733",1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"734",1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"735",1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"736",1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"737",1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"738",1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"739",1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"740",1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"741",1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"742",1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"743",1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"744",1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"745",1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"746",1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"747",1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"748",1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"749",1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"750",1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"751",1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"752",1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"753",1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"754",1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"755",1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"756",1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"757",1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"758",1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"759",1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"760",1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"761",1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"762",1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"763",1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"764",1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"765",1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"766",1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"767",1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"768",1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"769",1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"770",1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"771",1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"772",1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"773",1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"774",1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"775",1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"776",1619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"777",1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"778",1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"779",1622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"780",1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"781",1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"782",1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"783",1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"784",1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"785",1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"786",1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"787",1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"788",1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"789",1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"790",1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"791",1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"792",1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"793",1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"794",1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"795",1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"796",1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"797",1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"798",1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"799",1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"800",1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"801",1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"802",1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"803",1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"804",1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"805",1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"806",1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"807",1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"808",1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"809",1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"810",1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"811",1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"812",1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"813",1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"814",1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"815",1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"816",1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"817",1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"818",1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"819",1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"820",1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"821",1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"822",1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"823",1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"824",1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"825",1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"826",1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"827",1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"828",1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"829",1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"830",1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"831",1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"832",1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"833",1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"834",1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"835",1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"836",1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"837",1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"838",1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"839",1682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"840",1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"841",1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"842",1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"843",1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"844",1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"845",1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"846",1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"847",1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"848",1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"849",1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"850",1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"851",1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"852",1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"853",1696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"854",1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"855",1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"856",1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"857",1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"858",1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"859",1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"860",1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"861",1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"862",1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"863",1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"864",1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
