"","SECCION","munn.x","edon.x","disloc2015","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"70",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"71",769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"72",770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"73",771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"74",772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"75",773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"76",774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"77",775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"78",776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"79",777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"80",778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"81",779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"82",780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"83",781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"84",782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"85",783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"86",784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"87",785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"88",786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"89",787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"90",788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"91",789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"92",790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"93",791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"94",792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"95",793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"96",794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"97",795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"98",796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"99",797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"100",798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"101",799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"102",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"103",801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"104",802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"105",803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"106",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"107",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"108",806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"109",807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"110",808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"111",809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"112",810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"113",811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"114",812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"115",813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"116",814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"117",816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"118",817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"119",818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"120",819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"121",820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"122",821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"123",822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"124",823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"125",824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"126",825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"127",826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"128",827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"129",828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"130",829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"131",830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"132",831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"133",832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"134",833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"135",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"136",835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"137",836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"138",837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"139",838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"140",839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"141",840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"142",841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"143",842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"144",843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"145",844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"146",845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"147",846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"148",847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"149",848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"150",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"151",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"152",851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"153",852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"154",853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"155",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"156",855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"157",856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"158",857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"159",858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"160",859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"161",860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"162",861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"163",862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"164",863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"165",864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"166",865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"167",866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"168",867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"169",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"170",869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"171",870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"172",871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"173",872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"174",873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"175",874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"176",875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"177",876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"178",877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"179",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"180",879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"181",880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"182",881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"183",882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"184",883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"185",884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"186",885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"187",886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"188",887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"189",888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"190",889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"191",890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"192",891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"193",892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"194",893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"195",894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"196",895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"197",896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"198",897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"199",898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"200",899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"201",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"202",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"203",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"204",904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"205",1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"206",1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"207",1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"208",1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"209",1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"210",1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"211",1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"212",1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"213",1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"214",1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"215",1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"216",1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"217",1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"218",1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"219",1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"220",1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"221",1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"222",1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"223",1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"224",1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"225",1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"226",1839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"227",1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"228",1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"229",1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"230",1843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"231",1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"232",1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"233",1846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"234",1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"235",1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"236",1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"237",1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"238",1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"239",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"240",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"241",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"242",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"243",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"244",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"245",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"246",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"247",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"248",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"249",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"250",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"251",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"252",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"253",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"254",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"255",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"256",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"257",936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"258",937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"259",938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"260",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"261",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"262",941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"263",942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"264",944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"265",945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"266",946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"267",947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"268",949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"269",950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"270",951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"271",952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"272",953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"273",954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"274",955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"275",956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"276",957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"277",958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"278",959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"279",960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"280",961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"281",962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"282",963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"283",964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"284",965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"285",966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"286",967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"287",968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"288",969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"289",970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"290",971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"291",972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"292",973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"293",974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"294",975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"295",976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"296",977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"297",978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"298",979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"299",980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"300",981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"301",982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"302",983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"303",984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"304",985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"305",986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"306",987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"307",988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"308",989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"309",996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"310",997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"311",998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"312",999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"313",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
