"","SECCION","munn.x","edon.x","edo.x","disloc2018.x","disloc2012.x","escenario1","escenario2","escenario3_jge","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"528",868,30,17,"mor",4,17,11,11,11,561,0.589,0.618307926213958,0.0293079262139581,1,0,0
"529",1,1,17,"mor",9,9,1,1,1,2107,0.467,0.522361632425693,0.055361632425693,0,0,1
"530",2,1,17,"mor",9,9,1,1,1,1198,0.467,0.522361632425693,0.055361632425693,0,0,1
"531",3,1,17,"mor",9,9,1,1,1,1207,0.467,0.522361632425693,0.055361632425693,0,0,0
"532",4,1,17,"mor",9,9,1,1,1,2153,0.467,0.522361632425693,0.055361632425693,0,0,1
"533",5,1,17,"mor",9,9,1,1,1,761,0.467,0.522361632425693,0.055361632425693,1,0,0
"534",6,1,17,"mor",9,9,1,1,1,2123,0.467,0.522361632425693,0.055361632425693,0,0,0
"535",7,1,17,"mor",9,9,1,1,1,1317,0.467,0.522361632425693,0.055361632425693,0,0,0
"536",8,1,17,"mor",9,9,1,1,1,1752,0.467,0.522361632425693,0.055361632425693,0,0,0
"537",9,1,17,"mor",9,9,1,1,1,1927,0.467,0.522361632425693,0.055361632425693,1,0,0
"538",10,1,17,"mor",9,9,1,1,1,1674,0.467,0.522361632425693,0.055361632425693,0,0,0
"539",11,1,17,"mor",9,9,1,1,1,660,0.467,0.522361632425693,0.055361632425693,1,0,0
"540",86,5,17,"mor",9,8,4,4,1,1071,0.472,0.477015949614448,0.00501594961444801,0,0,0
"541",87,5,17,"mor",9,8,4,4,1,1419,0.472,0.477015949614448,0.00501594961444801,0,0,1
"542",88,5,17,"mor",9,8,4,4,1,701,0.472,0.477015949614448,0.00501594961444801,1,0,0
"543",89,5,17,"mor",9,8,4,4,1,1407,0.472,0.477015949614448,0.00501594961444801,1,0,0
"544",90,5,17,"mor",9,8,4,4,1,556,0.472,0.477015949614448,0.00501594961444801,1,0,0
"545",91,5,17,"mor",9,8,4,4,1,343,0.472,0.477015949614448,0.00501594961444801,1,0,0
"546",92,5,17,"mor",9,8,4,4,1,944,0.472,0.477015949614448,0.00501594961444801,1,0,0
"547",93,5,17,"mor",9,8,4,4,1,1199,0.472,0.477015949614448,0.00501594961444801,1,0,0
"548",94,5,17,"mor",9,8,4,4,1,1019,0.472,0.477015949614448,0.00501594961444801,1,0,0
"549",95,5,17,"mor",9,8,4,4,1,504,0.472,0.477015949614448,0.00501594961444801,1,0,0
"550",96,5,17,"mor",9,8,4,4,1,319,0.472,0.477015949614448,0.00501594961444801,1,0,0
"551",501,12,17,"mor",11,11,1,1,2,2087,0.467,0.522361632425693,0.055361632425693,0,0,1
"552",502,12,17,"mor",11,11,1,1,2,776,0.467,0.522361632425693,0.055361632425693,0,0,0
"553",503,12,17,"mor",11,11,1,1,2,722,0.467,0.522361632425693,0.055361632425693,0,0,0
"554",504,12,17,"mor",11,11,1,1,2,2598,0.467,0.522361632425693,0.055361632425693,0,0,0
"555",505,12,17,"mor",11,11,1,1,2,1414,0.467,0.522361632425693,0.055361632425693,0,0,0
"556",506,12,17,"mor",11,11,1,1,2,618,0.467,0.522361632425693,0.055361632425693,0,0,0
"557",507,12,17,"mor",11,11,1,1,2,715,0.467,0.522361632425693,0.055361632425693,0,0,0
"558",508,12,17,"mor",11,11,1,1,2,1058,0.467,0.522361632425693,0.055361632425693,0,0,0
"559",509,12,17,"mor",11,11,1,1,2,155,0.467,0.522361632425693,0.055361632425693,0,0,0
"560",510,12,17,"mor",11,11,1,1,2,1467,0.467,0.522361632425693,0.055361632425693,0,0,0
"561",511,12,17,"mor",11,11,1,1,2,1462,0.467,0.522361632425693,0.055361632425693,0,0,0
"562",512,12,17,"mor",11,11,1,1,2,692,0.467,0.522361632425693,0.055361632425693,0,0,0
"563",513,12,17,"mor",11,11,1,1,2,1905,0.467,0.522361632425693,0.055361632425693,0,0,0
"564",514,12,17,"mor",11,11,1,1,2,945,0.467,0.522361632425693,0.055361632425693,0,0,0
"565",515,12,17,"mor",11,11,1,1,2,692,0.467,0.522361632425693,0.055361632425693,0,0,0
"566",516,12,17,"mor",11,11,1,1,2,2309,0.467,0.522361632425693,0.055361632425693,0,0,0
"567",517,12,17,"mor",11,11,1,1,2,323,0.467,0.522361632425693,0.055361632425693,0,0,0
"568",518,12,17,"mor",11,11,1,1,2,1413,0.467,0.522361632425693,0.055361632425693,0,0,0
"569",519,12,17,"mor",11,11,1,1,2,1848,0.467,0.522361632425693,0.055361632425693,0,0,1
"570",520,12,17,"mor",11,11,1,1,2,1596,0.467,0.522361632425693,0.055361632425693,0,0,1
"571",521,12,17,"mor",11,11,1,1,2,1941,0.467,0.522361632425693,0.055361632425693,0,0,1
"572",522,12,17,"mor",11,11,1,1,2,936,0.467,0.522361632425693,0.055361632425693,0,0,0
"573",523,12,17,"mor",11,11,1,1,2,811,0.467,0.522361632425693,0.055361632425693,0,0,0
"574",524,12,17,"mor",11,11,1,1,2,1096,0.467,0.522361632425693,0.055361632425693,0,0,0
"575",525,12,17,"mor",11,11,1,1,2,4843,0.467,0.522361632425693,0.055361632425693,0,0,1
"576",526,12,17,"mor",11,11,1,1,2,2156,0.467,0.522361632425693,0.055361632425693,0,0,0
"577",527,12,17,"mor",11,11,1,1,2,1317,0.467,0.522361632425693,0.055361632425693,0,0,0
"578",528,12,17,"mor",11,11,1,1,2,1512,0.467,0.522361632425693,0.055361632425693,0,0,0
"579",529,12,17,"mor",11,11,1,1,2,2876,0.467,0.522361632425693,0.055361632425693,0,0,0
"580",530,12,17,"mor",11,11,1,1,2,2686,0.467,0.522361632425693,0.055361632425693,0,0,0
"581",531,12,17,"mor",11,11,1,1,2,2051,0.467,0.522361632425693,0.055361632425693,0,0,1
"582",532,12,17,"mor",11,11,1,1,2,1089,0.467,0.522361632425693,0.055361632425693,1,0,0
"583",533,12,17,"mor",11,11,1,1,2,1928,0.467,0.522361632425693,0.055361632425693,0,0,1
"584",534,12,17,"mor",11,11,1,1,2,2110,0.467,0.522361632425693,0.055361632425693,0,0,1
"585",535,12,17,"mor",11,11,1,1,2,2531,0.467,0.522361632425693,0.055361632425693,0,0,0
"586",536,12,17,"mor",11,11,1,1,2,453,0.467,0.522361632425693,0.055361632425693,0,0,0
"587",548,14,17,"mor",9,8,1,1,1,2105,0.467,0.522361632425693,0.055361632425693,0,0,0
"588",549,14,17,"mor",9,8,1,1,1,1045,0.467,0.522361632425693,0.055361632425693,0,0,0
"589",550,14,17,"mor",9,8,1,1,1,1009,0.467,0.522361632425693,0.055361632425693,0,0,0
"590",551,14,17,"mor",9,8,1,1,1,1146,0.467,0.522361632425693,0.055361632425693,0,0,0
"591",552,14,17,"mor",9,8,1,1,1,1787,0.467,0.522361632425693,0.055361632425693,0,0,1
"592",553,14,17,"mor",9,8,1,1,1,1235,0.467,0.522361632425693,0.055361632425693,0,0,0
"593",554,14,17,"mor",9,8,1,1,1,1219,0.467,0.522361632425693,0.055361632425693,0,0,1
"594",555,15,17,"mor",5,8,4,4,5,1621,0.472,0.477015949614448,0.00501594961444801,0,0,1
"595",556,15,17,"mor",5,8,4,4,5,1363,0.472,0.477015949614448,0.00501594961444801,0,0,0
"596",557,15,17,"mor",5,8,4,4,5,2456,0.472,0.477015949614448,0.00501594961444801,0,0,0
"597",558,15,17,"mor",5,8,4,4,5,1726,0.472,0.477015949614448,0.00501594961444801,0,0,0
"598",559,15,17,"mor",5,8,4,4,5,1255,0.472,0.477015949614448,0.00501594961444801,0,0,0
"599",560,15,17,"mor",5,8,4,4,5,2805,0.472,0.477015949614448,0.00501594961444801,0,0,0
"600",561,15,17,"mor",5,8,4,4,5,1146,0.472,0.477015949614448,0.00501594961444801,1,0,0
"601",562,15,17,"mor",5,8,4,4,5,1325,0.472,0.477015949614448,0.00501594961444801,1,0,0
"602",563,15,17,"mor",5,8,4,4,5,1523,0.472,0.477015949614448,0.00501594961444801,1,0,0
"603",564,15,17,"mor",5,8,4,4,5,2144,0.472,0.477015949614448,0.00501594961444801,0,0,1
"604",565,15,17,"mor",5,8,4,4,5,3474,0.472,0.477015949614448,0.00501594961444801,0,0,0
"605",566,15,17,"mor",5,8,4,4,5,471,0.472,0.477015949614448,0.00501594961444801,0,0,0
"606",567,15,17,"mor",5,8,4,4,5,1318,0.472,0.477015949614448,0.00501594961444801,0,0,0
"607",568,15,17,"mor",5,8,4,4,5,2535,0.472,0.477015949614448,0.00501594961444801,0,0,0
"608",579,17,17,"mor",9,9,1,1,1,2298,0.467,0.522361632425693,0.055361632425693,0,0,1
"609",580,17,17,"mor",9,9,1,1,1,2574,0.467,0.522361632425693,0.055361632425693,0,0,0
"610",581,17,17,"mor",9,9,1,1,1,1463,0.467,0.522361632425693,0.055361632425693,0,0,0
"611",582,17,17,"mor",9,9,1,1,1,1574,0.467,0.522361632425693,0.055361632425693,0,0,0
"612",583,17,17,"mor",9,9,1,1,1,1351,0.467,0.522361632425693,0.055361632425693,0,0,0
"613",584,17,17,"mor",9,9,1,1,1,1528,0.467,0.522361632425693,0.055361632425693,0,0,0
"614",585,17,17,"mor",9,9,1,1,1,3079,0.467,0.522361632425693,0.055361632425693,0,0,1
"615",586,17,17,"mor",9,9,1,1,1,1778,0.467,0.522361632425693,0.055361632425693,0,0,0
"616",587,17,17,"mor",9,9,1,1,1,1406,0.467,0.522361632425693,0.055361632425693,0,0,0
"617",588,17,17,"mor",9,9,1,1,1,833,0.467,0.522361632425693,0.055361632425693,0,0,0
"618",589,17,17,"mor",9,9,1,1,1,927,0.467,0.522361632425693,0.055361632425693,0,0,0
"619",590,17,17,"mor",9,9,1,1,1,1572,0.467,0.522361632425693,0.055361632425693,0,0,0
"620",591,17,17,"mor",9,9,1,1,1,1430,0.467,0.522361632425693,0.055361632425693,0,0,0
"621",592,17,17,"mor",9,9,1,1,1,1918,0.467,0.522361632425693,0.055361632425693,0,0,0
"622",593,17,17,"mor",9,9,1,1,1,1433,0.467,0.522361632425693,0.055361632425693,1,0,0
"623",594,17,17,"mor",9,9,1,1,1,3814,0.467,0.522361632425693,0.055361632425693,0,0,1
"624",595,17,17,"mor",9,9,1,1,1,1704,0.467,0.522361632425693,0.055361632425693,0,0,0
"625",596,17,17,"mor",9,9,1,1,1,913,0.467,0.522361632425693,0.055361632425693,0,0,0
"626",597,17,17,"mor",9,9,1,1,1,4209,0.467,0.522361632425693,0.055361632425693,0,0,1
"627",598,17,17,"mor",9,9,1,1,1,5696,0.467,0.522361632425693,0.055361632425693,0,0,0
"628",599,17,17,"mor",9,9,1,1,1,5240,0.467,0.522361632425693,0.055361632425693,0,0,1
"629",600,17,17,"mor",9,9,1,1,1,1623,0.467,0.522361632425693,0.055361632425693,0,0,1
"630",601,17,17,"mor",9,9,1,1,1,2495,0.467,0.522361632425693,0.055361632425693,0,0,0
"631",602,17,17,"mor",9,9,1,1,1,2060,0.467,0.522361632425693,0.055361632425693,0,0,0
"632",603,17,17,"mor",9,9,1,1,1,500,0.467,0.522361632425693,0.055361632425693,0,0,1
"633",604,17,17,"mor",9,9,1,1,1,660,0.467,0.522361632425693,0.055361632425693,1,0,0
"634",605,17,17,"mor",9,9,1,1,1,1929,0.467,0.522361632425693,0.055361632425693,1,0,0
"635",606,17,17,"mor",9,9,1,1,1,1190,0.467,0.522361632425693,0.055361632425693,0,0,1
"636",607,17,17,"mor",9,9,1,1,1,1581,0.467,0.522361632425693,0.055361632425693,0,0,1
"637",608,17,17,"mor",9,9,1,1,1,1112,0.467,0.522361632425693,0.055361632425693,0,0,0
"638",609,17,17,"mor",9,9,1,1,1,1386,0.467,0.522361632425693,0.055361632425693,0,0,1
"639",610,17,17,"mor",9,9,1,1,1,614,0.467,0.522361632425693,0.055361632425693,1,0,0
"640",689,21,17,"mor",9,8,1,1,1,1868,0.467,0.522361632425693,0.055361632425693,0,0,0
"641",690,21,17,"mor",9,8,1,1,1,1497,0.467,0.522361632425693,0.055361632425693,0,0,0
"642",691,21,17,"mor",9,8,1,1,1,1499,0.467,0.522361632425693,0.055361632425693,0,0,1
"643",692,21,17,"mor",9,8,1,1,1,1387,0.467,0.522361632425693,0.055361632425693,1,0,0
"644",693,21,17,"mor",9,8,1,1,1,749,0.467,0.522361632425693,0.055361632425693,1,0,0
"645",694,21,17,"mor",9,8,1,1,1,348,0.467,0.522361632425693,0.055361632425693,1,0,0
"646",734,25,17,"mor",11,11,2,2,2,2641,0.487,0.517925557851719,0.030925557851719,0,0,0
"647",735,25,17,"mor",11,11,2,2,2,1845,0.487,0.517925557851719,0.030925557851719,0,0,0
"648",736,25,17,"mor",11,11,2,2,2,1194,0.487,0.517925557851719,0.030925557851719,0,0,0
"649",737,25,17,"mor",11,11,2,2,2,3032,0.487,0.517925557851719,0.030925557851719,0,0,1
"650",738,25,17,"mor",11,11,2,2,2,2229,0.487,0.517925557851719,0.030925557851719,0,0,0
"651",739,25,17,"mor",11,11,2,2,2,1998,0.487,0.517925557851719,0.030925557851719,0,0,1
"652",740,25,17,"mor",11,11,2,2,2,2922,0.487,0.517925557851719,0.030925557851719,0,0,0
"653",741,25,17,"mor",11,11,2,2,2,2199,0.487,0.517925557851719,0.030925557851719,0,0,0
"654",742,25,17,"mor",11,11,2,2,2,1439,0.487,0.517925557851719,0.030925557851719,0,0,0
"655",743,25,17,"mor",11,11,2,2,2,2630,0.487,0.517925557851719,0.030925557851719,0,0,0
"656",744,25,17,"mor",11,11,2,2,2,750,0.487,0.517925557851719,0.030925557851719,0,0,0
"657",745,25,17,"mor",11,11,2,2,2,1484,0.487,0.517925557851719,0.030925557851719,1,0,0
"658",746,25,17,"mor",11,11,2,2,2,785,0.487,0.517925557851719,0.030925557851719,1,0,0
"659",747,25,17,"mor",11,11,2,2,2,411,0.487,0.517925557851719,0.030925557851719,1,0,0
"660",748,25,17,"mor",11,11,2,2,2,703,0.487,0.517925557851719,0.030925557851719,1,0,0
"661",749,25,17,"mor",11,11,2,2,2,1125,0.487,0.517925557851719,0.030925557851719,1,0,0
"662",750,25,17,"mor",11,11,2,2,2,538,0.487,0.517925557851719,0.030925557851719,1,0,0
"663",751,25,17,"mor",11,11,2,2,2,460,0.487,0.517925557851719,0.030925557851719,1,0,0
"664",752,25,17,"mor",11,11,2,2,2,318,0.487,0.517925557851719,0.030925557851719,1,0,0
"665",753,25,17,"mor",11,11,2,2,2,450,0.487,0.517925557851719,0.030925557851719,1,0,0
"666",754,25,17,"mor",11,11,2,2,2,225,0.487,0.517925557851719,0.030925557851719,1,0,0
"667",755,25,17,"mor",11,11,2,2,2,364,0.487,0.517925557851719,0.030925557851719,1,0,0
"668",756,25,17,"mor",11,11,2,2,2,852,0.487,0.517925557851719,0.030925557851719,0,0,1
"669",757,25,17,"mor",11,11,2,2,2,323,0.487,0.517925557851719,0.030925557851719,1,0,0
"670",758,25,17,"mor",11,11,2,2,2,121,0.487,0.517925557851719,0.030925557851719,1,0,0
"671",759,25,17,"mor",11,11,2,2,2,181,0.487,0.517925557851719,0.030925557851719,1,0,0
"672",776,28,17,"mor",8,8,5,5,4,2368,0.28,0.33052259872293,0.05052259872293,0,0,0
"673",777,28,17,"mor",8,8,5,5,4,5421,0.28,0.33052259872293,0.05052259872293,0,0,0
"674",778,28,17,"mor",8,8,5,5,4,3175,0.28,0.33052259872293,0.05052259872293,0,0,1
"675",779,28,17,"mor",8,8,5,5,4,1684,0.28,0.33052259872293,0.05052259872293,0,0,0
"676",780,28,17,"mor",8,8,5,5,4,1803,0.28,0.33052259872293,0.05052259872293,0,0,0
"677",781,28,17,"mor",8,8,5,5,4,2081,0.28,0.33052259872293,0.05052259872293,0,0,1
"678",782,28,17,"mor",8,8,5,5,4,3504,0.28,0.33052259872293,0.05052259872293,0,0,1
"679",783,28,17,"mor",8,8,5,5,4,5006,0.28,0.33052259872293,0.05052259872293,0,0,1
"680",784,28,17,"mor",8,8,5,5,4,3885,0.28,0.33052259872293,0.05052259872293,0,0,0
"681",785,28,17,"mor",8,8,5,5,4,1008,0.28,0.33052259872293,0.05052259872293,0,0,0
"682",786,28,17,"mor",8,8,5,5,4,1712,0.28,0.33052259872293,0.05052259872293,0,0,0
"683",787,28,17,"mor",8,8,5,5,4,2866,0.28,0.33052259872293,0.05052259872293,0,0,0
"684",788,28,17,"mor",8,8,5,5,4,1813,0.28,0.33052259872293,0.05052259872293,0,0,0
"685",789,28,17,"mor",8,8,5,5,4,1441,0.28,0.33052259872293,0.05052259872293,0,0,1
"686",790,28,17,"mor",8,8,5,5,4,1816,0.28,0.33052259872293,0.05052259872293,0,0,1
"687",791,28,17,"mor",8,8,5,5,4,3517,0.28,0.33052259872293,0.05052259872293,0,0,1
"688",792,28,17,"mor",8,8,5,5,4,2375,0.28,0.33052259872293,0.05052259872293,0,0,0
"689",793,28,17,"mor",8,8,5,5,4,1059,0.28,0.33052259872293,0.05052259872293,0,0,1
"690",794,28,17,"mor",8,8,5,5,4,4567,0.28,0.33052259872293,0.05052259872293,0,0,1
"691",795,28,17,"mor",8,8,5,5,4,1721,0.28,0.33052259872293,0.05052259872293,0,0,0
"692",796,28,17,"mor",8,8,5,5,4,4198,0.28,0.33052259872293,0.05052259872293,0,0,1
"693",797,28,17,"mor",8,8,5,5,4,3713,0.28,0.33052259872293,0.05052259872293,0,0,0
"694",798,28,17,"mor",8,8,5,5,4,2728,0.28,0.33052259872293,0.05052259872293,0,0,0
"695",869,31,17,"mor",9,10,2,2,1,1496,0.487,0.517925557851719,0.030925557851719,0,0,0
"696",870,31,17,"mor",9,10,2,2,1,3332,0.487,0.517925557851719,0.030925557851719,0,0,0
"697",871,31,17,"mor",9,10,2,2,1,1632,0.487,0.517925557851719,0.030925557851719,0,0,0
"698",872,31,17,"mor",9,10,2,2,1,221,0.487,0.517925557851719,0.030925557851719,0,0,0
"699",873,31,17,"mor",9,10,2,2,1,2960,0.487,0.517925557851719,0.030925557851719,0,0,0
"700",874,31,17,"mor",9,10,2,2,1,1258,0.487,0.517925557851719,0.030925557851719,0,0,0
"701",875,31,17,"mor",9,10,2,2,1,1021,0.487,0.517925557851719,0.030925557851719,0,0,0
"702",876,31,17,"mor",9,10,2,2,1,1244,0.487,0.517925557851719,0.030925557851719,0,0,1
"703",877,31,17,"mor",9,10,2,2,1,370,0.487,0.517925557851719,0.030925557851719,0,0,0
"704",878,31,17,"mor",9,10,2,2,1,423,0.487,0.517925557851719,0.030925557851719,0,0,0
"705",879,31,17,"mor",9,10,2,2,1,1220,0.487,0.517925557851719,0.030925557851719,0,0,0
"706",880,31,17,"mor",9,10,2,2,1,941,0.487,0.517925557851719,0.030925557851719,0,0,0
"707",881,31,17,"mor",9,10,2,2,1,1571,0.487,0.517925557851719,0.030925557851719,0,0,0
"708",882,31,17,"mor",9,10,2,2,1,1382,0.487,0.517925557851719,0.030925557851719,0,0,0
"709",883,31,17,"mor",9,10,2,2,1,1143,0.487,0.517925557851719,0.030925557851719,0,0,0
"710",884,31,17,"mor",9,10,2,2,1,1520,0.487,0.517925557851719,0.030925557851719,0,0,0
"711",885,31,17,"mor",9,10,2,2,1,1791,0.487,0.517925557851719,0.030925557851719,0,0,0
"712",886,31,17,"mor",9,10,2,2,1,452,0.487,0.517925557851719,0.030925557851719,1,0,0
"713",887,31,17,"mor",9,10,2,2,1,1579,0.487,0.517925557851719,0.030925557851719,0,0,1
"714",888,31,17,"mor",9,10,2,2,1,2205,0.487,0.517925557851719,0.030925557851719,0,0,0
"715",889,31,17,"mor",9,10,2,2,1,1029,0.487,0.517925557851719,0.030925557851719,0,0,0
"716",890,31,17,"mor",9,10,2,2,1,1929,0.487,0.517925557851719,0.030925557851719,0,0,0
"717",891,31,17,"mor",9,10,2,2,1,1706,0.487,0.517925557851719,0.030925557851719,0,0,1
"718",892,31,17,"mor",9,10,2,2,1,1333,0.487,0.517925557851719,0.030925557851719,0,0,0
"719",893,31,17,"mor",9,10,2,2,1,1675,0.487,0.517925557851719,0.030925557851719,0,0,0
"720",894,31,17,"mor",9,10,2,2,1,1697,0.487,0.517925557851719,0.030925557851719,0,0,0
"721",24,3,17,"mor",11,18,2,2,2,3542,0.487,0.517925557851719,0.030925557851719,0,0,0
"722",25,3,17,"mor",11,18,2,2,2,1325,0.487,0.517925557851719,0.030925557851719,0,0,0
"723",26,3,17,"mor",11,18,2,2,2,3849,0.487,0.517925557851719,0.030925557851719,0,0,0
"724",27,3,17,"mor",11,18,2,2,2,1551,0.487,0.517925557851719,0.030925557851719,0,0,1
"725",28,3,17,"mor",11,18,2,2,2,1906,0.487,0.517925557851719,0.030925557851719,0,0,0
"726",29,3,17,"mor",11,18,2,2,2,2769,0.487,0.517925557851719,0.030925557851719,0,0,1
"727",30,3,17,"mor",11,18,2,2,2,1466,0.487,0.517925557851719,0.030925557851719,0,0,0
"728",31,3,17,"mor",11,18,2,2,2,2044,0.487,0.517925557851719,0.030925557851719,0,0,1
"729",32,3,17,"mor",11,18,2,2,2,770,0.487,0.517925557851719,0.030925557851719,0,0,1
"730",33,3,17,"mor",11,18,2,2,2,2068,0.487,0.517925557851719,0.030925557851719,0,0,0
"731",34,3,17,"mor",11,18,2,2,2,272,0.487,0.517925557851719,0.030925557851719,1,0,0
"732",35,3,17,"mor",11,18,2,2,2,1633,0.487,0.517925557851719,0.030925557851719,0,0,0
"733",36,3,17,"mor",11,18,2,2,2,1511,0.487,0.517925557851719,0.030925557851719,0,0,0
"734",37,3,17,"mor",11,18,2,2,2,1529,0.487,0.517925557851719,0.030925557851719,0,0,0
"735",38,3,17,"mor",11,18,2,2,2,2388,0.487,0.517925557851719,0.030925557851719,0,0,1
"736",39,3,17,"mor",11,18,2,2,2,1405,0.487,0.517925557851719,0.030925557851719,0,0,0
"737",40,3,17,"mor",11,18,2,2,2,1125,0.487,0.517925557851719,0.030925557851719,0,0,0
"738",41,3,17,"mor",11,18,2,2,2,1191,0.487,0.517925557851719,0.030925557851719,0,0,1
"739",42,3,17,"mor",11,18,2,2,2,418,0.487,0.517925557851719,0.030925557851719,1,0,0
"740",43,3,17,"mor",11,18,2,2,2,890,0.487,0.517925557851719,0.030925557851719,1,0,0
"741",44,4,17,"mor",10,16,3,3,3,1941,0.568,0.573835786512419,0.00583578651241901,0,0,0
"742",45,4,17,"mor",10,16,3,3,3,4241,0.568,0.573835786512419,0.00583578651241901,0,0,0
"743",46,4,17,"mor",10,16,3,3,3,1610,0.568,0.573835786512419,0.00583578651241901,0,0,0
"744",47,4,17,"mor",10,16,3,3,3,2335,0.568,0.573835786512419,0.00583578651241901,0,0,0
"745",48,4,17,"mor",10,16,3,3,3,3034,0.568,0.573835786512419,0.00583578651241901,0,0,0
"746",49,4,17,"mor",10,16,3,3,3,2150,0.568,0.573835786512419,0.00583578651241901,0,0,0
"747",50,4,17,"mor",10,16,3,3,3,1525,0.568,0.573835786512419,0.00583578651241901,0,0,0
"748",51,4,17,"mor",10,16,3,3,3,602,0.568,0.573835786512419,0.00583578651241901,0,0,0
"749",52,4,17,"mor",10,16,3,3,3,1470,0.568,0.573835786512419,0.00583578651241901,0,0,1
"750",53,4,17,"mor",10,16,3,3,3,347,0.568,0.573835786512419,0.00583578651241901,0,0,0
"751",54,4,17,"mor",10,16,3,3,3,1914,0.568,0.573835786512419,0.00583578651241901,0,0,0
"752",55,4,17,"mor",10,16,3,3,3,3958,0.568,0.573835786512419,0.00583578651241901,0,0,0
"753",56,4,17,"mor",10,16,3,3,3,1766,0.568,0.573835786512419,0.00583578651241901,0,0,0
"754",57,4,17,"mor",10,16,3,3,3,1892,0.568,0.573835786512419,0.00583578651241901,0,0,0
"755",58,4,17,"mor",10,16,3,3,3,1647,0.568,0.573835786512419,0.00583578651241901,0,0,0
"756",59,4,17,"mor",10,16,3,3,3,3617,0.568,0.573835786512419,0.00583578651241901,0,0,0
"757",60,4,17,"mor",10,16,3,3,3,850,0.568,0.573835786512419,0.00583578651241901,1,0,0
"758",61,4,17,"mor",10,16,3,3,3,2548,0.568,0.573835786512419,0.00583578651241901,0,0,1
"759",62,4,17,"mor",10,16,3,3,3,2953,0.568,0.573835786512419,0.00583578651241901,0,0,1
"760",63,4,17,"mor",10,16,3,3,3,1148,0.568,0.573835786512419,0.00583578651241901,1,0,0
"761",64,4,17,"mor",10,16,3,3,3,1257,0.568,0.573835786512419,0.00583578651241901,1,0,0
"762",65,4,17,"mor",10,16,3,3,3,2238,0.568,0.573835786512419,0.00583578651241901,0,0,1
"763",66,4,17,"mor",10,16,3,3,3,2403,0.568,0.573835786512419,0.00583578651241901,0,0,0
"764",67,4,17,"mor",10,16,3,3,3,2348,0.568,0.573835786512419,0.00583578651241901,0,0,1
"765",68,4,17,"mor",10,16,3,3,3,2619,0.568,0.573835786512419,0.00583578651241901,0,0,0
"766",69,4,17,"mor",10,16,3,3,3,1442,0.568,0.573835786512419,0.00583578651241901,0,0,1
"767",70,4,17,"mor",10,16,3,3,3,2110,0.568,0.573835786512419,0.00583578651241901,0,0,0
"768",71,4,17,"mor",10,16,3,3,3,1526,0.568,0.573835786512419,0.00583578651241901,0,0,0
"769",72,4,17,"mor",10,16,3,3,3,2366,0.568,0.573835786512419,0.00583578651241901,0,0,0
"770",73,4,17,"mor",10,16,3,3,3,3355,0.568,0.573835786512419,0.00583578651241901,0,0,1
"771",74,4,17,"mor",10,16,3,3,3,2351,0.568,0.573835786512419,0.00583578651241901,0,0,0
"772",75,4,17,"mor",10,16,3,3,3,2277,0.568,0.573835786512419,0.00583578651241901,0,0,1
"773",76,4,17,"mor",10,16,3,3,3,1573,0.568,0.573835786512419,0.00583578651241901,0,0,1
"774",77,4,17,"mor",10,16,3,3,3,2552,0.568,0.573835786512419,0.00583578651241901,0,0,0
"775",78,4,17,"mor",10,16,3,3,3,273,0.568,0.573835786512419,0.00583578651241901,1,0,0
"776",79,4,17,"mor",10,16,3,3,3,1104,0.568,0.573835786512419,0.00583578651241901,1,0,0
"777",80,4,17,"mor",10,16,3,3,3,1960,0.568,0.573835786512419,0.00583578651241901,1,0,0
"778",81,4,17,"mor",10,16,3,3,3,396,0.568,0.573835786512419,0.00583578651241901,1,0,0
"779",82,4,17,"mor",10,16,3,3,3,475,0.568,0.573835786512419,0.00583578651241901,1,0,0
"780",83,4,17,"mor",10,16,3,3,3,1206,0.568,0.573835786512419,0.00583578651241901,0,0,1
"781",84,4,17,"mor",10,16,3,3,3,1751,0.568,0.573835786512419,0.00583578651241901,0,0,0
"782",85,4,17,"mor",10,16,3,3,3,830,0.568,0.573835786512419,0.00583578651241901,1,0,0
"783",423,10,17,"mor",10,18,2,2,3,1606,0.487,0.517925557851719,0.030925557851719,0,0,0
"784",424,10,17,"mor",10,18,2,2,3,1519,0.487,0.517925557851719,0.030925557851719,0,0,0
"785",425,10,17,"mor",10,18,2,2,3,1506,0.487,0.517925557851719,0.030925557851719,0,0,0
"786",426,10,17,"mor",10,18,2,2,3,2506,0.487,0.517925557851719,0.030925557851719,0,0,0
"787",427,10,17,"mor",10,18,2,2,3,2027,0.487,0.517925557851719,0.030925557851719,0,0,0
"788",428,10,17,"mor",10,18,2,2,3,1985,0.487,0.517925557851719,0.030925557851719,0,0,0
"789",429,10,17,"mor",10,18,2,2,3,2490,0.487,0.517925557851719,0.030925557851719,0,0,0
"790",430,10,17,"mor",10,18,2,2,3,2167,0.487,0.517925557851719,0.030925557851719,0,0,1
"791",537,13,17,"mor",10,18,2,2,3,1130,0.487,0.517925557851719,0.030925557851719,0,0,1
"792",538,13,17,"mor",10,18,2,2,3,2053,0.487,0.517925557851719,0.030925557851719,0,0,0
"793",539,13,17,"mor",10,18,2,2,3,1073,0.487,0.517925557851719,0.030925557851719,0,0,0
"794",540,13,17,"mor",10,18,2,2,3,1443,0.487,0.517925557851719,0.030925557851719,0,0,0
