"","SECCION","munn.x","edon.x","edo.x","disloc2018.x","disloc1996.x","escenario1","escenario2","escenario3","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"1",1,1,15,"mex",14,13,10,1,4,1958,0.421,0.416021641380062,0.00497835861993801,0,0,1
"2",2,1,15,"mex",14,13,10,1,4,2049,0.421,0.416021641380062,0.00497835861993801,0,0,1
"3",3,1,15,"mex",14,13,10,1,4,2374,0.421,0.416021641380062,0.00497835861993801,0,0,0
"4",4,1,15,"mex",14,13,10,1,4,3054,0.421,0.416021641380062,0.00497835861993801,1,0,0
"5",5,1,15,"mex",14,13,10,1,4,890,0.421,0.416021641380062,0.00497835861993801,1,0,0
"6",6,1,15,"mex",14,13,10,1,4,1099,0.421,0.416021641380062,0.00497835861993801,1,0,0
"7",7,1,15,"mex",14,13,10,1,4,1172,0.421,0.416021641380062,0.00497835861993801,1,0,0
"8",8,1,15,"mex",14,13,10,1,4,971,0.421,0.416021641380062,0.00497835861993801,1,0,0
"9",9,1,15,"mex",14,13,10,1,4,811,0.421,0.416021641380062,0.00497835861993801,1,0,0
"10",10,1,15,"mex",14,13,10,1,4,1763,0.421,0.416021641380062,0.00497835861993801,1,0,0
"11",11,1,15,"mex",14,13,10,1,4,2347,0.421,0.416021641380062,0.00497835861993801,1,0,0
"12",12,1,15,"mex",14,13,10,1,4,1521,0.421,0.416021641380062,0.00497835861993801,1,0,0
"13",13,1,15,"mex",14,13,10,1,4,2181,0.421,0.416021641380062,0.00497835861993801,1,0,0
"14",14,1,15,"mex",14,13,10,1,4,2303,0.421,0.416021641380062,0.00497835861993801,1,0,0
"15",15,1,15,"mex",14,13,10,1,4,1273,0.421,0.416021641380062,0.00497835861993801,1,0,0
"16",16,1,15,"mex",14,13,10,1,4,2433,0.421,0.416021641380062,0.00497835861993801,1,0,0
"17",17,1,15,"mex",14,13,10,1,4,2116,0.421,0.416021641380062,0.00497835861993801,1,0,0
"18",18,1,15,"mex",14,13,10,1,4,982,0.421,0.416021641380062,0.00497835861993801,1,0,0
"19",19,1,15,"mex",14,13,10,1,4,2510,0.421,0.416021641380062,0.00497835861993801,1,0,0
"20",20,1,15,"mex",14,13,10,1,4,3348,0.421,0.416021641380062,0.00497835861993801,1,0,0
"21",21,1,15,"mex",14,13,10,1,4,2387,0.421,0.416021641380062,0.00497835861993801,1,0,0
"22",22,1,15,"mex",14,13,10,1,4,2315,0.421,0.416021641380062,0.00497835861993801,1,0,0
"23",23,1,15,"mex",14,13,10,1,4,2533,0.421,0.416021641380062,0.00497835861993801,1,0,0
"24",24,1,15,"mex",14,13,10,1,4,1065,0.421,0.416021641380062,0.00497835861993801,1,0,0
"25",25,1,15,"mex",14,13,10,1,4,1332,0.421,0.416021641380062,0.00497835861993801,1,0,0
"26",26,1,15,"mex",14,13,10,1,4,1835,0.421,0.416021641380062,0.00497835861993801,1,0,0
"27",27,1,15,"mex",14,13,10,1,4,1198,0.421,0.416021641380062,0.00497835861993801,0,0,0
"28",28,1,15,"mex",14,13,10,1,4,3224,0.421,0.416021641380062,0.00497835861993801,0,0,0
"29",29,1,15,"mex",14,13,10,1,4,1274,0.421,0.416021641380062,0.00497835861993801,1,0,0
"30",30,1,15,"mex",14,13,10,1,4,2114,0.421,0.416021641380062,0.00497835861993801,1,0,0
"31",31,1,15,"mex",14,13,10,1,4,2289,0.421,0.416021641380062,0.00497835861993801,1,0,0
"32",32,1,15,"mex",14,13,10,1,4,1695,0.421,0.416021641380062,0.00497835861993801,1,0,0
"33",59,3,15,"mex",14,13,10,1,4,2042,0.421,0.416021641380062,0.00497835861993801,0,0,0
"34",60,3,15,"mex",14,13,10,1,4,1784,0.421,0.416021641380062,0.00497835861993801,1,0,0
"35",61,3,15,"mex",14,13,10,1,4,1308,0.421,0.416021641380062,0.00497835861993801,1,0,0
"36",62,3,15,"mex",14,13,10,1,4,1947,0.421,0.416021641380062,0.00497835861993801,1,0,0
"37",63,3,15,"mex",14,13,10,1,4,2677,0.421,0.416021641380062,0.00497835861993801,1,0,0
"38",64,3,15,"mex",14,13,10,1,4,1632,0.421,0.416021641380062,0.00497835861993801,1,0,0
"39",65,3,15,"mex",14,13,10,1,4,1746,0.421,0.416021641380062,0.00497835861993801,1,0,0
"40",66,3,15,"mex",14,13,10,1,4,2059,0.421,0.416021641380062,0.00497835861993801,1,0,0
"41",67,3,15,"mex",14,13,10,1,4,2916,0.421,0.416021641380062,0.00497835861993801,1,0,0
"42",68,3,15,"mex",14,13,10,1,4,1913,0.421,0.416021641380062,0.00497835861993801,1,0,0
"43",69,3,15,"mex",14,13,10,1,4,3737,0.421,0.416021641380062,0.00497835861993801,1,0,0
"44",70,3,15,"mex",14,13,10,1,4,2259,0.421,0.416021641380062,0.00497835861993801,1,0,0
"45",71,3,15,"mex",14,13,10,1,4,1339,0.421,0.416021641380062,0.00497835861993801,1,0,0
"46",72,3,15,"mex",14,13,10,1,4,4487,0.421,0.416021641380062,0.00497835861993801,1,0,0
"47",73,3,15,"mex",14,13,10,1,4,1425,0.421,0.416021641380062,0.00497835861993801,1,0,0
"48",74,3,15,"mex",14,13,10,1,4,1529,0.421,0.416021641380062,0.00497835861993801,1,0,0
"49",75,3,15,"mex",14,13,10,1,4,2523,0.421,0.416021641380062,0.00497835861993801,1,0,0
"50",76,3,15,"mex",14,13,10,1,4,1209,0.421,0.416021641380062,0.00497835861993801,1,0,0
"51",77,3,15,"mex",14,13,10,1,4,2784,0.421,0.416021641380062,0.00497835861993801,1,0,0
"52",78,3,15,"mex",14,13,10,1,4,689,0.421,0.416021641380062,0.00497835861993801,1,0,0
"53",79,3,15,"mex",14,13,10,1,4,442,0.421,0.416021641380062,0.00497835861993801,1,0,0
"54",80,3,15,"mex",14,13,10,1,4,129,0.421,0.416021641380062,0.00497835861993801,1,0,0
"55",81,3,15,"mex",14,13,10,1,4,1087,0.421,0.416021641380062,0.00497835861993801,1,0,0
"56",1081,27,15,"mex",14,14,10,1,4,2660,0.421,0.416021641380062,0.00497835861993801,0,0,1
"57",1082,27,15,"mex",14,14,10,1,4,2279,0.421,0.416021641380062,0.00497835861993801,1,0,0
"58",1083,27,15,"mex",14,14,10,1,4,1153,0.421,0.416021641380062,0.00497835861993801,1,0,0
