"edon.x","disloc2015","escenario1","dsiSQ_E1"
31,8,8,0.343
31,14,8,0.343
31,12,7,0.423
31,9,3,0.891
31,10,6,0.268
31,11,4,0.478
31,15,9,0.342
31,13,8,0.343
31,6,2,0.21
31,4,13,0.819
31,5,11,0.645
31,3,14,0.351
31,2,12,0.484
31,1,11,0.645
31,7,12,0.484
