"edon.x","disloc2013","escenario3","dsiSQ_E3"
23,7,7,1
23,3,3,1
23,5,5,1
23,4,4,1
23,6,6,1
23,8,8,1
23,1,1,1
23,11,11,1
23,9,9,1
23,12,12,1
23,15,15,1
23,13,13,1
23,14,14,1
23,2,2,1
23,10,10,1
