"","edon.x","dis_old.x","esc3","dsi_SQ_E3_sec","edon.y","dis_new","dis_old.y","esc1","dsi_SQ_E3_pob","pob_total","dif"
"295",9,11,20,0.788,9,10,10,20,0.790618987111999,1442,0.00261898711199893
"296",9,10,20,0.788,9,10,11,20,0.790618987111999,878,0.00261898711199893
"297",9,11,20,0.788,9,10,11,20,0.790618987111999,878,0.00261898711199893
"298",10,16,3,0.308,10,3,16,3,0.294968217477686,513,0.013031782522314
"299",10,8,1,0.538,10,1,8,2,0.650087135147877,760,0.112087135147877
"300",10,7,1,0.538,10,1,8,2,0.650087135147877,760,0.112087135147877
"301",10,15,6,0.325,10,6,15,1,0.339471355469201,2572,0.014471355469201
"302",10,14,6,0.325,10,6,15,1,0.339471355469201,2572,0.014471355469201
"303",10,17,6,0.325,10,6,15,1,0.339471355469201,2572,0.014471355469201
"304",10,2,11,0.481,10,11,2,12,0.550923841128423,9095,0.069923841128423
"305",10,1,11,0.481,10,11,2,12,0.550923841128423,9095,0.069923841128423
"306",10,6,11,0.481,10,11,2,12,0.550923841128423,9095,0.069923841128423
"307",10,2,11,0.481,10,11,1,12,0.550923841128423,905,0.069923841128423
"308",10,1,11,0.481,10,11,1,12,0.550923841128423,905,0.069923841128423
"309",10,6,11,0.481,10,11,1,12,0.550923841128423,905,0.069923841128423
"310",10,2,11,0.481,10,11,6,11,0.550923841128423,2495,0.069923841128423
"311",10,1,11,0.481,10,11,6,11,0.550923841128423,2495,0.069923841128423
"312",10,6,11,0.481,10,11,6,11,0.550923841128423,2495,0.069923841128423
"313",10,3,8,0.268,10,8,3,9,0.415286886986488,1165,0.147286886986488
"314",10,5,9,0.281,10,9,5,11,0.213758674285978,835,0.067241325714022
"315",10,4,9,0.281,10,9,5,11,0.213758674285978,835,0.067241325714022
"316",10,5,9,0.281,10,9,4,9,0.213758674285978,633,0.067241325714022
"317",10,4,9,0.281,10,9,4,9,0.213758674285978,633,0.067241325714022
"318",10,15,6,0.325,10,6,14,1,0.339471355469201,1271,0.014471355469201
"319",10,14,6,0.325,10,6,14,1,0.339471355469201,1271,0.014471355469201
"320",10,17,6,0.325,10,6,14,1,0.339471355469201,1271,0.014471355469201
"321",10,11,15,0.61,10,15,11,13,0.724147357103155,1328,0.114147357103155
"322",10,12,15,0.61,10,15,11,13,0.724147357103155,1328,0.114147357103155
"323",10,11,15,0.61,10,15,12,13,0.724147357103155,2814,0.114147357103155
"324",10,12,15,0.61,10,15,12,13,0.724147357103155,2814,0.114147357103155
"325",10,13,13,0.403,10,13,13,15,0.509690970719746,1602,0.106690970719746
"326",10,10,13,0.403,10,13,13,15,0.509690970719746,1602,0.106690970719746
"327",10,13,13,0.403,10,13,10,15,0.509690970719746,14035,0.106690970719746
"328",10,10,13,0.403,10,13,10,15,0.509690970719746,14035,0.106690970719746
"329",10,15,6,0.325,10,6,17,1,0.339471355469201,2281,0.014471355469201
"330",10,14,6,0.325,10,6,17,1,0.339471355469201,2281,0.014471355469201
"331",10,17,6,0.325,10,6,17,1,0.339471355469201,2281,0.014471355469201
"332",10,9,7,0.276,10,7,9,6,0.356803031560313,8932,0.080803031560313
"333",10,8,1,0.538,10,1,7,2,0.650087135147877,1079,0.112087135147877
"334",10,7,1,0.538,10,1,7,2,0.650087135147877,1079,0.112087135147877
"335",11,13,1,0.458,11,18,13,4,0.455167660106824,1916,0.00283233989317599
"336",11,19,1,0.458,11,18,13,4,0.455167660106824,1916,0.00283233989317599
"337",11,22,2,0.792,11,22,22,8,0.740078050514681,4518,0.051921949485319
"338",11,17,2,0.792,11,22,22,8,0.740078050514681,4518,0.051921949485319
"339",11,9,3,0.56,11,9,9,6,0.482179835533797,6511,0.077820164466203
"340",11,22,2,0.792,11,22,17,8,0.740078050514681,1599,0.051921949485319
"341",11,17,2,0.792,11,22,17,8,0.740078050514681,1599,0.051921949485319
"342",11,2,4,1,11,2,2,10,1,1049,0
"343",11,16,22,0.388,11,16,16,21,0.569665690808184,21909,0.181665690808184
"344",11,15,22,0.388,11,16,16,21,0.569665690808184,21909,0.181665690808184
"345",11,16,22,0.388,11,16,15,21,0.569665690808184,1619,0.181665690808184
"346",11,15,22,0.388,11,16,15,21,0.569665690808184,1619,0.181665690808184
