"","SECCION","munn.x","edon.x","edo.x","disloc2016.x","disloc2013.x","escenario1","escenario2","escenario3","pobtot","dsiSQ_E3","dsi_pob","dif","rural","urbano","mixto"
"1",319,2,2,"bc",3,2,5,5,5,1282,0.444,0.442420805781947,0.00157919421805303,0,0,0
"2",320,2,2,"bc",3,2,5,5,5,539,0.444,0.442420805781947,0.00157919421805303,0,0,0
"3",321,2,2,"bc",3,2,5,5,5,990,0.444,0.442420805781947,0.00157919421805303,0,0,0
"4",338,2,2,"bc",3,2,5,5,5,1651,0.444,0.442420805781947,0.00157919421805303,0,0,0
"5",339,2,2,"bc",3,2,5,5,5,2270,0.444,0.442420805781947,0.00157919421805303,0,0,0
"6",340,2,2,"bc",3,2,5,5,5,1684,0.444,0.442420805781947,0.00157919421805303,0,0,0
"7",341,2,2,"bc",3,2,5,5,5,1013,0.444,0.442420805781947,0.00157919421805303,0,0,0
"8",342,2,2,"bc",3,2,5,5,5,2023,0.444,0.442420805781947,0.00157919421805303,0,0,0
"9",358,2,2,"bc",3,2,5,5,5,1595,0.444,0.442420805781947,0.00157919421805303,0,0,0
"10",359,2,2,"bc",3,2,5,5,5,1050,0.444,0.442420805781947,0.00157919421805303,0,0,0
"11",360,2,2,"bc",3,2,5,5,5,1173,0.444,0.442420805781947,0.00157919421805303,0,0,0
"12",361,2,2,"bc",3,2,5,5,5,2121,0.444,0.442420805781947,0.00157919421805303,0,0,0
"13",362,2,2,"bc",3,2,5,5,5,1257,0.444,0.442420805781947,0.00157919421805303,0,0,0
"14",363,2,2,"bc",3,2,5,5,5,1164,0.444,0.442420805781947,0.00157919421805303,0,0,0
"15",364,2,2,"bc",3,2,5,5,5,1611,0.444,0.442420805781947,0.00157919421805303,0,0,0
"16",365,2,2,"bc",3,2,5,5,5,1056,0.444,0.442420805781947,0.00157919421805303,0,0,0
"17",366,2,2,"bc",3,2,5,5,5,5705,0.444,0.442420805781947,0.00157919421805303,0,0,0
"18",367,2,2,"bc",3,2,5,5,5,1271,0.444,0.442420805781947,0.00157919421805303,0,0,0
"19",368,2,2,"bc",3,2,5,5,5,1645,0.444,0.442420805781947,0.00157919421805303,0,0,0
"20",451,2,2,"bc",3,3,5,5,5,715,0.444,0.442420805781947,0.00157919421805303,0,0,0
"21",459,2,2,"bc",3,3,5,5,5,1711,0.444,0.442420805781947,0.00157919421805303,0,0,0
