"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_anterior","RRI_nueva","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8","dist2015","dist2017","elec_cong_2016","elec_cong_2017","elec_cong_2018","elec_cong_2019","PANgob_antes","PRIgob_antes","PRDgob_antes","PVEMgob_antes","MCgob_antes","Indgob_antes","PANgob_despues","PRIgob_despues","PRDgob_despues","Morenagob_despues","MCgob_despues","Indgob_despues","PESgob_despues","PANcong_antes","PRIcong_antes","PRDcong_antes","PVEMcong_antes","MCcong_antes","PANcong_despues","PRIcong_despues","MCcong_despues","PENDIENTEcong_despues","Morenacong_despues","PANgober_2antes","PRIgober_2antes","PRDgober_2antes"
"86",1172,35,5,8,9,4860,12,8,1,0,0,0,0,0,157633,2720963,0,0.85200494739479,1.07883620498246,9,0.324,1,0,0,0.571,0.429,0,9,0.283,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"87",1218,35,5,9,8,1326,11,9,1,0,0,1,0,0,158244,2720963,0,1.25598365952733,1.07467068261672,8,0.572,1,0,0,0.438,0.562,0,8,0.65,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"88",1352,35,5,11,7,2197,9,11,1,0,0,0,1,0,161789,2720963,0,0.85701997409692,1.05112329948266,7,0.245,1,0,0,0.5,0.5,0,7,0.15,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"89",1,1,6,6,1,5884,15,11,1,0,0,1,0,0,43387,650555,0,1.00255665006411,0.93713986908521,6,0.481,0.667,0.334,0.167,0.833,0.167,0,6,0.581,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"90",3,1,6,2,2,1916,16,12,1,0,0,1,0,0,43224,650555,0,0.913126291322314,0.940673873311124,2,0.493,1,0,0,0.793,0.207,0,2,0.593,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"91",49,1,6,2,5,295,16,12,1,0,0,0,0,0,43224,650555,0,0.899152753206546,0.940673873311124,2,0.493,0.444,0.555,0.194,0.417,0.583,0,2,0.593,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"92",50,1,6,1,3,906,16,9,1,0,0,0,0,0,43974,650555,0,0.963568203900751,0.924630179196798,2,0.493,0.344,0.656,0.125,0.174,0.826,0,2,0.593,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"93",92,2,6,4,4,2841,1,14,0,1,1,1,0,0,40133,650555,0,0.976105809626695,1.01312355169063,4,0.35,0.212,0.788,0.273,0.667,0.333,0,4,0.333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"94",120,4,6,6,6,2463,15,11,1,0,0,0,1,0,43387,650555,0,1.02355471503373,0.93713986908521,6,0.481,0.167,0.833,0.3,0.062,0.938,0,6,0.581,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"95",138,5,6,7,7,7725,4,15,1,0,0,0,1,0,39791,650555,0,0.958683568329718,1.02183125581162,7,0.49,1,0,0,0.846,0.154,0,7,0.3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"96",160,5,6,8,8,3320,5,16,1,0,0,0,0,0,39932,650555,0,0.939608705197236,1.0182231668837,8,0.744,1,0,0,1,0,0,8,0.683,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"97",170,6,6,9,9,2457,2,1,0,1,1,0,1,0,39593,650555,0,1.15108250997933,1.02694131538403,9,0.638,0.351,0.648,0.297,0.087,0.913,0,9,0.636,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"98",200,8,6,13,13,463,8,4,0,1,1,0,0,0,40060,650555,0,1.02800585305421,1.01496973290065,13,0.444,0.857,0.142,0.071,0.867,0.133,0,13,0.486,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"99",222,8,6,14,14,572,7,2,0,1,0,1,0,0,39737,650555,0,0.899749668068157,1.02321985806679,13,0.234,0.107,0.893,0.286,0.438,0.562,0,13,0.2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"100",228,8,6,14,11,2221,7,2,0,1,0,1,0,0,39737,650555,0,0.933610881495258,1.02321985806679,13,0.234,0.471,0.529,0.176,0.8,0.2,0,13,0.2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"101",249,8,6,12,12,721,8,3,1,0,0,0,1,0,39271,650555,0,0.984615268192275,1.03536165363754,13,0.444,0.65,0.35,0.15,0.923,0.077,0,13,0.486,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"102",277,10,6,10,10,4006,10,6,0,1,1,0,1,0,39127,650555,0,1.15609006255331,1.03917211899711,10,0.31,0.44,0.56,0.24,0.176,0.824,0,10,0.333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"103",280,10,6,10,15,10229,10,6,0,1,1,0,1,0,39127,650555,0,1.15932046932026,1.03917211899711,10,0.31,0.722,0.278,0.111,0.167,0.833,0,10,0.333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"104",295,10,6,16,16,917,12,7,1,0,0,0,1,0,39579,650555,0,1.13457285766108,1.02730456807903,16,0.261,0.4,0.6,0.2,0.118,0.882,0,16,0.3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"105",1,1,7,18,16,5562,5,24,0,1,1,0,1,0,196158,4763244,0,0.819399947153733,1.01177877017506,17,0.346,0.119,0.881,0.199,0.148,0.818,0.034,17,0.325,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"106",7,2,7,3,3,3339,1,16,1,0,0,0,1,0,200344,4763244,0,1.15898075261031,0.990638601605239,3,0.605,0.303,0.698,0.145,0,0.973,0.027,3,0.6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"107",35,4,7,20,7,4060,19,23,0,1,1,0,0,0,202922,4763244,0,0.517432553628599,0.978053143572407,7,0.434,0.124,0.876,0.066,0,0.81,0.19,7,0.455,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"108",44,5,7,11,12,3226,23,11,1,0,0,0,1,0,203668,4763244,0,1.14261328635497,0.974470707229413,22,0.176,0.24,0.76,0.083,0,0.985,0.015,22,0.169,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"109",54,6,7,17,17,2716,9,18,0,1,1,0,1,0,187935,4763244,0,0.682078590674145,1.05604863383617,17,0.502,0.051,0.949,0.152,0,0.934,0.066,17,0.527,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"110",68,7,7,20,4,2233,19,23,1,0,0,0,1,0,202922,4763244,0,1.82607235522514,0.978053143572407,7,0.434,0.22,0.779,0.237,0,0.938,0.062,7,0.455,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"111",72,8,7,23,23,2123,9,7,1,0,0,0,1,0,188884,4763244,0,0.791329085660516,1.05074278393088,17,0.502,0.174,0.826,0.208,0,0.818,0.182,17,0.527,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"112",88,9,7,15,15,1760,11,6,1,0,0,0,0,0,223069,4763244,0,0.906973609048326,0.889717979638587,15,1,0.292,0.708,0.108,0.377,0.623,0,15,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"113",130,12,7,2,14,6772,10,9,1,0,0,0,1,0,212230,4763244,0,0.826855616844702,0.93515761202469,14,0.383,0.22,0.781,0.163,0.125,0.771,0.104,14,0.278,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"114",144,13,7,11,10,3384,23,11,1,0,0,0,1,0,203668,4763244,0,1.67399207152497,0.974470707229413,22,0.176,0.227,0.773,0,0,0.865,0.135,22,0.169,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"115",163,15,7,24,24,2650,12,19,1,0,0,0,1,0,201731,4763244,0,1.33765021466459,0.983827473219287,18,0.457,0.277,0.723,0.072,0.04,0.96,0,18,0.552,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"116",186,16,7,9,9,1464,20,20,0,1,1,0,1,0,187406,4763244,0,1.05902959350288,1.05902959350288,9,1,0.132,0.868,0.079,0,0.796,0.204,9,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"117",234,18,7,12,13,1431,4,12,1,0,0,0,1,0,207117,4763244,0,1.50375429982876,0.958243408315107,12,0.601,0.213,0.787,0.08,0.052,0.914,0.034,12,0.655,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"118",239,19,7,6,6,6070,6,8,1,0,0,0,1,0,197669,4763244,0,0.781864560352978,1.00404464028249,6,0.501,0.345,0.655,0.084,0,1,0,6,0.466,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"119",331,22,7,21,22,849,23,10,1,0,0,0,1,0,192980,4763244,0,0.883024114611141,1.02844077106436,22,0.176,0.097,0.903,0.029,0,0.947,0.053,22,0.169,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"120",375,24,7,20,21,2613,19,23,0,1,1,0,1,0,202922,4763244,0,1.38205412105512,0.978053143572407,7,0.434,0.156,0.844,0.047,0,0.879,0.121,7,0.455,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"121",602,41,7,10,20,4179,6,17,0,1,1,0,1,0,180720,4763244,0,1.23121708220376,1.09820993802568,6,0.501,0.169,0.831,0.034,0,0.733,0.267,6,0.466,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"122",662,47,7,11,11,2832,23,11,0,1,1,0,0,1,203668,4763244,0,2.32922378180453,0.974470707229413,22,0.176,0.205,0.794,0.179,0.045,0.682,0.273,22,0.169,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"123",1082,75,7,8,8,2825,22,4,1,0,0,0,0,0,195857,4763244,0,1.20875128659565,1.01333370775617,8,0.562,0.228,0.772,0,0,0.872,0.128,8,0.537,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"124",1113,77,7,5,5,4271,24,1,1,0,0,0,1,0,185634,4763244,0,0.886815848149456,1.06913873536098,5,0.829,0.606,0.394,0.061,0,1,0,5,0.823,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"125",1265,90,7,19,18,2574,12,14,1,0,0,0,1,0,202384,4763244,0,0.726338999798716,0.980653114870741,18,0.457,0.622,0.377,0.007,0,1,0,18,0.552,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"126",1602,102,7,1,1,11313,15,13,1,0,0,0,1,0,198014,4763244,0,0.406505322275726,1.00229529225206,1,0.317,0.961,0.038,0.019,0.742,0.258,0,1,0.254,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"127",1930,102,7,1,2,1802,15,13,1,0,0,0,0,0,198014,4763244,0,5.74538270032422,1.00229529225206,1,0.317,1,0,0,NA,NA,NA,1,0.254,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"128",1976,90,7,19,19,879,2,14,1,0,0,0,0,0,202384,4763244,0,4.48334011023764,0.980653114870741,24,0.338,1,0,0,NA,NA,NA,24,0.341,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"129",1,1,8,11,1,732,1,1,0,1,1,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,10,0.634,0.54,0.46,0.098,0.063,0.929,0.008,10,0.534,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"130",17,2,8,11,10,3914,1,1,1,0,0,0,1,0,158480,3296689,0,1.11857201507857,0.945542024230187,10,0.634,0.41,0.59,0.076,0.287,0.713,0,10,0.534,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"131",38,3,8,20,22,1133,3,2,0,1,1,0,1,0,143960,3296689,0,1.03036793575048,1.04091066963045,12,0.853,0.546,0.454,0.088,0.167,0.833,0,12,0.734,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"132",82,6,8,13,11,637,5,4,1,0,0,0,0,0,151500,3296689,0,1.12592606506875,0.989105610561056,14,0.461,0.253,0.747,0.143,0.111,0.879,0.01,14,0.386,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"133",102,7,8,22,21,1583,6,6,0,1,1,0,1,0,170595,3296689,0,1.03173002113728,0.878393270611683,21,0.848,0.108,0.892,0.045,0.01,0.99,0,21,0.757,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",127,9,8,13,14,241,5,4,1,0,0,0,1,0,151500,3296689,0,1.10786263492533,0.989105610561056,14,0.461,0.098,0.902,0.11,0.043,0.957,0,14,0.386,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"135",175,11,8,20,12,458,3,2,0,1,1,1,0,0,143960,3296689,0,1.10574531984445,1.04091066963045,12,0.853,0.382,0.617,0.188,0.379,0.621,0,12,0.734,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"136",271,17,8,14,13,1489,7,7,1,0,0,0,1,0,163481,3296689,0,0.962078507409024,0.916617221573149,13,1,0.683,0.316,0.033,0.155,0.845,0,13,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"137",402,19,8,18,19,924,10,10,1,0,0,0,1,0,163658,3296689,0,0.853332763873466,0.915625878356084,19,0.248,1,0,0,0.625,0.375,0,19,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"138",437,19,8,16,18,791,11,11,1,0,0,0,1,0,163372,3296689,0,0.84909706993954,0.917228778493255,19,0.358,1,0,0,0.3,0.7,0,19,0.424,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"139",538,19,8,18,16,4027,10,10,1,0,0,0,1,0,163658,3296689,0,1.28053511762846,0.915625878356084,19,0.248,0.841,0.159,0.032,0.071,0.929,0,19,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"140",608,19,8,12,15,19342,9,9,1,0,0,0,0,0,156530,3296689,0,1.0502708915943,0.957321280265764,15,0.633,0.81,0.189,0.034,0.097,0.903,0,15,0.596,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"141",621,19,8,12,17,4564,9,9,1,0,0,1,0,0,156530,3296689,0,1.06623334116023,0.957321280265764,15,0.633,0.969,0.031,0.01,0.593,0.407,0,15,0.596,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"142",921,21,8,19,20,943,8,8,1,0,0,0,1,0,155006,3296689,0,1.08391803136393,0.966733545798227,20,1,0.773,0.227,0.076,0.574,0.426,0,20,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"143",1424,37,8,2,2,7094,16,16,0,1,1,0,1,0,146623,3296689,0,0.87061567868742,1.02200541524863,6,0.374,0.989,0.01,0.005,0.053,0.947,0,6,0.264,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"144",1445,37,8,4,3,305,22,21,1,0,0,0,1,0,148973,3296689,0,0.900418814820156,1.00588361649426,3,0.326,1,0,0,0.736,0.264,0,3,0.399,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"145",1562,37,8,2,6,7702,16,16,0,1,1,0,1,0,146623,3296689,0,0.91110536876026,1.02200541524863,6,0.374,0.948,0.052,0.017,0.195,0.805,0,6,0.264,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"146",1683,37,8,5,4,9966,19,20,1,0,0,1,0,0,146716,3296689,0,0.851596642475975,1.02135758881104,3,0.245,1,0,0,0.282,0.718,0,3,0.161,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",1737,37,8,5,9,618,19,20,1,0,0,1,0,0,146716,3296689,0,1.37947398460802,1.02135758881104,3,0.245,0.991,0.009,0,0.033,0.967,0,3,0.161,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"148",1753,37,8,5,7,916,19,20,1,0,0,0,1,0,146716,3296689,0,0.858278968801727,1.02135758881104,3,0.245,1,0,0,0.145,0.855,0,3,0.161,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"149",1989,37,8,4,5,456,22,21,1,0,0,0,1,0,148973,3296689,0,0.851601482138189,1.00588361649426,3,0.326,1,0,0,0.007,0.993,0,3,0.399,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"150",2732,37,8,9,8,969,18,17,1,0,0,0,1,0,146918,3296689,0,0.995578513769392,1.01995330728706,4,0.205,1,0,0,0,1,0,4,0.322,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"151",1,2,9,5,5,905,15,15,1,0,0,0,0,1,283053,8851017,0,1.13980181317125,0.947570371498046,5,0.387,1,0,0,0.148,0,0.852,5,0.476,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"152",89,2,9,3,3,701,16,16,1,0,0,0,0,1,258644,8851017,0,1.00317090254606,1.03699539275466,3,0.678,1,0,0,0.145,0,0.855,3,0.695,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"153",345,3,9,26,26,1668,23,23,1,0,0,0,0,1,243637,8851017,0,1.06953175600561,1.10086988578761,26,0.335,1,0,0,0.534,0,0.466,26,0.355,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"154",359,3,9,26,32,1497,21,23,1,0,0,0,0,0,243637,8851017,0,1.02724819642907,1.10086988578761,32,0.863,1,0,0,0.062,0,0.938,32,0.868,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"155",550,3,9,26,30,1002,23,23,1,0,0,1,0,0,243637,8851017,0,1.1168757571169,1.10086988578761,26,0.335,1,0,0,0.361,0,0.639,26,0.355,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"156",747,4,9,20,20,4007,31,31,1,0,0,0,0,1,299809,8851017,0,0.902071468464759,0.894611690655172,20,0.581,0.963,0.036,0.018,0.253,0,0.747,20,0.543,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"157",821,5,9,1,1,3366,12,12,1,0,0,0,0,1,301312,8851017,0,0.905752865329513,0.890149202035221,1,0.819,1,0,0,0,0,1,1,0.752,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"158",910,5,9,1,2,2844,12,12,1,0,0,0,0,1,301312,8851017,0,0.929580256093565,0.890149202035221,1,0.819,1,0,0,0.263,0,0.737,1,0.752,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"159",1079,5,9,2,7,856,10,10,1,0,0,0,0,0,279397,8851017,0,0.981949406016606,0.959969635907459,2,0.523,1,0,0,0.289,0,0.711,2,0.511,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"160",1219,5,9,4,4,1003,9,9,1,0,0,0,0,1,296856,8851017,0,0.903205552086012,0.90351091560769,4,0.779,1,0,0,0,0,1,4,0.774,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"161",1358,5,9,4,6,1328,9,9,1,0,0,0,0,1,296856,8851017,0,0.949264377826016,0.90351091560769,4,0.779,1,0,0,0.006,0.006,0.987,4,0.774,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"162",1672,6,9,15,15,1025,19,19,1,0,0,0,0,1,273572,8851017,0,1.17215866953426,0.980409677758091,11,0.34,1,0,0,0.165,0,0.835,11,0.357,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"163",1673,6,9,15,14,1051,19,19,1,0,0,0,0,1,273572,8851017,0,1.13183781668636,0.980409677758091,11,0.34,1,0,0,0,0,1,11,0.357,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"164",1971,7,9,24,24,1322,6,6,1,0,0,0,0,1,283530,8851017,0,1.15067225339442,0.945976215439764,24,0.731,1,0,0,0.128,0,0.872,24,0.723,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"165",1972,7,9,24,21,890,6,6,1,0,0,0,0,1,283530,8851017,0,1.02899658203125,0.945976215439764,24,0.731,1,0,0,0.065,0,0.935,24,0.723,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"166",2065,7,9,21,19,1670,7,7,1,0,0,0,0,1,248080,8851017,0,1.10930013084478,1.08115380668992,21,0.34,1,0,0,0,0,1,21,0.368,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"167",2106,7,9,22,22,1359,8,8,1,0,0,0,0,1,253983,8851017,0,0.982708210277614,1.05602594017567,22,0.579,1,0,0,0,0,1,22,0.575,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"168",2341,7,9,24,28,1591,5,6,1,0,0,0,0,1,283530,8851017,0,0.883486686337375,0.945976215439764,28,0.744,1,0,0,0.044,0.007,0.949,28,0.717,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"169",2521,7,9,21,29,1187,7,7,1,0,0,0,0,1,248080,8851017,0,0.902446726075165,1.08115380668992,21,0.34,1,0,0,0,0,1,21,0.368,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"170",2565,7,9,27,27,2283,3,3,1,0,0,0,0,1,262176,8851017,0,0.906138614064112,1.02302512954518,27,0.931,1,0,0,0,0,1,27,0.932,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"171",2633,7,9,31,31,1926,7,4,1,0,0,0,0,1,263955,8851017,0,0.898916244850868,1.0161301599274,21,0.34,1,0,0,0,0,1,21,0.368,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"172",2972,8,9,33,33,1166,1,1,1,0,0,0,0,1,240763,8851017,0,0.91905909545902,1.11401102479881,33,1,0.973,0.026,0.013,0.162,0,0.838,33,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"173",3119,9,9,7,34,2025,28,25,1,0,0,0,0,1,240249,8851017,0,0.953489802601812,1.11639439233311,34,0.336,0.615,0.386,0.193,0,0,1,34,0.352,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
