"edon.x","disloc2013","escenario1","dsiSQ_E1"
25,3,19,0.416
25,4,19,0.416
25,8,1,0.584
25,11,16,0.539
25,21,5,0.465
25,16,15,0.18
25,24,13,0.248
25,12,13,0.248
25,13,12,0.376
25,14,11,0.33
25,1,2,0.727
25,17,10,0.274
25,23,3,0.579
25,2,18,1
25,6,23,0.441
25,7,23,0.441
25,20,4,0.452
25,19,6,0.201
25,10,16,0.539
25,22,3,0.579
25,9,1,0.584
25,18,10,0.274
25,5,2,0.727
25,15,17,0.73
