"","SECCION","munn.x","edon.x","disloc2016.x","disloc2007","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"1113",3936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1114",3937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1115",3938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1116",3939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1117",3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1118",3941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1119",3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1120",3943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1121",3944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1122",3945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1123",3946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1124",3947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1125",3948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1126",3949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1127",3950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1128",3951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1129",3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1130",3953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1131",3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1132",3955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1133",3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1134",3957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1135",3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1136",3959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1137",3960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1138",3961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1139",3962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1140",3963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1141",3964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1142",3965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1143",3966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1144",3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1145",3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1146",3969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1147",3970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1148",3971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1149",3972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1150",3973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1151",3974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1152",709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1153",710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1154",711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1155",1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1156",1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1157",1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1158",1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1159",1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1160",1271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1161",1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1162",1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1163",1274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1164",1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1165",1276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1166",1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1167",1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1168",1279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1169",1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1170",1281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1171",1282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1172",1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1173",1284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1174",1285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1175",1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1176",1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1177",1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1178",1511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1179",1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1180",1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1181",1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1182",1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1183",1516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1184",1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1185",1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1186",1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1187",1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1188",1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1189",1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1190",1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1191",1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1192",1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1193",1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1194",1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1195",1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1196",1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1197",1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1198",1558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1199",1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1200",1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1201",1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1202",1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1203",1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1204",1564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1205",1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1206",1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1207",1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1208",1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1209",1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1210",1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1211",1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1212",1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1213",1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1214",1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1215",1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1216",1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1217",1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1218",1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1219",2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1220",2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1221",2376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1222",2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1223",2378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1224",2898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1225",2899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1226",2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1227",2901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1228",2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1229",2903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1230",2904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1231",2905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1232",2906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1233",2907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1234",2908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1235",2909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1236",2910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1237",2911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1238",2912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1239",2913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1240",2914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1241",2915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1242",2916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1243",2917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1244",2918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1245",2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1246",2920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1247",2921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1248",2922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1249",2923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1250",2924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1251",2925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1252",2926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1253",2927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1254",2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1255",2929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1256",2930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1257",2931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1258",2932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1259",2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1260",2934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1261",2935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1262",2936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1263",2937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1264",2938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1265",2939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1266",2940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1267",2941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1268",2942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1269",2943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1270",2944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1271",2945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1272",2946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1273",2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1274",2948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1275",2949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1276",2950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1277",2951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1278",2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1279",2953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1280",2954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1281",2955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1282",2956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1283",2957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1284",2958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1285",2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1286",2960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1287",2961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1288",2962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1289",2963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1290",2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1291",2965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1292",2966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1293",2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1294",2968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1295",2969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1296",2970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1297",2971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1298",2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1299",2973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1300",2974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1301",2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1302",2976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1303",2977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1304",2978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1305",2979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1306",2980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1307",2981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1308",2982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1309",2983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1310",2984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1311",2985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1312",2986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1313",2987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1314",2988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1315",2989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1316",3673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1317",3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1318",3676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1319",3677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1320",3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1321",3681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1322",3682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1323",3683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1324",3684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1325",3685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1326",3686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1327",3687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1328",3688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1329",3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1330",3691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1331",3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1332",3693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1333",3694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1334",3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1335",3696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1336",4758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1337",4759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1338",4760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1339",4761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1340",4762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1341",4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1342",4764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1343",4765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1344",4606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1345",4607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1346",4608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1347",4609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1348",4610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1349",4611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1350",4612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1351",4613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1352",425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1353",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1354",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1355",428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1356",429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1357",430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1358",431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1359",432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1360",433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1361",434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1362",435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1363",436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1364",437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1365",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1366",439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1367",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1368",441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1369",442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1370",443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1371",444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1372",445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1373",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1374",447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1375",448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1376",449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1377",450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1378",451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1379",452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1380",453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1381",454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1382",455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1383",456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1384",457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1385",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1386",1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1387",1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1388",1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1389",1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1390",1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1391",1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1392",1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1393",1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1394",1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1395",1839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1396",1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1397",1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1398",1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1399",1843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1400",1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1401",1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1402",1846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1403",1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1404",2219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1405",2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1406",2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1407",2282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1408",2283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1409",2284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1410",2285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1411",2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1412",2287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1413",2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1414",2289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1415",2290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
