"edon.x","disloc2012","disloc2018","escenario1","escenario3","dsiSQ_E1","dsiSQ_E3","dsiE1_E3"
22,8,14,14,14,0.425,0.425,1
22,15,3,3,3,0.823,0.823,1
22,14,1,1,1,0.77,0.77,1
22,13,2,2,2,0.4,0.4,1
22,7,9,9,9,0.189,0.189,1
22,12,4,4,4,1,1,1
22,11,15,15,15,0.338,0.338,1
22,3,6,6,6,0.316,0.316,1
22,4,7,7,7,0.456,0.456,1
22,2,5,5,5,0.483,0.483,1
22,1,7,7,7,0.456,0.456,1
22,5,7,7,7,0.456,0.456,1
22,6,11,11,11,0.366,0.366,1
22,10,15,15,15,0.338,0.338,1
22,9,13,13,13,0.766,0.766,1
