"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",12,3,29,4,15,8,8,4,1335,0.396,0.276267877412032,0.119732122587968,0,1,0
"2",13,3,29,4,16,8,8,4,2516,0.396,0.276267877412032,0.119732122587968,0,1,0
"3",14,3,29,4,16,8,8,4,6027,0.396,0.276267877412032,0.119732122587968,0,1,0
"4",15,3,29,4,16,8,8,4,2090,0.396,0.276267877412032,0.119732122587968,0,1,0
"5",16,3,29,4,15,8,8,4,1791,0.396,0.276267877412032,0.119732122587968,0,0,1
"6",17,3,29,4,15,8,8,4,1501,0.396,0.276267877412032,0.119732122587968,0,1,0
"7",18,3,29,4,15,8,8,4,1086,0.396,0.276267877412032,0.119732122587968,0,1,0
"8",19,3,29,4,16,8,8,4,1037,0.396,0.276267877412032,0.119732122587968,0,1,0
"9",20,3,29,4,16,8,8,4,1350,0.396,0.276267877412032,0.119732122587968,0,1,0
"10",21,3,29,4,16,8,8,4,568,0.396,0.276267877412032,0.119732122587968,0,1,0
"11",22,3,29,4,16,8,8,4,1785,0.396,0.276267877412032,0.119732122587968,0,1,0
"12",23,3,29,4,15,8,8,4,587,0.396,0.276267877412032,0.119732122587968,0,1,0
"13",24,3,29,4,15,8,8,4,923,0.396,0.276267877412032,0.119732122587968,0,1,0
"14",25,3,29,4,15,8,8,4,1815,0.396,0.276267877412032,0.119732122587968,0,1,0
"15",26,3,29,4,15,8,8,4,1805,0.396,0.276267877412032,0.119732122587968,0,1,0
"16",27,3,29,4,15,8,8,4,2139,0.396,0.276267877412032,0.119732122587968,0,1,0
"17",28,3,29,4,16,8,8,4,1606,0.396,0.276267877412032,0.119732122587968,0,1,0
"18",29,3,29,4,16,8,8,4,2046,0.396,0.276267877412032,0.119732122587968,0,1,0
"19",30,3,29,4,16,8,8,4,8534,0.396,0.276267877412032,0.119732122587968,0,1,0
"20",31,3,29,4,16,8,8,4,3486,0.396,0.276267877412032,0.119732122587968,0,1,0
"21",32,3,29,4,16,8,8,4,2342,0.396,0.276267877412032,0.119732122587968,0,1,0
"22",33,3,29,4,15,8,8,4,3127,0.396,0.276267877412032,0.119732122587968,0,1,0
"23",34,3,29,4,15,8,8,4,1046,0.396,0.276267877412032,0.119732122587968,0,1,0
"24",35,3,29,4,15,8,8,4,1691,0.396,0.276267877412032,0.119732122587968,0,1,0
"25",36,3,29,4,15,8,8,4,1986,0.396,0.276267877412032,0.119732122587968,0,1,0
"26",37,3,29,4,15,8,8,4,1519,0.396,0.276267877412032,0.119732122587968,0,1,0
"27",38,3,29,5,15,1,1,5,1267,0.588,0.430795622339964,0.157204377660036,0,0,1
"28",39,3,29,4,16,8,8,4,1475,0.396,0.276267877412032,0.119732122587968,0,1,0
"29",40,3,29,4,16,8,8,4,3129,0.396,0.276267877412032,0.119732122587968,0,1,0
"30",41,3,29,4,16,8,8,4,3381,0.396,0.276267877412032,0.119732122587968,0,1,0
"31",42,3,29,4,15,8,8,4,814,0.396,0.276267877412032,0.119732122587968,0,1,0
"32",43,3,29,4,15,8,8,4,3816,0.396,0.276267877412032,0.119732122587968,0,1,0
"33",44,3,29,4,15,8,8,4,2399,0.396,0.276267877412032,0.119732122587968,0,1,0
"34",45,3,29,4,15,8,8,4,593,0.396,0.276267877412032,0.119732122587968,0,1,0
"35",46,3,29,4,16,8,8,4,2480,0.396,0.276267877412032,0.119732122587968,0,1,0
"36",47,3,29,4,16,8,8,4,3759,0.396,0.276267877412032,0.119732122587968,0,1,0
"37",48,3,29,4,15,8,8,4,451,0.396,0.276267877412032,0.119732122587968,0,1,0
"38",49,4,29,2,12,4,4,2,889,0.767,0.893631627831846,0.126631627831846,0,0,1
"39",50,4,29,2,12,4,4,2,422,0.767,0.893631627831846,0.126631627831846,1,0,0
"40",51,4,29,2,12,4,4,2,428,0.767,0.893631627831846,0.126631627831846,1,0,0
"41",52,4,29,2,12,4,4,2,142,0.767,0.893631627831846,0.126631627831846,1,0,0
"42",53,4,29,2,12,4,4,2,1310,0.767,0.893631627831846,0.126631627831846,0,1,0
"43",54,4,29,2,12,4,4,2,473,0.767,0.893631627831846,0.126631627831846,1,0,0
"44",55,4,29,2,12,4,4,2,408,0.767,0.893631627831846,0.126631627831846,1,0,0
"45",56,4,29,2,12,4,4,2,1489,0.767,0.893631627831846,0.126631627831846,0,0,1
"46",57,4,29,2,12,4,4,2,546,0.767,0.893631627831846,0.126631627831846,1,0,0
"47",59,5,29,11,17,14,14,11,1327,0.41,0.49556786120352,0.0855678612035204,0,0,1
"48",60,5,29,11,17,14,14,11,904,0.41,0.49556786120352,0.0855678612035204,0,0,1
"49",61,5,29,11,17,14,14,11,536,0.41,0.49556786120352,0.0855678612035204,1,0,0
"50",62,5,29,11,17,14,14,11,384,0.41,0.49556786120352,0.0855678612035204,1,0,0
"51",63,5,29,11,17,14,14,11,450,0.41,0.49556786120352,0.0855678612035204,1,0,0
"52",64,5,29,11,17,14,14,11,307,0.41,0.49556786120352,0.0855678612035204,1,0,0
"53",65,5,29,11,17,14,14,11,279,0.41,0.49556786120352,0.0855678612035204,1,0,0
"54",66,5,29,11,17,14,14,11,675,0.41,0.49556786120352,0.0855678612035204,1,0,0
"55",67,5,29,11,17,14,14,11,255,0.41,0.49556786120352,0.0855678612035204,1,0,0
"56",68,5,29,11,17,14,14,11,2342,0.41,0.49556786120352,0.0855678612035204,0,0,1
"57",69,5,29,11,17,14,14,11,1330,0.41,0.49556786120352,0.0855678612035204,0,0,1
"58",70,5,29,11,17,14,14,11,757,0.41,0.49556786120352,0.0855678612035204,1,0,0
"59",71,5,29,11,17,14,14,11,1152,0.41,0.49556786120352,0.0855678612035204,1,0,0
"60",72,5,29,11,17,14,14,11,967,0.41,0.49556786120352,0.0855678612035204,1,0,0
"61",73,5,29,11,17,14,14,11,330,0.41,0.49556786120352,0.0855678612035204,1,0,0
"62",74,5,29,11,17,14,14,11,1440,0.41,0.49556786120352,0.0855678612035204,0,0,1
"63",75,5,29,11,17,14,14,11,567,0.41,0.49556786120352,0.0855678612035204,1,0,0
"64",76,5,29,11,17,14,14,11,142,0.41,0.49556786120352,0.0855678612035204,1,0,0
"65",77,5,29,11,17,14,14,11,1779,0.41,0.49556786120352,0.0855678612035204,0,1,0
"66",100,7,29,11,19,14,14,11,4229,0.41,0.49556786120352,0.0855678612035204,0,1,0
"67",101,7,29,11,19,14,14,11,2592,0.41,0.49556786120352,0.0855678612035204,0,1,0
"68",102,7,29,11,19,14,14,11,2738,0.41,0.49556786120352,0.0855678612035204,0,1,0
"69",103,7,29,11,19,14,14,11,1764,0.41,0.49556786120352,0.0855678612035204,0,0,1
"70",104,7,29,11,19,14,14,11,3113,0.41,0.49556786120352,0.0855678612035204,0,1,0
"71",105,7,29,11,19,14,14,11,549,0.41,0.49556786120352,0.0855678612035204,1,0,0
"72",106,7,29,11,19,14,14,11,286,0.41,0.49556786120352,0.0855678612035204,1,0,0
"73",107,8,29,11,19,14,14,11,3346,0.41,0.49556786120352,0.0855678612035204,0,0,1
"74",108,8,29,11,19,14,14,11,2121,0.41,0.49556786120352,0.0855678612035204,0,1,0
"75",109,8,29,11,19,14,14,11,3051,0.41,0.49556786120352,0.0855678612035204,0,1,0
"76",110,8,29,11,19,14,14,11,1815,0.41,0.49556786120352,0.0855678612035204,0,0,1
"77",111,8,29,11,19,14,14,11,324,0.41,0.49556786120352,0.0855678612035204,1,0,0
"78",112,8,29,11,19,14,14,11,216,0.41,0.49556786120352,0.0855678612035204,1,0,0
"79",113,8,29,11,19,14,14,11,476,0.41,0.49556786120352,0.0855678612035204,1,0,0
"80",114,8,29,11,19,14,14,11,1129,0.41,0.49556786120352,0.0855678612035204,0,0,1
"81",115,8,29,11,19,14,14,11,653,0.41,0.49556786120352,0.0855678612035204,1,0,0
"82",116,8,29,11,19,14,14,11,592,0.41,0.49556786120352,0.0855678612035204,1,0,0
"83",117,9,29,3,16,5,5,3,1562,0.394,0.526282942638477,0.132282942638477,0,1,0
"84",118,9,29,3,16,5,5,3,1265,0.394,0.526282942638477,0.132282942638477,0,1,0
"85",119,9,29,3,16,5,5,3,739,0.394,0.526282942638477,0.132282942638477,1,0,0
"86",120,9,29,3,16,5,5,3,295,0.394,0.526282942638477,0.132282942638477,1,0,0
"87",121,9,29,3,16,5,5,3,1450,0.394,0.526282942638477,0.132282942638477,1,0,0
"88",161,11,29,5,12,4,4,5,2085,0.588,0.430795622339964,0.157204377660036,0,0,1
"89",162,11,29,5,12,4,4,5,1269,0.588,0.430795622339964,0.157204377660036,0,0,1
"90",163,11,29,5,12,4,4,5,680,0.588,0.430795622339964,0.157204377660036,1,0,0
"91",164,11,29,5,12,4,4,5,558,0.588,0.430795622339964,0.157204377660036,1,0,0
"92",178,13,29,10,18,15,15,10,4978,0.622,0.609729914363091,0.0122700856369092,0,0,1
"93",179,13,29,10,18,15,15,10,5322,0.622,0.609729914363091,0.0122700856369092,0,1,0
"94",180,13,29,11,19,14,14,11,4920,0.41,0.49556786120352,0.0855678612035204,0,0,1
"95",181,13,29,10,18,15,15,10,2581,0.622,0.609729914363091,0.0122700856369092,0,1,0
"96",182,13,29,10,18,15,15,10,1910,0.622,0.609729914363091,0.0122700856369092,0,1,0
"97",183,13,29,10,18,15,15,10,2642,0.622,0.609729914363091,0.0122700856369092,0,1,0
"98",184,13,29,10,18,15,15,10,1680,0.622,0.609729914363091,0.0122700856369092,0,1,0
"99",185,13,29,10,18,15,15,10,1705,0.622,0.609729914363091,0.0122700856369092,0,1,0
"100",186,13,29,10,18,15,15,10,1350,0.622,0.609729914363091,0.0122700856369092,0,1,0
"101",187,13,29,10,18,15,15,10,2357,0.622,0.609729914363091,0.0122700856369092,0,1,0
"102",188,13,29,11,18,14,14,11,5455,0.41,0.49556786120352,0.0855678612035204,0,1,0
"103",189,13,29,10,18,15,15,10,1732,0.622,0.609729914363091,0.0122700856369092,0,1,0
"104",190,13,29,10,18,15,15,10,1241,0.622,0.609729914363091,0.0122700856369092,0,1,0
