"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2017","disloc2015","escenario1.y","dsi_E1_E3_pob","pob_total"
"1",31,8,1,0.361,31,1,8,8,0.346104168684814,1645
"2",31,7,3,0.436,31,3,12,7,0.453989047567916,1925
"3",31,3,4,0.953,31,4,9,3,0.954321485960597,1807
"4",31,6,5,0.748,31,5,9,6,0.708736883225346,999
"5",31,4,6,1,31,6,11,4,1,1489
"6",31,9,7,0.349,31,7,15,9,0.331191994275523,1711
"7",31,8,1,0.361,31,1,8,5,0.346104168684814,1253
"8",NA,NA,8,NA,31,8,11,1,0.933433349579627,4761
"9",31,8,2,0.596,31,2,6,2,0.714770293189543,1037
"10",31,2,2,0.596,31,2,6,2,0.714770293189543,1037
"11",31,13,15,0.838,31,15,4,13,0.910185582681765,15859
"12",31,11,14,0.756,31,14,5,11,0.84965931918128,4200
"13",31,11,14,0.756,31,14,5,11,0.84965931918128,4200
"14",31,14,13,0.863,31,13,3,14,0.865904202297886,10600
"15",31,12,10,0.867,31,10,3,12,0.872291849495393,3901
"16",31,12,10,0.867,31,10,3,12,0.872291849495393,3901
"17",31,12,10,0.867,31,10,1,15,0.872291849495393,1042
"18",31,12,10,0.867,31,10,1,15,0.872291849495393,1042
"19",NA,NA,11,NA,31,11,2,10,0.922086993332628,1173
