"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2015","disloc2013","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",23,3,7,0.811,23,11,7,3,0.771346196495897,9704,0.0396538035041031
"2",23,3,7,0.811,23,14,7,8,0.771346196495897,2764,0.0396538035041031
"3",23,1,3,0.296,23,13,3,1,0.24636968316547,3202,0.04963031683453
"4",23,1,3,0.296,23,13,3,4,0.24636968316547,5245,0.04963031683453
"5",23,3,4,0.375,23,9,4,5,0.332642463444632,2212,0.042357536555368
"6",23,8,6,0.789,23,8,6,7,0.822379764295422,553,0.033379764295422
"7",23,4,5,0.733,23,10,5,6,0.707384911625917,2266,0.025615088374083
"8",23,12,11,1,23,6,11,12,1,2264,0
"9",23,9,9,0.781,23,5,9,9,0.940637105078208,8776,0.159637105078208
"10",23,9,9,0.781,23,5,9,10,0.940637105078208,111,0.159637105078208
"11",23,15,15,0.441,23,4,15,15,0.497262157769721,3243,0.056262157769721
"12",23,14,13,0.389,23,2,13,14,0.44516576678603,1512,0.05616576678603
"13",23,14,13,0.389,23,2,13,13,0.44516576678603,1662,0.05616576678603
"14",23,2,2,0.3,23,14,2,2,0.347703035274815,11481,0.047703035274815
"15",23,11,10,0.873,23,5,10,11,0.966596478849949,1211,0.093596478849949
