"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2016","disloc2010","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",10,3,3,1,10,3,16,3,1,513,0
"2",10,2,1,1,10,1,8,2,1,760,0
"3",10,2,1,1,10,1,8,2,1,760,0
"4",NA,NA,4,NA,10,4,16,7,1,750,NA
"5",10,1,6,0.992,10,6,15,1,0.997109628366793,2572,0.00510962836679296
"6",10,1,6,0.992,10,6,15,1,0.997109628366793,2572,0.00510962836679296
"7",10,1,6,0.992,10,6,15,1,0.997109628366793,2572,0.00510962836679296
"8",10,12,11,0.661,10,11,2,12,0.720393044551909,9095,0.059393044551909
"9",10,12,11,0.661,10,11,2,12,0.720393044551909,9095,0.059393044551909
"10",10,11,11,0.661,10,11,2,12,0.720393044551909,9095,0.059393044551909
"11",NA,NA,12,NA,10,12,2,8,0.686580928707807,11583,NA
"12",10,12,11,0.661,10,11,1,11,0.720393044551909,2214,0.059393044551909
"13",10,12,11,0.661,10,11,1,11,0.720393044551909,2214,0.059393044551909
"14",10,11,11,0.661,10,11,1,11,0.720393044551909,2214,0.059393044551909
"15",NA,NA,12,NA,10,12,2,9,0.686580928707807,886,NA
"16",10,11,9,0.476,10,9,5,10,0.404760463088549,663,0.071239536911451
"17",10,9,9,0.476,10,9,5,10,0.404760463088549,663,0.071239536911451
"18",10,13,15,1,10,15,11,13,1,1328,0
"19",10,13,15,1,10,15,11,13,1,1328,0
"20",NA,NA,14,NA,10,14,11,14,1,12098,NA
"21",10,15,13,1,10,13,11,15,1,7872,0
"22",10,15,13,1,10,13,11,15,1,7872,0
"23",NA,NA,5,NA,10,5,8,4,0.997163461538462,646,NA
"24",10,6,7,1,10,7,9,6,1,8932,0
"25",NA,NA,2,NA,10,2,4,5,1,1088,NA
