"","edon.x","disloc2015.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2017","disloc2015.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",26,6,3,0.265,26,6,6,3,0.207453574154159,1735,0.057546425845841
"2",26,18,3,0.265,26,6,6,3,0.207453574154159,1735,0.057546425845841
"3",26,5,3,0.265,26,6,6,3,0.207453574154159,1735,0.057546425845841
"4",26,7,4,0.385,26,7,7,4,0.553721354183094,1617,0.168721354183094
"5",26,3,2,0.718,26,3,3,2,0.743117354062897,1190,0.0251173540628971
"6",26,6,3,0.265,26,18,18,3,0.207453574154159,804,0.057546425845841
"7",26,18,3,0.265,26,18,18,3,0.207453574154159,804,0.057546425845841
"8",26,5,3,0.265,26,18,18,3,0.207453574154159,804,0.057546425845841
"9",26,6,3,0.265,26,5,5,3,0.207453574154159,2075,0.057546425845841
"10",26,18,3,0.265,26,5,5,3,0.207453574154159,2075,0.057546425845841
"11",26,5,3,0.265,26,5,5,3,0.207453574154159,2075,0.057546425845841
"12",26,4,14,0.593,26,4,4,14,0.599584392360105,1289,0.006584392360105
"13",26,8,8,0.355,26,8,8,8,0.612671921226767,8715,0.257671921226767
"14",26,10,7,0.491,26,10,10,7,0.676964914350285,7326,0.185964914350285
"15",26,9,7,0.491,26,10,10,7,0.676964914350285,7326,0.185964914350285
"16",26,10,7,0.491,26,9,9,7,0.676964914350285,1717,0.185964914350285
"17",26,9,7,0.491,26,9,9,7,0.676964914350285,1717,0.185964914350285
"18",26,12,5,0.387,26,12,12,5,0.279920136624129,611,0.107079863375871
"19",26,11,9,0.264,26,11,11,9,0.338339759516505,985,0.074339759516505
"20",26,2,16,0.281,26,2,2,16,0.190024199288256,5220,0.090975800711744
"21",26,1,16,0.281,26,2,2,16,0.190024199288256,5220,0.090975800711744
"22",26,2,16,0.281,26,1,1,16,0.190024199288256,816,0.090975800711744
"23",26,1,16,0.281,26,1,1,16,0.190024199288256,816,0.090975800711744
"24",26,14,18,0.938,26,14,14,18,0.965139627098625,330,0.0271396270986251
"25",26,17,12,0.26,26,17,17,12,0.199412667493064,1332,0.060587332506936
"26",26,16,12,0.26,26,17,17,12,0.199412667493064,1332,0.060587332506936
"27",26,17,12,0.26,26,16,16,12,0.199412667493064,4001,0.060587332506936
"28",26,16,12,0.26,26,16,16,12,0.199412667493064,4001,0.060587332506936
"29",26,15,13,0.47,26,15,15,13,0.533730500998053,8066,0.063730500998053
"30",26,13,19,0.951,26,13,13,19,0.960122758594067,5920,0.00912275859406708
"31",26,21,1,0.7,26,21,21,1,0.842406669083001,1272,0.142406669083001
"32",26,20,20,0.79,26,20,20,20,0.685482601165171,1967,0.104517398834829
"33",26,19,21,0.701,26,19,19,21,0.633586968170614,2627,0.067413031829386
