"","edon.x","disloc1996.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2018","disloc1996.y","escenario1","dsi_SQ_E3_pob","pob_total","dif"
"1",15,13,4,0.421,15,14,13,10,0.416021641380062,1958,0.00497835861993801
"2",15,14,4,0.421,15,14,13,10,0.416021641380062,1958,0.00497835861993801
"3",15,39,16,0.83,15,39,39,17,0.834159946067365,2688,0.00415994606736503
"4",15,8,1,0.516,15,9,8,9,0.445049055053641,1222,0.070950944946359
"5",15,9,1,0.516,15,9,8,9,0.445049055053641,1222,0.070950944946359
"6",15,34,1,0.516,15,9,8,9,0.445049055053641,1222,0.070950944946359
"7",15,45,5,0.361,15,45,45,5,0.314139431514887,2225,0.046860568485113
"8",15,5,9,0.594,15,7,5,6,0.509590898424259,2665,0.084409101575741
"9",15,7,9,0.594,15,7,5,6,0.509590898424259,2665,0.084409101575741
"10",15,10,10,0.46,15,10,10,8,0.525521157162465,2417,0.0655211571624649
"11",15,11,10,0.46,15,10,10,8,0.525521157162465,2417,0.0655211571624649
"12",15,8,1,0.516,15,9,9,1,0.445049055053641,2162,0.070950944946359
"13",15,9,1,0.516,15,9,9,1,0.445049055053641,2162,0.070950944946359
"14",15,34,1,0.516,15,9,9,1,0.445049055053641,2162,0.070950944946359
"15",15,28,11,0.529,15,28,28,12,0.541284803922994,1664,0.012284803922994
"16",15,20,33,0.506,15,20,20,36,0.650104773916757,2255,0.144104773916757
"17",15,23,15,0.815,15,23,23,15,0.854246005502192,3793,0.039246005502192
"18",15,6,2,0.504,15,4,6,6,0.455295391046302,2914,0.048704608953698
"19",15,4,2,0.504,15,4,6,6,0.455295391046302,2914,0.048704608953698
"20",15,16,38,0.228,15,29,16,42,0.178579022758779,1678,0.049420977241221
"21",15,29,38,0.228,15,29,16,42,0.178579022758779,1678,0.049420977241221
"22",15,38,32,0.464,15,38,38,35,0.446382292376232,4059,0.017617707623768
