"","edon.x","disloc2011.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2017","disloc2011.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",5,13,6,0.556,5,5,13,5,0.618226563491057,760,0.0622265634910569
"2",5,14,6,0.556,5,5,13,5,0.618226563491057,760,0.0622265634910569
"3",5,12,6,0.556,5,5,13,5,0.618226563491057,760,0.0622265634910569
"4",5,15,5,0.798,5,1,15,3,0.851018297250062,3083,0.0530182972500619
"5",5,13,6,0.556,5,5,14,5,0.618226563491057,3656,0.0622265634910569
"6",5,14,6,0.556,5,5,14,5,0.618226563491057,3656,0.0622265634910569
"7",5,12,6,0.556,5,5,14,5,0.618226563491057,3656,0.0622265634910569
"8",5,5,7,0.81,5,12,5,11,0.857496874565912,7004,0.0474968745659119
"9",5,13,6,0.556,5,5,12,5,0.618226563491057,593,0.0622265634910569
"10",5,14,6,0.556,5,5,12,5,0.618226563491057,593,0.0622265634910569
"11",5,12,6,0.556,5,5,12,5,0.618226563491057,593,0.0622265634910569
"12",5,11,2,0.412,5,4,11,4,0.430037935153941,1287,0.018037935153941
"13",5,10,3,0.376,5,7,10,8,0.347921730201848,2483,0.028078269798152
"14",5,6,3,0.376,5,7,10,8,0.347921730201848,2483,0.028078269798152
"15",5,10,3,0.376,5,7,6,8,0.347921730201848,1941,0.028078269798152
"16",5,6,3,0.376,5,7,6,8,0.347921730201848,1941,0.028078269798152
"17",5,16,8,1,5,2,16,16,1,4421,0
"18",5,4,16,0.214,5,14,4,13,0.0729493497507731,2708,0.141050650249227
"19",5,1,16,0.214,5,14,4,13,0.0729493497507731,2708,0.141050650249227
"20",5,4,16,0.214,5,14,1,13,0.0729493497507731,7970,0.141050650249227
"21",5,1,16,0.214,5,14,1,13,0.0729493497507731,7970,0.141050650249227
"22",5,2,14,0.702,5,15,2,14,0.595033785184264,3589,0.106966214815736
"23",5,3,13,0.386,5,15,3,14,0.34554308540993,833,0.04045691459007
"24",5,9,12,0.283,5,8,9,7,0.323653866105438,4860,0.040653866105438
"25",5,8,11,0.65,5,9,8,10,0.572416156618312,1326,0.077583843381688
"26",5,7,9,0.15,5,11,7,9,0.244798379990393,2197,0.094798379990393
